# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/human_genome/Homo_sapiens.GRCh38.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "human60705_heartReclassedAsLiver_rna_dupsRemoved.bam" "human60705_kidney_rna_dupsRemoved.bam" "human60705_liver_rna_dupsRemoved.bam" "human60705_lung_rna_dupsRemoved.bam" "human61317_heart_rna_dupsRemoved.bam" "human61317_kidney_rna_dupsRemoved.bam" "human61317_liver_rna_dupsRemoved.bam" "human61317_lung_rna_dupsRemoved.bam" "human62789_heart_rna_dupsRemoved.bam" "human62789_kidney_rna_dupsRemoved.bam" "human62789_liver_rna_dupsRemoved.bam" "human62789_lung_rna_dupsRemoved.bam" "human62905_heart_rna_dupsRemoved.bam" "human62905_kidney_rna_dupsRemoved.bam" "human62905_liver_rna_dupsRemoved.bam" "human62905_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	human60705_heartReclassedAsLiver_rna_dupsRemoved.bam	human60705_kidney_rna_dupsRemoved.bam	human60705_liver_rna_dupsRemoved.bam	human60705_lung_rna_dupsRemoved.bam	human61317_heart_rna_dupsRemoved.bam	human61317_kidney_rna_dupsRemoved.bam	human61317_liver_rna_dupsRemoved.bam	human61317_lung_rna_dupsRemoved.bam	human62789_heart_rna_dupsRemoved.bam	human62789_kidney_rna_dupsRemoved.bam	human62789_liver_rna_dupsRemoved.bam	human62789_lung_rna_dupsRemoved.bam	human62905_heart_rna_dupsRemoved.bam	human62905_kidney_rna_dupsRemoved.bam	human62905_liver_rna_dupsRemoved.bam	human62905_lung_rna_dupsRemoved.bam
gene:ENSG00000171729	1	15152532	15220478	+	67947	113	1199	81	544	168	600	320	746	43	1133	85	891	190	1335	288	1166
gene:ENSG00000142621	1	15247272	15400283	+	153012	67	148	33	349	24	60	72	370	18	149	45	840	49	160	161	727
gene:ENSG00000142634	1	15409888	15430339	+	20452	500	729	418	1160	420	224	429	988	117	500	604	1281	635	619	751	1993
gene:ENSG00000162438	1	15438442	15449242	+	10801	5	6	1	12	1	5	3	8	0	7	2	10	5	5	6	21
gene:ENSG00000142615	1	15456728	15472091	+	15364	5	8	6	4	3	4	25	10	2	8	6	20	17	21	30	21
gene:ENSG00000215704	1	15465909	15491395	+	25487	33	55	27	50	19	35	56	71	6	51	42	102	69	93	144	98
gene:ENSG00000132906	1	15490832	15526534	-	35703	308	463	240	329	294	613	352	793	76	574	251	611	809	821	406	740
gene:ENSG00000116138	1	15526813	15592379	+	65567	862	701	589	363	356	454	605	454	59	1307	716	511	428	1490	627	914
gene:ENSG00000116771	1	15571699	15585051	-	13353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000197312	1	15617458	15669044	+	51587	1714	663	1150	749	567	387	862	940	136	841	1120	1192	693	1028	784	1558
gene:ENSG00000215695	1	15659869	15661722	+	1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000116786	1	15684320	15734769	+	50450	931	1477	818	1560	2380	798	1151	3385	448	1195	550	2697	2451	1941	846	3994
gene:ENSG00000162461	1	15736258	15741392	+	5135	114	99	48	65	167	233	109	94	52	85	158	59	379	282	86	392
gene:ENSG00000162460	1	15742499	15747982	+	5484	559	212	417	16	5	14	189	8	0	308	477	6	17	298	391	12
gene:ENSG00000162458	1	15756607	15786594	+	29988	194	1132	157	770	1014	286	487	1112	269	412	197	1041	1496	564	283	1695
gene:ENSG00000233954	1	15807169	15809348	-	2180	231	296	196	220	355	290	242	252	152	294	173	220	369	342	183	287
gene:ENSG00000065526	1	15836095	15940456	+	104362	1661	1551	1305	1624	1930	1518	1700	3752	367	1870	945	3942	1781	2787	1262	5565
gene:ENSG00000116809	1	15941869	15976132	-	34264	412	637	311	671	688	484	485	1124	157	600	324	891	658	944	330	1546
gene:ENSG00000183888	1	16004236	16008807	+	4572	2	17	4	2	14	37	1	4	0	89	0	1	8	179	0	11
gene:ENSG00000173641	1	16014028	16019594	-	5567	475	196	58	536	3548	603	188	559	2392	1121	109	904	4235	1097	86	1832
gene:ENSG00000186510	1	16018875	16034050	+	15176	6	834	11	24	29	5142	9	17	12	6093	34	110	29	6413	17	286
gene:ENSG00000184908	1	16043736	16057308	+	13573	9	2273	15	19	36	6621	11	18	23	6302	23	95	78	8649	18	491
gene:ENSG00000185519	1	16057769	16073651	-	15883	4	137	0	2	106	849	7	4	16	361	0	4	92	449	3	14
gene:ENSG00000142627	1	16124337	16156069	-	31733	499	1244	457	317	819	321	330	2295	247	451	307	3861	875	1142	433	1711
gene:ENSG00000142632	1	16197854	16212652	-	14799	217	273	145	370	231	289	131	586	58	284	38	399	144	337	117	617
gene:ENSG00000132881	1	16231692	16237183	-	5492	52	45	37	32	41	74	28	71	4	91	34	70	47	163	31	98
gene:ENSG00000037637	1	16246840	16352480	-	105641	609	563	455	637	1148	823	858	1532	139	680	389	1099	1042	920	751	1678
gene:ENSG00000055070	1	16352575	16398145	+	45571	100	107	87	100	85	79	83	116	36	105	71	138	91	106	120	159
gene:ENSG00000187144	1	16387117	16437424	-	50308	20	21	21	20	9	18	46	25	8	27	23	37	17	30	65	34
gene:ENSG00000157191	1	16440721	16460078	+	19358	658	928	481	963	478	450	738	1535	207	806	519	1703	466	1027	638	2086
gene:ENSG00000219481	1	16562319	16613562	-	51244	650	540	508	411	331	414	513	616	250	1515	788	1048	345	862	408	1279
gene:ENSG00000058453	1	16740273	16972964	+	232692	3938	2459	3523	1692	958	2863	3669	2206	404	6701	3167	2108	1180	4852	2546	3506
gene:ENSG00000117122	1	16974502	16980632	-	6131	20	62	15	148	111	32	46	397	38	92	22	479	64	47	21	383
gene:ENSG00000159363	1	16985958	17011928	-	25971	300	744	237	621	631	507	376	1282	141	758	192	843	436	1008	207	2223
gene:ENSG00000117118	1	17018722	17054032	-	35311	1359	936	1130	733	1164	834	1281	952	402	1244	937	830	1634	1779	1054	1470
gene:ENSG00000117115	1	17066761	17119451	-	52691	79	105	37	205	37	451	233	195	3	562	32	348	71	394	231	756
gene:ENSG00000142623	1	17205128	17246007	+	40880	5	17	4	1	1	19	6	3	2	2	4	4	0	3	16	11
gene:ENSG00000142619	1	17249098	17284233	+	35136	8	7	3	9	3	1	9	8	3	4	7	6	4	6	23	10
gene:ENSG00000159339	1	17308195	17364004	+	55810	31	17	27	149	13	7	96	52	6	14	22	103	115	72	493	1061
gene:ENSG00000276747	1	17372196	17401699	+	29504	4	8	8	3	1	4	4	5	4	7	3	9	7	5	14	12
gene:ENSG00000179051	1	17406760	17439677	-	32918	419	770	299	551	487	426	368	842	133	557	273	1036	272	678	349	1336
gene:ENSG00000074964	1	17539698	17697874	+	158177	4394	3088	3840	1324	1603	2124	2084	2056	257	3701	2742	1410	1631	4158	2477	2137
gene:ENSG00000117148	1	17755333	17827063	+	71731	9	3	5	11	2	6	16	7	1	9	6	9	6	9	34	21
gene:ENSG00000117154	1	18107798	18378483	+	270686	67	111	54	120	15	29	43	107	8	59	21	127	88	69	77	254
gene:ENSG00000280222	1	18109389	18115861	+	6473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000179023	1	18480982	18486126	+	5145	428	652	327	25	1	103	15	40	2	1699	298	57	1	843	24	49
gene:ENSG00000009709	1	18630846	18748866	+	118021	23	13	10	10	6	11	25	21	2	10	9	19	6	17	56	38
gene:ENSG00000179002	1	18839599	18859682	-	20084	2	2	0	1	0	1	1	5	1	3	1	1	1	0	4	3
gene:ENSG00000159423	1	18871430	18902724	-	31295	5408	3114	4762	358	330	1480	2369	296	113	3705	3489	366	732	5587	2237	775
gene:ENSG00000169991	1	18904280	18956676	-	52397	264	913	183	314	307	221	311	1310	86	476	347	1466	292	1015	375	1703
gene:ENSG00000127481	1	19074510	19210266	-	135757	4830	3572	3843	2446	2041	1927	2788	4641	472	3856	2081	4657	2783	4913	2410	7718
gene:ENSG00000127463	1	19215660	19251527	-	35868	879	891	778	656	801	595	535	1110	142	895	419	861	777	1086	349	1564
gene:ENSG00000053372	1	19251805	19260128	+	8324	1082	516	834	267	280	208	638	244	65	394	637	192	231	349	277	331
gene:ENSG00000211454	1	19265982	19274194	-	8213	789	286	665	51	44	114	888	46	10	540	1088	41	38	503	396	55
gene:ENSG00000162482	1	19282573	19288770	-	6198	1204	443	1071	73	52	104	960	33	10	845	692	47	44	768	471	106
gene:ENSG00000053371	1	19303965	19312146	-	8182	824	833	670	302	272	273	401	358	83	974	536	350	343	921	280	500
gene:ENSG00000040487	1	19312326	19329300	+	16975	506	410	429	262	206	142	300	246	44	314	357	182	174	357	185	339
gene:ENSG00000077549	1	19338775	19485539	-	146765	1493	2009	1182	2369	1632	1226	1364	3301	593	1633	904	3582	2593	2280	1545	5212
gene:ENSG00000173436	1	19484403	19629821	+	145419	49	66	36	82	39	35	54	54	28	69	28	85	64	82	134	146
gene:ENSG00000158747	1	19596979	19658456	+	61478	82	1111	69	1564	1107	507	355	1857	334	672	63	1700	840	785	149	1998
gene:ENSG00000270136	1	19597067	19656927	+	59861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000158748	1	19664875	19680966	+	16092	7	7	3	9	5	6	6	5	1	10	4	7	9	6	11	8
gene:ENSG00000162542	1	19682213	19799945	-	117733	580	987	495	486	295	1904	512	976	113	1178	332	976	378	1394	426	1120
gene:ENSG00000178828	1	19814029	19815283	-	1255	13	143	2	0	0	26	3	3	0	282	32	1	0	752	8	28
gene:ENSG00000169914	1	19882395	19912945	+	30551	205	503	142	312	296	317	226	979	55	505	162	535	313	721	236	847
gene:ENSG00000188784	1	19920009	19923617	-	3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000188257	1	19975431	19980416	-	4986	583	217	288	555	1902	46	3024	1413	12	13	16	33	1902	24	4423	538
gene:ENSG00000127472	1	20028179	20091911	+	63733	285	29	275	249	1775	10	526	340	445	16	35	239	4428	14	327	567
gene:ENSG00000117215	1	20111939	20119566	-	7628	2	3	0	8	1	1	1	9	0	1	1	11	0	2	2	4
gene:ENSG00000158786	1	20139326	20150386	+	11061	2	3	1	0	2	1	2	0	0	1	3	2	0	2	2	2
gene:ENSG00000187980	1	20161253	20177424	-	16172	1	3	5	2	1	0	5	1	2	6	0	8	1	9	6	12
gene:ENSG00000162543	1	20186096	20196050	+	9955	51	283	20	198	21	146	282	151	8	274	148	573	62	195	447	445
gene:ENSG00000158816	1	20290919	20354894	+	63976	11	160	7	38	4	123	13	27	2	559	10	70	12	1494	36	137
gene:ENSG00000162545	1	20482391	20486210	-	3820	563	1160	431	1299	556	856	700	1186	144	1781	893	1288	539	2013	601	1745
gene:ENSG00000090432	1	20499448	20508151	-	8704	462	502	382	288	632	411	294	452	130	703	544	490	663	711	199	570
gene:ENSG00000183114	1	20552573	20555020	+	2448	1	4	6	6	43	42	10	14	15	45	6	3	37	49	2	19
gene:ENSG00000158825	1	20589086	20618903	+	29818	682	101	525	105	103	131	703	64	8	235	565	105	94	307	507	296
gene:ENSG00000158828	1	20633458	20651511	+	18054	2033	1589	1713	1163	2254	1110	1170	1501	673	2142	1337	1525	2430	2330	919	1991
gene:ENSG00000244038	1	20651767	20661544	-	9778	1773	1602	1510	1393	1186	894	901	1522	381	1444	863	1501	1279	1784	851	1996
gene:ENSG00000117245	1	20664014	20718017	-	54004	144	162	116	293	114	36	146	407	92	101	47	624	179	198	184	374
gene:ENSG00000189410	1	20719731	20732837	-	13107	2	167	5	11	5	9	4	16	0	3	0	2	1	23	0	7
gene:ENSG00000127483	1	20740266	20787323	-	47058	2246	2104	1768	2199	3040	3219	3418	4531	443	3273	1389	3869	3076	4491	2445	6489
gene:ENSG00000075151	1	20806292	21176888	-	370597	1698	1614	1173	1189	801	1077	1124	1662	255	1819	884	2594	1157	1974	1377	2885
gene:ENSG00000117298	1	21217247	21345572	-	128326	1847	1696	1537	3688	2275	973	1570	4357	686	1646	1271	6594	2464	2404	1884	7424
gene:ENSG00000142794	1	21440128	21485005	+	44878	308	427	216	257	102	257	218	191	121	730	249	486	197	662	211	633
gene:ENSG00000162551	1	21509397	21578410	+	69014	2296	579	1900	879	635	337	2054	2317	126	1313	623	2207	572	2572	2252	1574
gene:ENSG00000076864	1	21596215	21669363	-	73149	1114	2764	876	287	61	2039	524	651	35	4861	273	827	151	5005	916	640
gene:ENSG00000090686	1	21678298	21783606	-	105309	1399	1151	934	1066	741	734	1092	1523	182	1401	764	1739	1069	1575	1160	2378
gene:ENSG00000187942	1	21812265	21825225	+	12961	7	47	15	85	29	14	8	37	26	44	14	111	102	26	19	121
gene:ENSG00000142798	1	21822244	21937310	-	115067	1233	3074	1208	2561	4010	1195	2684	7601	1864	3352	642	4908	7097	4037	2623	7873
gene:ENSG00000219073	1	21977022	21998642	+	21621	11	20	5	12	5	0	15	9	4	6	6	14	6	16	33	22
gene:ENSG00000142789	1	22001657	22012542	+	10886	2	4	10	3	3	1	8	6	3	4	5	2	5	6	19	3
gene:ENSG00000070831	1	22025511	22101360	+	75850	1683	1872	1344	1839	1186	1306	1151	2244	358	2079	1191	2964	1469	2424	1377	3184
gene:ENSG00000162552	1	22117313	22143969	-	26657	8	23	19	30	5	22	19	59	3	32	35	69	13	56	30	57
gene:ENSG00000279625	1	22364630	22366482	-	1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000184677	1	22428838	22531157	+	102320	762	982	493	995	983	673	766	1446	154	1013	470	1503	785	1441	482	2108
gene:ENSG00000070886	1	22563489	22603595	+	40107	3	7	4	7	1	2	9	7	1	5	4	15	4	17	21	12
gene:ENSG00000173372	1	22636628	22639678	+	3051	997	656	897	1398	382	170	554	1398	42	199	311	1238	529	158	348	1185
gene:ENSG00000159189	1	22643633	22648110	+	4478	1026	482	1011	1442	299	89	521	1486	22	121	289	1224	471	74	242	1197
gene:ENSG00000173369	1	22652762	22661637	+	8876	1209	628	1164	1898	406	143	689	1680	37	111	303	1287	509	139	389	1467
gene:ENSG00000133216	1	22710839	22921500	+	210662	62	432	33	127	97	163	87	299	39	268	40	320	69	171	106	374
gene:ENSG00000215906	1	22953043	22965338	-	12296	2	2	2	1	7	0	4	2	2	2	2	0	1	0	6	8
gene:ENSG00000227868	1	23010834	23015852	-	5019	1	5	5	5	6	10	2	3	3	6	5	6	9	15	11	6
gene:ENSG00000004487	1	23019443	23083689	+	64247	1118	1256	778	1043	631	658	667	1564	207	1211	532	1709	927	1526	631	2622
gene:ENSG00000169641	1	23084023	23177808	-	93786	281	689	223	627	628	433	392	1108	236	1094	183	1768	822	1627	444	3354
gene:ENSG00000179546	1	23191895	23194729	-	2835	1	0	3	6	1	0	1	3	0	0	0	5	1	0	7	17
gene:ENSG00000125944	1	23303771	23344336	-	40566	907	1017	711	982	610	524	674	1267	142	1062	444	1547	706	1104	596	1843
gene:ENSG00000125945	1	23359448	23369836	-	10389	107	162	63	150	176	137	123	278	138	228	80	284	184	219	111	396
gene:ENSG00000204219	1	23380909	23424748	-	43840	1644	1003	1398	356	384	799	837	767	261	1531	1437	805	929	1283	821	495
gene:ENSG00000088280	1	23428563	23484568	-	56006	381	586	308	352	558	458	388	1129	163	648	302	837	529	1060	216	615
gene:ENSG00000007968	1	23506438	23531233	-	24796	52	11	29	30	6	5	17	34	3	3	3	25	6	8	26	58
gene:ENSG00000117318	1	23557926	23559501	-	1576	161	244	119	400	759	354	564	1159	495	537	124	932	641	396	389	1078
gene:ENSG00000142676	1	23691742	23696835	+	5094	1094	1047	963	1050	1006	813	1098	1131	474	893	882	987	874	1011	968	1236
gene:ENSG00000011007	1	23743155	23762059	+	18905	1535	768	1158	763	725	634	1223	1427	126	862	667	1086	753	1085	716	1710
gene:ENSG00000057757	1	23778418	23788232	+	9815	650	640	472	566	519	406	565	865	109	660	461	796	547	751	409	1075
gene:ENSG00000011009	1	23791145	23795539	+	4395	576	957	500	381	421	456	443	606	143	676	543	522	454	895	387	806
gene:ENSG00000117308	1	23795599	23800781	-	5183	939	1047	803	284	133	293	442	548	41	719	866	412	141	883	463	438
gene:ENSG00000117305	1	23801885	23838620	-	36736	2116	1108	1816	566	382	643	1156	668	139	1375	1676	647	727	1588	1338	845
gene:ENSG00000179163	1	23845077	23868294	-	23218	966	963	791	759	116	700	396	482	46	1213	591	712	294	1175	357	846
gene:ENSG00000188822	1	23870515	23913362	-	42848	68	89	60	86	69	50	70	108	21	68	70	98	90	125	118	169
gene:ENSG00000189266	1	23956839	23963462	+	6624	778	1038	601	1107	893	976	768	1890	216	1503	586	1944	1010	1640	703	1995
gene:ENSG00000188529	1	23964347	23980927	-	16581	1677	1458	1108	1612	1540	1546	1306	2517	168	1991	1117	3018	1577	2509	1219	3413
gene:ENSG00000142661	1	24056035	24112135	-	56101	108	1730	15	14	2556	144	33	37	765	1303	17	29	4466	1421	28	797
gene:ENSG00000142677	1	24119771	24143140	-	23370	218	251	228	71	3	7	115	119	4	45	139	35	12	72	78	71
gene:ENSG00000185436	1	24154168	24187959	-	33792	862	379	626	215	115	285	393	381	20	370	488	348	138	369	781	216
gene:ENSG00000158055	1	24319322	24364482	+	45161	147	81	115	16	7	19	57	12	7	40	58	25	19	31	35	31
gene:ENSG00000001460	1	24356999	24416934	-	59936	51	161	38	94	39	127	44	136	6	133	31	155	79	180	50	228
gene:ENSG00000001461	1	24415802	24472976	+	57175	269	932	204	555	393	729	208	970	92	981	96	999	469	1250	270	1636
gene:ENSG00000117602	1	24502351	24541040	+	38690	178	519	122	471	55	232	56	443	44	398	86	764	177	456	170	763
gene:ENSG00000184454	1	24556087	24609328	+	53242	154	337	118	57	44	39	79	213	0	31	154	170	27	96	101	63
gene:ENSG00000133226	1	24631716	24673281	+	41566	1262	1221	980	1352	832	763	935	2098	270	1185	614	2427	2011	1853	970	3233
gene:ENSG00000169504	1	24745382	24844321	+	98940	1952	2950	1608	3122	2953	1078	1553	3979	443	3610	1198	5191	3228	3489	1505	5845
gene:ENSG00000020633	1	24899511	24965121	-	65611	125	164	81	545	27	22	180	705	12	50	166	2130	120	165	762	1957
gene:ENSG00000117614	1	25222276	25232502	-	10227	542	772	458	690	459	466	512	674	112	764	321	697	551	794	369	934
gene:ENSG00000117616	1	25242249	25338213	-	95965	1290	3058	1067	2396	1162	1245	1864	3255	602	2910	1353	3327	1962	3636	1950	5334
gene:ENSG00000187010	1	25272393	25330445	+	58053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000183726	1	25338317	25362361	+	24045	781	1254	593	1149	824	794	761	1473	275	1200	437	1703	893	1339	634	2013
gene:ENSG00000188672	1	25362249	25430192	-	67944	414	431	405	299	304	381	366	334	105	529	324	388	369	578	444	591
gene:ENSG00000204178	1	25430858	25500209	+	69352	1864	734	1329	666	588	480	905	1274	107	696	813	1329	703	804	823	1605
gene:ENSG00000157978	1	25543606	25568886	+	25281	826	632	639	590	594	567	564	983	231	832	854	1382	575	956	395	1749
gene:ENSG00000117643	1	25617468	25786207	+	168740	1894	856	1476	619	491	661	1545	1240	218	1819	422	1789	828	3650	1433	1332
gene:ENSG00000162430	1	25800176	25818221	+	18046	169	373	187	319	234	185	161	500	67	327	57	731	243	612	152	1127
gene:ENSG00000255054	1	25811470	25823744	+	12275	8	8	5	3	5	1	0	5	2	10	0	2	3	5	0	2
gene:ENSG00000117640	1	25818640	25832942	+	14303	403	458	372	253	430	390	222	256	110	483	370	308	615	654	171	487
gene:ENSG00000127423	1	25831913	25859458	-	27546	14	32	20	16	39	37	25	29	8	48	32	27	40	42	35	37
gene:ENSG00000182749	1	25861210	25871253	-	10044	190	981	160	224	87	505	72	371	48	793	191	476	120	1118	97	510
gene:ENSG00000117632	1	25884181	25906991	-	22811	736	848	386	716	293	511	158	633	125	696	200	884	387	731	197	840
gene:ENSG00000158006	1	25959767	25998117	-	38351	681	631	540	299	148	419	325	417	86	851	370	449	320	945	294	610
gene:ENSG00000158008	1	26019884	26036464	+	16581	7	41	3	18	34	9	6	14	78	5	1	28	198	75	8	107
gene:ENSG00000158014	1	26037252	26046118	-	8867	13	760	15	9	43	96	8	4	22	486	2	13	209	785	11	35
gene:ENSG00000158022	1	26051304	26068436	-	17133	42	53	8	17	1965	8	8	23	401	85	17	22	2839	212	28	384
gene:ENSG00000175087	1	26111165	26125555	+	14391	396	216	269	191	84	143	176	218	20	297	300	132	99	222	112	277
gene:ENSG00000197245	1	26159079	26163962	+	4884	20	72	16	125	168	18	30	58	97	90	6	299	63	91	35	454
gene:ENSG00000282872	1	26164161	26168581	-	4421	2	0	0	2	0	1	0	0	0	0	1	3	1	1	1	1
gene:ENSG00000236782	1	26169516	26171831	-	2316	2	3	0	2	3	1	3	10	0	9	0	15	12	4	0	14
gene:ENSG00000142684	1	26169908	26170873	+	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000142675	1	26177484	26189884	+	12401	96	368	102	237	144	484	119	858	20	511	59	764	131	393	47	462
gene:ENSG00000188782	1	26190561	26202968	+	12408	5	7	3	1	1	6	7	7	1	1	2	6	5	9	15	14
gene:ENSG00000130695	1	26234200	26278808	+	44609	470	327	367	226	774	286	164	432	126	348	204	369	802	636	155	474
gene:ENSG00000142669	1	26280086	26281522	+	1437	381	485	275	581	516	429	465	695	143	386	249	636	346	506	443	778
gene:ENSG00000158062	1	26281328	26318363	-	37036	469	1232	384	1092	253	403	221	993	76	843	244	1216	358	992	452	1782
gene:ENSG00000169442	1	26317958	26320523	+	2566	52	117	17	419	29	17	90	466	32	34	42	458	50	117	151	466
gene:ENSG00000176092	1	26321698	26360080	-	38383	38	83	34	49	18	22	30	61	9	24	19	269	25	36	46	79
gene:ENSG00000176083	1	26361634	26374522	-	12889	3	7	6	32	0	3	5	9	3	10	7	110	5	6	12	74
gene:ENSG00000131914	1	26410817	26429728	+	18912	0	6	3	5	2	3	9	2	2	2	4	9	4	7	21	8
gene:ENSG00000117682	1	26432282	26471306	+	39025	690	838	571	543	287	339	388	482	124	824	354	632	448	939	310	877
gene:ENSG00000198830	1	26472440	26476642	+	4203	855	924	663	1109	331	461	562	902	160	921	501	1095	629	797	549	1230
gene:ENSG00000117676	1	26529761	26575030	+	45270	280	974	209	732	109	286	178	1137	23	581	180	1237	145	872	437	1470
gene:ENSG00000117713	1	26693236	26782104	+	88869	1547	1245	1236	1267	1309	1452	969	2722	258	1561	956	2914	1496	2159	793	3421
gene:ENSG00000060642	1	26787472	26798398	+	10927	646	287	491	189	150	301	361	302	40	478	483	286	113	509	260	428
gene:ENSG00000204160	1	26826688	26857604	+	30917	560	510	417	581	952	525	595	946	125	391	649	946	727	696	435	1582
gene:ENSG00000175793	1	26863149	26864456	+	1308	23	125	20	401	0	24	2	884	0	4	2	189	2	45	5	455
gene:ENSG00000142751	1	26876132	26890283	-	14152	657	796	507	521	564	631	386	799	99	762	514	559	437	1001	329	1228
gene:ENSG00000198746	1	26890488	26900467	-	9980	238	187	179	142	158	112	127	254	26	200	145	188	156	240	87	277
gene:ENSG00000090273	1	26900238	26946871	+	46634	1269	955	1045	728	1389	1148	1359	2510	249	932	802	1275	980	1059	789	1250
gene:ENSG00000131910	1	26911489	26913975	-	2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000175707	1	26949562	26960468	-	10907	142	217	105	43	5	279	39	251	1	239	65	137	7	326	30	126
gene:ENSG00000253368	1	26993692	27000886	+	7195	83	540	80	271	366	437	137	531	66	339	67	273	324	545	63	486
gene:ENSG00000158246	1	27005020	27012850	-	7831	4	47	16	246	166	123	6	1088	63	92	4	887	515	208	15	328
gene:ENSG00000090020	1	27098809	27166981	-	68173	188	463	148	522	696	538	192	1500	131	648	164	1669	621	788	231	1337
gene:ENSG00000142784	1	27234632	27308636	+	74005	1005	1283	791	967	1724	1193	856	2051	368	1557	749	2040	1782	2118	704	2582
gene:ENSG00000186501	1	27322145	27336400	+	14256	715	883	617	650	669	505	531	674	225	866	738	642	636	952	400	1289
gene:ENSG00000142765	1	27342020	27353937	+	11918	80	261	50	565	40	107	128	746	5	112	162	948	77	368	412	1585
gene:ENSG00000142733	1	27354067	27366961	-	12895	343	1133	286	2079	2331	806	1369	2671	511	824	183	1670	2105	1590	840	6788
gene:ENSG00000142748	1	27369112	27374824	-	5713	1383	191	1176	1992	1080	313	1449	1523	92	464	662	1839	365	778	1661	2531
gene:ENSG00000174950	1	27379176	27383333	-	4158	1	11	1	147	0	10	3	60	0	2	0	239	0	26	0	174
gene:ENSG00000181773	1	27392622	27395814	+	3193	3	12	2	15	18	16	2	53	3	9	0	96	65	52	1	57
gene:ENSG00000158195	1	27404230	27490167	-	85938	862	1916	691	1923	1472	1238	1065	3131	426	1582	450	2914	1386	2290	734	4219
gene:ENSG00000126705	1	27534035	27604431	-	70397	485	1207	417	650	1000	627	260	1697	275	1030	363	1832	936	1238	244	2663
gene:ENSG00000000938	1	27612064	27635185	-	23122	314	286	241	2334	464	124	674	1765	42	142	411	2337	432	313	1060	6212
gene:ENSG00000126709	1	27666064	27672198	-	6135	245	300	178	484	217	216	151	573	191	365	173	664	669	779	699	1209
gene:ENSG00000009780	1	27725979	27763122	+	37144	328	407	211	452	201	191	203	380	77	507	309	546	351	421	250	757
gene:ENSG00000117758	1	27773219	27824443	+	51225	829	937	666	1500	582	637	559	1663	146	1167	392	3060	1047	1454	777	3828
gene:ENSG00000117751	1	27830782	27851676	+	20895	482	502	366	436	375	350	418	464	94	549	316	457	406	560	258	768
gene:ENSG00000130775	1	27872543	27886685	+	14143	327	599	289	1728	103	115	227	998	11	73	157	2159	504	433	637	3472
gene:ENSG00000117748	1	27891524	27914746	-	23223	378	367	289	451	286	313	394	464	77	491	242	540	357	491	321	1020
gene:ENSG00000130768	1	27935000	27959157	+	24158	17	369	13	158	3	19	16	123	0	99	20	181	14	154	37	179
gene:ENSG00000158156	1	27959973	27968093	+	8121	282	203	200	183	144	277	322	316	57	284	272	207	164	308	253	634
gene:ENSG00000158161	1	27970344	28088637	-	118294	472	1078	334	488	554	870	494	770	109	1152	294	886	567	1501	364	1556
gene:ENSG00000169403	1	28147166	28193936	-	46771	99	297	84	602	124	47	72	325	15	95	62	467	90	150	118	516
gene:ENSG00000126698	1	28199456	28233029	-	33574	562	719	452	600	504	462	554	760	154	792	386	791	632	749	452	1024
gene:ENSG00000130770	1	28236109	28246906	+	10798	737	902	621	497	648	1256	695	683	372	1476	860	550	967	1526	659	957
gene:ENSG00000130766	1	28259518	28282491	+	22974	517	460	442	140	720	188	199	524	37	511	449	483	72	581	178	333
gene:ENSG00000130772	1	28329002	28335965	+	6964	147	89	127	59	58	78	51	59	30	106	136	43	63	115	84	76
gene:ENSG00000204138	1	28369582	28500364	+	130783	1178	1292	864	690	791	1006	845	1171	245	1544	967	1499	863	1837	927	2144
gene:ENSG00000180198	1	28505943	28539300	+	33358	815	1254	723	605	946	613	1047	1805	92	644	751	968	435	851	598	1262
gene:ENSG00000279443	1	28544460	28546542	+	2083	5	10	2	3	7	6	7	8	0	5	9	6	1	3	5	1
gene:ENSG00000180098	1	28553085	28578545	+	25461	319	491	241	491	420	414	444	985	86	366	163	757	559	589	407	1323
gene:ENSG00000120656	1	28589323	28643085	-	53763	348	344	253	364	425	259	443	388	91	397	220	401	454	403	306	676
gene:ENSG00000188060	1	28592200	28595443	+	3244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000162419	1	28668732	28719353	+	50622	229	288	181	268	198	198	282	353	45	307	134	369	202	329	240	572
gene:ENSG00000198492	1	28736621	28769775	+	33155	910	850	676	610	679	589	688	1081	110	788	584	1010	624	916	655	1098
