# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/honeybee_genome/GCF_003254395.2_Amel_HAv3.1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR445999_dupsRemoved.bam" "SRR446000_dupsRemoved.bam" "SRR446001_dupsRemoved.bam" "SRR446002_dupsRemoved.bam" "SRR446003_dupsRemoved.bam" "SRR446004_dupsRemoved.bam" "SRR446005_dupsRemoved.bam" "SRR446006_dupsRemoved.bam" "SRR446007_dupsRemoved.bam" "SRR446008_dupsRemoved.bam" "SRR446009_dupsRemoved.bam" "SRR446010_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR445999_dupsRemoved.bam	SRR446000_dupsRemoved.bam	SRR446001_dupsRemoved.bam	SRR446002_dupsRemoved.bam	SRR446003_dupsRemoved.bam	SRR446004_dupsRemoved.bam	SRR446005_dupsRemoved.bam	SRR446006_dupsRemoved.bam	SRR446007_dupsRemoved.bam	SRR446008_dupsRemoved.bam	SRR446009_dupsRemoved.bam	SRR446010_dupsRemoved.bam
gene-LOC408620	NC_037638.1	4394644	4404101	-	9458	1666	2723	1297	1129	1198	1763	1449	1948	1225	1663	1984	1330
gene-LOC102653658	NC_037638.1	4399364	4402583	+	3220	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC408621	NC_037638.1	4404348	4405523	+	1176	8887	12078	7468	7389	7506	10184	7912	9540	6458	8288	8962	6970
gene-LOC102653893	NC_037638.1	4406298	4409639	-	3342	1227	1608	1077	1008	1092	1781	1196	1347	925	1113	1453	922
gene-LOC412319	NC_037638.1	4407364	4413999	+	6636	783	1333	711	765	720	1339	693	709	465	628	809	576
gene-LOC113218842	NC_037638.1	4416918	4419298	+	2381	2604	4538	3612	3226	3214	4427	1775	3111	2948	3770	4723	3140
gene-LOC724535	NC_037638.1	4420368	4477632	-	57265	7321	16636	5842	6052	5587	8523	6795	9775	5826	7540	9112	6508
gene-LOC102653954	NC_037638.1	4429185	4433918	+	4734	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102653920	NC_037638.1	4440892	4444809	+	3918	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964158	NC_037638.1	4475339	4477563	+	2225	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC551321	NC_037638.1	4481770	4483475	-	1706	3078	4502	2757	2724	2832	4003	2813	3512	2408	3102	3625	2598
gene-LOC724720	NC_037638.1	4484058	4485554	+	1497	4308	6079	3792	3919	3758	5740	3832	4668	3017	4052	4613	3370
gene-LOC102654159	NC_037638.1	4486178	4486913	-	736	2080	2821	1686	1626	1714	2439	1868	2288	1460	1754	2212	1703
gene-LOC724795	NC_037638.1	4488200	4490801	+	2602	763	1504	568	537	464	817	589	807	485	645	862	617
gene-Akhr	NC_037638.1	4491818	4495954	+	4137	118	240	93	118	94	176	97	107	75	112	130	120
gene-LOC411799	NC_037638.1	4497083	4500669	-	3587	2843	4819	2813	2985	2961	4864	2761	3234	1640	2445	2953	2301
gene-LOC414017	NC_037638.1	4500967	4510818	+	9852	8492	13123	7685	7484	8166	12931	8127	10361	5399	7519	9817	6867
gene-LOC552530	NC_037638.1	4514052	4529988	+	15937	3587	7404	3346	3080	3045	4995	3189	5062	2669	3417	4583	2934
gene-LOC100577342	NC_037638.1	4532530	4535187	+	2658	906	1443	970	933	913	1330	768	1072	685	904	1071	823
gene-LOC102654398	NC_037638.1	4535965	4537097	-	1133	1219	1914	1093	1077	1108	1900	1043	1252	702	998	1198	1024
gene-LOC413244	NC_037638.1	4537452	4539780	+	2329	3055	4286	2714	2494	2627	3949	2757	3391	2124	2899	3421	2454
gene-LOC551531	NC_037638.1	4540437	4544202	+	3766	2610	3931	2237	2381	2288	3663	2482	2937	1494	2262	2620	1789
gene-LOC412107	NC_037638.1	4545228	4547966	-	2739	2935	4119	2093	1876	2039	2808	2815	3276	1690	2535	2734	1947
gene-LOC726685	NC_037638.1	4548827	4551852	-	3026	4191	5693	3398	3272	3568	5194	3700	4795	3035	3874	4800	3536
gene-LOC100578513	NC_037638.1	4551996	4553961	+	1966	5303	7909	4710	4290	4788	7070	5214	6448	3666	4959	5963	4615
gene-LOC409290	NC_037638.1	4554373	4555637	-	1265	14312	18546	14349	15027	15054	19905	13345	14509	11878	14338	15403	12594
gene-LOC100577369	NC_037638.1	4556117	4561037	+	4921	8924	12225	6819	6736	7330	10360	8685	10188	5774	7999	9205	6799
gene-LOC107966055	NC_037638.1	4561509	4562876	-	1368	2760	3794	2178	2238	2358	3636	2444	2932	1688	2488	2864	2127
gene-LOC551842	NC_037638.1	4563504	4567058	+	3555	7153	10624	6027	6252	6189	9128	7001	8109	4543	6577	7326	5364
gene-LOC100577454	NC_037638.1	4569289	4571668	-	2380	5227	7789	4447	4169	4703	6476	4819	6137	3884	5031	5813	4405
gene-LOC551892	NC_037638.1	4571678	4576709	+	5032	10151	16153	8930	8150	8500	13303	8610	12287	6903	9495	11477	8062
gene-LOC551909	NC_037638.1	4576961	4579722	-	2762	12202	16086	10005	9905	10804	14637	11754	14121	8872	12068	13564	9987
gene-LOC107963991	NC_037638.1	4580453	4586717	+	6265	10488	14341	8236	7858	8679	12614	9836	11455	6648	9291	10941	7893
gene-LOC552083	NC_037638.1	4586772	4588696	-	1925	3102	4651	2722	2705	2851	4349	2763	3730	2346	3021	4014	2926
gene-LOC409584	NC_037638.1	4589500	4594376	+	4877	11539	17111	9753	9707	9907	15133	10907	12929	6813	9811	11129	8802
gene-LOC724578	NC_037638.1	4595539	4598260	-	2722	6610	9698	5950	6045	6075	9043	6186	7239	4438	5837	7412	5281
gene-LOC413437	NC_037638.1	4599212	4600692	+	1481	2427	3608	2089	2199	2163	3225	2319	2701	1800	2288	2703	1938
gene-LOC414038	NC_037638.1	4600849	4602360	-	1512	6122	8534	5487	4974	5410	7457	5565	6954	4663	5854	6618	5455
gene-LOC552602	NC_037638.1	4603935	4605187	+	1253	6011	8542	5446	5746	5347	7674	5256	6195	4202	5634	6176	4655
gene-LOC414037	NC_037638.1	4609802	4629700	+	19899	4480	7622	3642	3589	3445	6796	3823	4559	2287	3963	4358	2838
gene-LOC552628	NC_037638.1	4631390	4632610	-	1221	2422	3455	2146	2197	2165	3169	2061	2588	1863	2334	2639	2021
gene-LOC725317	NC_037638.1	4632905	4635958	+	3054	6064	7615	4253	3666	4498	6274	5546	6829	4249	5889	6415	4726
gene-LOC552648	NC_037638.1	4635606	4637046	-	1441	1248	1810	1115	1112	1153	1700	1109	1390	928	1251	1352	1019
gene-LOC725418	NC_037638.1	4637295	4638307	-	1013	1929	2862	1856	1589	1770	2598	1742	2156	1491	1899	2158	1733
gene-LOC413950	NC_037638.1	4639082	4643045	+	3964	4310	6192	3512	3515	3690	5749	4059	4886	2613	3737	4455	3061
gene-LOC107963979	NC_037638.1	4645651	4648472	+	2822	29	41	20	11	18	27	19	44	12	20	29	12
gene-LOC102655724	NC_037638.1	4651188	4656512	+	5325	30	44	17	15	21	25	24	35	14	27	34	26
gene-LOC725532	NC_037638.1	4661877	4681455	+	19579	80	191	54	48	38	83	85	139	47	84	110	72
gene-LOC725574	NC_037638.1	4684299	4698440	-	14142	189	299	65	72	72	176	127	275	71	88	148	102
gene-LOC100578104	NC_037638.1	4705147	4708759	+	3613	6	22	2	5	2	17	9	11	4	4	10	10
gene-LOC100578131	NC_037638.1	4714062	4715257	+	1196	18	35	15	12	24	35	12	24	20	18	31	21
gene-LOC552676	NC_037638.1	4718957	4722317	+	3361	7224	10050	6416	6335	6514	9434	6495	8242	5631	7194	8227	6090
gene-LOC412511	NC_037638.1	4722480	4727235	-	4756	11160	16832	8366	8257	8195	14610	8871	11159	5817	8773	10222	7687
gene-LOC100578247	NC_037638.1	4728015	4730432	-	2418	80	96	35	54	62	63	33	60	40	51	98	62
gene-LOC113218578	NC_037638.1	4730496	4732211	-	1716	84	95	51	65	59	76	49	58	48	48	82	49
gene-LOC725720	NC_037638.1	4733384	4745332	+	11949	464	675	238	292	333	342	325	465	310	354	484	460
gene-LOC102656395	NC_037638.1	4746833	4749201	+	2369	53	94	33	50	44	64	58	80	29	57	75	72
gene-LOC725745	NC_037638.1	4749333	4751482	-	2150	6412	8368	4901	4691	5264	7127	5647	7091	4761	5880	6988	5236
gene-LOC113219256	NC_037638.1	4752334	4753718	-	1385	1535	2906	1667	1865	1771	2774	1261	1795	1147	1416	1891	1494
gene-LOC725841	NC_037638.1	4755403	4763814	-	8412	740	1423	841	774	805	1211	799	1103	632	595	772	609
gene-LOC412141	NC_037638.1	4763774	4766067	+	2294	7687	10725	6839	6690	6481	9131	7003	8189	5315	7158	7529	5950
gene-LOC102656812	NC_037638.1	4765867	4775517	-	9651	859	1224	823	947	844	1477	663	860	551	735	988	600
gene-LOC551819	NC_037638.1	4768132	4770807	-	2676	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC727479	NC_037638.1	4772208	4786681	+	14474	12531	18966	10609	10707	9388	15022	12751	12263	6479	10118	9456	8552
gene-LOC413303	NC_037638.1	4790105	4804716	+	14612	2325	3714	1553	1646	1644	2594	2132	2574	1327	1954	2249	2167
gene-LOC551443	NC_037638.1	4805535	4815895	-	10361	2946	4410	2802	2848	2538	4464	2669	2988	1961	2688	3461	2366
gene-LOC551411	NC_037638.1	4810352	4811580	+	1229	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC550789	NC_037638.1	4813976	4815393	+	1418	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC725816	NC_037638.1	4815800	4817252	+	1453	3410	4705	2874	2861	3084	4175	2947	3714	2530	3128	3720	2840
gene-LOC412282	NC_037638.1	4817841	4823197	-	5357	10022	15012	8756	9040	9311	14399	9691	12012	6438	8923	10929	8014
gene-LOC550903	NC_037638.1	4825154	4827974	-	2821	5756	8572	5287	5365	5381	8125	5284	6452	4131	5186	6296	4665
gene-LOC408616	NC_037638.1	4829148	5010980	-	181833	10041	16548	7004	6995	7999	11848	9127	11721	6649	9041	10875	7761
gene-LOC102654549	NC_037638.1	4835928	4836289	+	362	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102654478	NC_037638.1	4911881	4914291	+	2411	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102654454	NC_037638.1	4918398	4922731	+	4334	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219397	NC_037638.1	4929985	4932297	+	2313	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102654413	NC_037638.1	4932971	4934391	+	1421	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102654358	NC_037638.1	4935208	4943198	+	7991	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100577822	NC_037638.1	4952466	4964093	+	11628	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102654894	NC_037638.1	5018112	5022360	+	4249	361	485	233	234	264	425	262	305	157	247	294	238
gene-LOC113218819	NC_037638.1	5025266	5027986	+	2721	4150	5638	2847	2933	3220	5129	3843	4496	2012	3237	3898	2832
gene-LOC410754	NC_037638.1	5028705	5031269	-	2565	2363	3470	1360	1483	1738	2688	2378	2662	831	1514	1664	1338
gene-LOC551383	NC_037638.1	5031404	5033046	-	1643	2949	4194	2708	2704	2636	4408	2530	3197	2130	2843	3561	2332
gene-LOC552743	NC_037638.1	5033451	5034493	-	1043	1224	1589	1027	1044	1010	1414	1026	1210	884	1099	1252	932
gene-LOC107965891	NC_037638.1	5034680	5035325	-	646	268	427	244	294	259	398	210	241	231	254	290	240
gene-LOC409517	NC_037638.1	5036235	5039807	+	3573	22114	29184	18718	18898	19279	27330	20032	24075	14171	20483	22126	18399
gene-LOC412528	NC_037638.1	5041799	5054261	-	12463	4269	7479	2581	2300	2565	4428	3002	5925	2308	3516	4533	3106
gene-LOC408615	NC_037638.1	5056876	5060346	-	3471	5758	8389	4975	4718	4955	7684	5082	6293	3889	5440	6367	4469
gene-LOC551202	NC_037638.1	5060623	5062637	-	2015	3376	4802	3087	2931	2984	4602	2849	3319	2202	2891	3400	2659
gene-LOC410753	NC_037638.1	5062843	5064377	+	1535	2928	3928	2135	1875	2441	3342	2954	3469	2389	3044	3681	2508
gene-LOC408614	NC_037638.1	5064873	5068039	-	3167	29323	38394	25717	24988	26193	35503	27603	31578	21569	28040	30202	25194
gene-LOC100578445	NC_037638.1	5071914	5077640	+	5727	5097	8180	3429	3124	4043	6295	4865	7143	3734	4864	6354	4086
gene-LOC410752	NC_037638.1	5079755	5087805	+	8051	1217	2731	405	526	624	918	1326	1580	487	757	843	796
gene-LOC410751	NC_037638.1	5098507	5104375	+	5869	100	183	105	66	71	140	68	113	64	83	89	83
gene-Syt1	NC_037638.1	5110754	5135245	-	24492	18852	38970	13787	12026	14395	18310	14078	30016	14638	18464	21566	15976
gene-LOC107964984	NC_037638.1	5114774	5117587	+	2814	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100577782	NC_037638.1	5126907	5128229	+	1323	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102655057	NC_037638.1	5138186	5140045	+	1860	75	95	51	84	66	124	55	75	37	57	72	59
gene-LOC412523	NC_037638.1	5140294	5141678	+	1385	845	1311	520	509	537	987	804	948	423	712	765	527
gene-LOC726298	NC_037638.1	5148614	5200368	-	51755	949	1955	473	489	583	696	850	1319	707	769	969	736
gene-LOC113218896	NC_037638.1	5168417	5172731	+	4315	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100577655	NC_037638.1	5204201	5207419	-	3219	135	249	144	155	126	189	75	144	68	147	117	137
gene-LOC102654581	NC_037638.1	5211503	5215605	-	4103	53	288	156	210	135	386	16	9	20	39	43	6
gene-LOC107966071	NC_037638.1	5219147	5222539	-	3393	198	269	138	115	108	210	137	157	80	117	191	141
gene-LOC413735	NC_037638.1	5227396	5232081	-	4686	3486	4847	3163	3181	3206	4583	3132	3821	2544	3245	3717	2758
gene-LOC726221	NC_037638.1	5229887	5231017	+	1131	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC410043	NC_037638.1	5231520	5238005	+	6486	18718	26223	12315	11441	11472	18168	16636	18583	9088	14142	15052	12760
gene-LOC409468	NC_037638.1	5243026	5311087	+	68062	10261	16573	7159	6163	7079	9880	8599	13278	7362	10109	11980	9341
gene-LOC102653866	NC_037638.1	5255738	5306615	-	50878	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC726449	NC_037638.1	5312656	5313472	-	817	692	1049	598	616	616	968	630	774	492	650	736	573
gene-LOC552636	NC_037638.1	5314561	5321069	+	6509	5186	6794	4134	3945	4532	5452	5383	5613	3020	4160	4793	4159
gene-LOC726088	NC_037638.1	5322271	5326073	+	3803	29606	39646	25455	25273	26056	35055	29338	33097	21263	28740	30806	24107
gene-LOC412397	NC_037638.1	5327536	5331038	-	3503	10977	14748	8044	8223	7798	11644	9853	10408	5354	8516	8422	7189
gene-Dat	NC_037638.1	5335036	5350924	-	15889	1016	1837	638	491	635	1121	863	1243	419	787	1115	735
gene-LOC100578115	NC_037638.1	5344736	5346635	+	1900	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC409417	NC_037638.1	5352296	5356182	+	3887	27097	36575	22931	24381	24771	33435	25100	30404	17613	24659	28199	20928
gene-Hsc70-4	NC_037638.1	5356800	5361132	-	4333	144993	168404	89693	90047	94281	169395	105456	145190	77605	99807	129359	100682
gene-LOC727596	NC_037638.1	5362636	5365418	+	2783	4173	6163	3971	4252	4222	6294	3763	4944	3045	3712	4856	3596
gene-Fabp	NC_037638.1	5372582	5374100	+	1519	27027	29929	22638	21971	21601	23979	25107	25478	21943	24775	26295	22860
gene-LOC724192	NC_037638.1	5376302	5447771	-	71470	15762	30543	12478	10363	10951	18572	11717	21113	11011	15440	19669	14095
gene-LOC100577977	NC_037638.1	5393232	5429185	+	35954	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964644	NC_037638.1	5404388	5405554	-	1167	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102656214	NC_037638.1	5432618	5435440	+	2823	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC410034	NC_037638.1	5441213	5446737	+	5525	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC724280	NC_037638.1	5448356	5449521	-	1166	2070	2743	1779	1714	1784	2502	1676	2179	1590	2018	2093	1708
gene-LOC410033	NC_037638.1	5450414	5452709	+	2296	5985	8065	4811	4745	5045	7634	5536	6226	3819	5322	6322	4585
gene-LOC724327	NC_037638.1	5452891	5457404	-	4514	1668	2468	1591	1522	1597	2604	1492	1791	1156	1548	1804	1443
gene-Trxr-1	NC_037638.1	5454493	5460515	+	6023	18073	23526	14063	13775	14963	20233	17816	20021	12552	17559	18187	14893
gene-LOC102655811	NC_037638.1	5460826	5461954	-	1129	12	39	16	8	30	61	37	44	8	36	21	26
gene-LOC413693	NC_037638.1	5462433	5470365	+	7933	384	635	429	357	436	883	321	519	396	453	537	420
gene-LOC100576321	NC_037638.1	5471157	5479441	-	8285	2250	4053	1082	1045	1174	1841	1831	2612	1154	1680	1876	1397
gene-LOC411794	NC_037638.1	5480633	5485713	+	5081	5213	8023	3094	2745	2848	5502	3778	5719	2637	4143	5116	3299
gene-LOC412190	NC_037638.1	5487376	5489804	-	2429	4296	6807	4038	4038	4144	6587	3947	5057	3200	4299	4989	3754
gene-LOC102655540	NC_037638.1	5490627	5491250	+	624	3529	4753	2752	3037	3021	4151	3056	3675	2177	2988	3532	2626
gene-LOC412189	NC_037638.1	5491644	5492776	+	1133	7497	10071	6736	6782	6965	9337	6644	8228	5830	7313	8344	6221
gene-LOC409383	NC_037638.1	5492939	5623545	-	130607	5843	11596	4308	4427	4190	6147	5121	7416	4052	6314	6903	5281
gene-LOC102655045	NC_037638.1	5536689	5537781	+	1093	0	0	0	0	0	0	0	0	0	0	0	0
gene-Mir307	NC_037638.1	5547003	5547135	-	133	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964624	NC_037638.1	5568128	5568931	-	804	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219263	NC_037638.1	5595982	5597388	-	1407	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102655229	NC_037638.1	5597484	5600149	-	2666	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964619	NC_037638.1	5603339	5611573	-	8235	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102655391	NC_037638.1	5606928	5609698	+	2771	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102655431	NC_037638.1	5611634	5613472	+	1839	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC551556	NC_037638.1	5625007	5626665	-	1659	629	918	710	394	650	818	638	906	626	990	928	542
gene-LOC409053	NC_037638.1	5631807	5645626	-	13820	15081	28660	10102	9795	10619	15843	13012	19187	9649	13676	15444	11287
gene-LOC411408	NC_037638.1	5647180	5649218	+	2039	8884	12959	7205	7359	7707	10827	8629	10046	6366	8917	9219	7467
gene-LOC107964618	NC_037638.1	5649495	5650852	-	1358	421	592	268	246	310	467	490	515	356	434	503	346
gene-LOC411407	NC_037638.1	5651372	5653428	-	2057	3649	6117	3850	3596	3663	5697	3485	4008	2501	3362	3925	2988
gene-LOC411406	NC_037638.1	5655214	5658592	+	3379	297	576	246	255	345	383	218	282	190	350	339	260
gene-LOC107964596	NC_037638.1	5658637	5660175	-	1539	32	45	11	18	26	23	27	29	25	25	22	22
gene-LOC100576547	NC_037638.1	5660398	5680679	-	20282	649	978	319	365	433	424	611	648	357	606	549	483
gene-LOC107964593	NC_037638.1	5681375	5689326	+	7952	13	12	3	3	5	9	10	10	10	11	12	6
gene-LOC411405	NC_037638.1	5682479	5689722	-	7244	38	63	22	37	36	49	46	44	22	48	47	44
gene-LOC413346	NC_037638.1	5691449	5701789	-	10341	321	428	132	162	240	187	228	379	123	273	264	359
gene-LOC551761	NC_037638.1	5703780	5711097	-	7318	203	262	85	129	217	136	530	108	87	92	107	118
gene-LOC100576126	NC_037638.1	5713486	5721439	-	7954	5	20	5	6	5	10	0	7	5	9	15	8
gene-LOC113219420	NC_037638.1	5715298	5715461	-	164	0	0	0	0	0	0	0	0	0	0	0	0
gene-Or2	NC_037638.1	5723757	5749095	+	25339	980	1872	569	745	906	1352	742	1233	634	813	1493	897
gene-LOC725345	NC_037638.1	5760411	5769351	+	8941	2090	3231	1264	1183	1282	2257	1722	2363	958	1589	2036	1473
gene-Pcl	NC_037638.1	5770228	5774005	+	3778	936	1357	773	761	783	1184	767	989	655	873	1020	714
gene-Rnft2	NC_037638.1	5774336	5776273	+	1938	610	845	514	482	492	733	492	559	288	420	550	442
gene-LOC725419	NC_037638.1	5775003	5778688	-	3686	6204	8930	4964	4829	5415	7670	5286	6917	4065	5779	6895	5013
gene-LOC725455	NC_037638.1	5779104	5783161	+	4058	1305	1746	1272	1321	1132	1698	1191	1400	872	1275	1203	1120
gene-LOC550785	NC_037638.1	5783720	5803425	+	19706	186837	211580	124685	115593	133817	193752	141726	181984	107009	149697	172247	136674
gene-LOC102653822	NC_037638.1	5796270	5798061	-	1792	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100576291	NC_037638.1	5806791	5967005	+	160215	5778	15197	2891	3354	3208	3988	5867	8646	4605	6031	6209	4232
gene-LOC100578458	NC_037638.1	5878018	5884965	+	6948	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102656923	NC_037638.1	5930006	5936559	-	6554	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC411600	NC_037638.1	5969646	5976486	+	6841	5616	10271	3158	2607	3283	5839	4493	7392	2511	4125	5013	3574
gene-LOC725606	NC_037638.1	5976954	5981354	-	4401	1228	1867	1033	944	1036	1591	1008	1444	864	1214	1506	971
gene-LOC113218708	NC_037638.1	5977451	5979275	+	1825	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC410749	NC_037638.1	5984968	5989974	+	5007	4143	6584	3491	3173	3665	5360	3430	4708	2613	3799	4475	3313
gene-LOC725682	NC_037638.1	5990184	6005325	-	15142	1275	2167	1124	933	997	1869	916	1454	752	1162	1307	1009
gene-LOC100578378	NC_037638.1	5994953	5997075	+	2123	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC725746	NC_037638.1	6017412	6018397	-	986	2714	3420	1598	1932	1935	2709	2371	2706	1026	1830	2056	1542
gene-LOC552038	NC_037638.1	6019689	6021000	+	1312	2152	3108	1886	1678	1898	2881	2100	2535	1284	1965	2275	1576
gene-LOC412287	NC_037638.1	6024805	6027394	+	2590	10023	9415	6480	8831	7634	15961	7281	8581	6226	7786	9158	7183
gene-LOC552316	NC_037638.1	6028409	6031113	+	2705	6385	8756	4979	4897	4939	6754	5842	7643	4134	5740	6303	5224
gene-LOC552294	NC_037638.1	6031514	6040126	-	8613	15929	26385	11696	13555	12809	17117	14679	17045	12186	14931	15601	11929
gene-LOC411372	NC_037638.1	6041176	6043874	+	2699	3592	5553	3245	2977	3246	4746	3384	4094	2623	3387	3925	2947
gene-LOC725920	NC_037638.1	6043711	6056047	-	12337	1757	2516	1565	1497	1456	2337	1506	1535	947	1521	1683	1128
gene-LOC725945	NC_037638.1	6056828	6058693	+	1866	21	23	12	6	14	21	23	29	16	21	31	17
gene-LOC552206	NC_037638.1	6059121	6064716	+	5596	2141	4647	1081	959	962	1831	1612	2864	775	1333	1418	1086
gene-LOC552187	NC_037638.1	6068967	6079055	+	10089	964	1988	532	519	539	867	873	1157	541	858	918	663
gene-LOC113219400	NC_037638.1	6085598	6088917	+	3320	59	147	45	51	64	68	69	84	61	82	75	53
gene-LOC102655490	NC_037638.1	6096279	6097552	-	1274	137	284	116	145	120	176	88	119	104	154	171	115
gene-LOC100578285	NC_037638.1	6098677	6102303	+	3627	110	184	71	97	76	158	73	68	67	79	101	79
gene-LOC113219388	NC_037638.1	6103468	6120931	+	17464	179	483	76	91	100	125	151	185	124	177	172	132
gene-LOC100577585	NC_037638.1	6125693	6132159	-	6467	319	533	148	176	139	270	187	236	220	268	254	173
gene-LOC409807	NC_037638.1	6136334	6234698	+	98365	1337	2024	760	794	698	1371	860	1085	826	1111	902	636
gene-LOC100578978	NC_037638.1	6157029	6165553	-	8525	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964341	NC_037638.1	6162977	6168315	+	5339	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100579018	NC_037638.1	6167472	6173360	-	5889	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC726119	NC_037638.1	6178108	6227750	-	49643	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219389	NC_037638.1	6194473	6196729	+	2257	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC107964337	NC_037638.1	6227962	6231220	-	3259	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC503505	NC_037638.1	6234443	6275806	+	41364	102258	131311	67835	60173	65303	104520	77406	104488	58995	82102	86939	74948
gene-LOC107964344	NC_037638.1	6257235	6258825	+	1591	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102656044	NC_037638.1	6259485	6262159	-	2675	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219390	NC_037638.1	6270182	6272115	-	1934	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219391	NC_037638.1	6273927	6274937	-	1011	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC552117	NC_037638.1	6276984	6279398	+	2415	5088	7316	4402	4373	4516	6453	4915	5722	3541	4942	5548	4100
gene-LOC412103	NC_037638.1	6279885	6287047	-	7163	8233	13892	5823	5522	6062	10052	6518	9904	4227	6439	8361	6081
gene-LOC100576164	NC_037638.1	6294132	6297616	+	3485	432	705	347	289	322	520	390	456	364	420	536	326
gene-LOC100576139	NC_037638.1	6297535	6299184	-	1650	452	731	266	182	289	485	418	473	258	354	472	277
gene-LOC414021	NC_037638.1	6299719	6383288	+	83570	10584	18154	5248	5411	6100	8791	9574	12688	5678	8547	9986	6610
gene-LOC102654917	NC_037638.1	6300717	6303236	+	2520	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100579059	NC_037638.1	6307742	6317283	-	9542	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102654976	NC_037638.1	6319178	6320256	-	1079	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219329	NC_037638.1	6321531	6323102	-	1572	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102655032	NC_037638.1	6333160	6337112	-	3953	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113219344	NC_037638.1	6367908	6369683	-	1776	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC102655155	NC_037638.1	6376475	6377870	-	1396	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC414022	NC_037638.1	6386706	6406227	+	19522	16626	26062	10637	9541	9962	17113	12517	18241	9026	13429	17044	11484
gene-LOC725040	NC_037638.1	6406199	6407647	-	1449	2369	3677	2114	1864	2013	2997	2133	2520	1572	2164	2553	1997
gene-LOC410070	NC_037638.1	6409587	6421393	+	11807	10173	15717	6225	6601	7741	12375	10094	11896	4830	7304	8925	6368
gene-LOC410071	NC_037638.1	6424448	6426415	+	1968	22333	25593	14227	13740	15997	16953	20588	23062	16851	19277	21470	17655
gene-Grd	NC_037638.1	6428662	6469994	-	41333	3275	4615	2022	1991	2402	3508	2331	3511	1424	2331	2941	2222
gene-LOC113218825	NC_037638.1	6437235	6439681	+	2447	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100577039	NC_037638.1	6454293	6459856	+	5564	0	0	0	0	0	0	0	0	0	0	0	0
