# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/zootermopsis_nevadensis_genome/GCA_000696155.1_ZooNev1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR3139733_dupsRemoved.bam" "SRR3139734_dupsRemoved.bam" "SRR3139735_dupsRemoved.bam" "SRR3139736_dupsRemoved.bam" "SRR3139737_dupsRemoved.bam" "SRR3139738_dupsRemoved.bam" "SRR3139739_dupsRemoved.bam" "SRR3139740_dupsRemoved.bam" "SRR3139741_dupsRemoved.bam" "SRR3139742_dupsRemoved.bam" "SRR3139743_dupsRemoved.bam" "SRR3139744_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3139733_dupsRemoved.bam	SRR3139734_dupsRemoved.bam	SRR3139735_dupsRemoved.bam	SRR3139736_dupsRemoved.bam	SRR3139737_dupsRemoved.bam	SRR3139738_dupsRemoved.bam	SRR3139739_dupsRemoved.bam	SRR3139740_dupsRemoved.bam	SRR3139741_dupsRemoved.bam	SRR3139742_dupsRemoved.bam	SRR3139743_dupsRemoved.bam	SRR3139744_dupsRemoved.bam
gene263	KK852421.1	19728	22207	-	2480	4851	2583	3361	1058	2323	4255	3738	1489	1010	1444	1509	4199
gene264	KK852421.1	39169	42605	-	3437	83	35	37	31	60	56	56	42	24	45	1990	36
gene265	KK852421.1	54817	55887	-	1071	10	4	6	2	0	5	5	1	4	12	15	2
gene266	KK852421.1	59275	63036	-	3762	34	14	14	32	17	12	16	4	22	257	7	3
gene267	KK852421.1	64161	82723	+	18563	1169	337	840	299	296	801	724	221	448	471	239	437
gene268	KK852421.1	101906	117411	+	15506	908	296	929	182	152	828	645	235	362	652	205	394
gene269	KK852421.1	135156	174383	+	39228	2227	1070	1566	1792	1648	1984	1817	1995	998	2802	1907	1797
gene270	KK852421.1	139235	140535	-	1301	0	0	0	0	0	0	0	0	0	0	0	0
gene271	KK852421.1	182047	184978	+	2932	436	137	212	247	351	170	300	284	188	261	241	180
gene272	KK852421.1	186901	194656	+	7756	1741	621	1172	837	907	1053	1367	622	639	1513	1339	1022
gene273	KK852421.1	197482	224918	+	27437	5366	2690	7288	3346	3085	8398	1460	393	912	1741	1395	1433
gene274	KK852421.1	230962	239115	+	8154	341	113	343	116	135	337	144	25	95	145	84	98
gene275	KK852421.1	248026	271866	+	23841	5088	2183	4982	2252	2790	5567	3277	984	1666	3176	2883	3080
gene276	KK852421.1	276199	284221	+	8023	3088	1350	2605	525	578	2480	3183	1778	937	1352	235	2365
gene277	KK852421.1	289082	290947	-	1866	1168	347	797	339	514	651	741	278	411	238	378	431
gene278	KK852421.1	304164	311876	+	7713	2442	699	1770	752	1101	1602	1579	523	906	1063	926	1115
gene279	KK852421.1	323446	329834	+	6389	370	164	270	220	289	328	232	155	110	276	155	239
gene280	KK852421.1	337260	350771	+	13512	459	194	656	186	254	773	292	92	159	417	244	234
gene281	KK852421.1	358109	365876	+	7768	1443	344	1016	322	440	723	988	378	580	532	632	659
gene282	KK852421.1	373408	374349	-	942	166	65	121	73	130	171	119	54	41	112	98	119
gene283	KK852421.1	379352	380839	-	1488	332	48	255	61	81	166	201	33	97	85	67	92
gene284	KK852421.1	387880	389601	-	1722	387	103	280	82	97	241	267	34	117	107	313	116
gene285	KK852421.1	393898	407631	-	13734	2106	657	1340	1093	1597	1061	1090	736	823	744	867	699
gene286	KK852421.1	412282	415330	+	3049	2	3	3	1	0	1	1	0	0	4	0	1
gene287	KK852421.1	450933	452642	+	1710	31635	11847	17896	9910	11977	14476	24746	16311	13265	13483	21885	18972
gene288	KK852421.1	454386	461173	+	6788	429	160	323	257	317	336	388	232	138	314	333	406
gene289	KK852421.1	465606	476479	-	10874	370	176	358	241	190	365	263	206	175	383	240	265
gene290	KK852421.1	465737	470996	+	5260	0	0	0	0	0	0	0	0	0	0	0	0
gene291	KK852421.1	483646	485175	-	1530	7155	3397	5273	665	604	6435	4642	678	1044	717	77	4678
gene292	KK852421.1	502184	505869	-	3686	248	121	270	29	36	341	239	30	58	85	164	286
gene293	KK852421.1	506815	516545	+	9731	915	233	648	435	526	550	839	275	441	894	585	548
gene294	KK852421.1	559461	559640	+	180	1	1	2	0	1	0	0	0	0	0	0	1
gene295	KK852421.1	576276	584586	+	8311	653	114	392	53	49	287	536	117	424	373	266	199
gene296	KK852421.1	590702	600933	-	10232	82	44	78	22	20	94	57	26	26	55	44	86
gene297	KK852421.1	629767	633854	-	4088	958	345	557	577	786	558	564	621	386	467	546	504
gene298	KK852421.1	638565	638870	+	306	590	225	268	533	627	276	226	320	180	221	113	185
gene299	KK852421.1	640442	645763	-	5322	326	80	182	116	151	136	298	359	155	221	630	251
gene300	KK852421.1	647102	654856	+	7755	1343	445	839	811	754	832	896	691	619	1035	1239	676
gene301	KK852421.1	656753	664297	+	7545	326	101	304	121	144	283	216	163	113	205	52	216
gene302	KK852421.1	678030	702654	+	24625	375	223	519	348	354	611	266	188	228	903	155	428
gene303	KK852422.1	38983	48974	+	9992	126	46	84	31	24	88	199	21	56	61	188	261
gene304	KK852422.1	53999	71805	+	17807	2231	779	1658	1526	1350	1685	1681	1282	1185	1996	1562	1035
gene305	KK852422.1	92149	144773	-	52625	440	196	667	247	333	981	248	133	141	380	259	262
gene306	KK852422.1	156256	158407	+	2152	610	237	514	260	399	449	479	264	197	281	427	533
gene307	KK852422.1	167049	189567	-	22519	589	296	651	551	612	896	389	159	176	395	184	343
gene308	KK852422.1	201162	211531	+	10370	245	116	328	150	162	489	89	110	76	117	192	105
gene309	KK852422.1	238795	253515	+	14721	362	20	143	15	29	37	195	22	167	37	11	18
gene310	KK852422.1	257137	266115	+	8979	196	32	216	32	56	178	123	46	94	72	59	55
gene311	KK852422.1	285502	296953	+	11452	3625	1370	3597	1575	1677	4194	4609	1240	1221	2483	2264	4740
gene312	KK852422.1	305739	306830	-	1092	741	250	638	224	280	646	553	182	195	239	609	534
gene313	KK852422.1	307431	325904	+	18474	1833	953	1713	768	794	2112	861	264	353	551	710	953
gene314	KK852423.1	14246	25919	-	11674	10836	1644	6789	1862	1456	3683	6465	1541	4930	993	976	1632
gene315	KK852423.1	51057	52572	+	1516	27	10	18	18	5	30	9	7	14	1	2	2
gene316	KK852423.1	113627	117958	+	4332	1331	426	862	424	554	790	1092	589	503	617	621	965
gene317	KK852423.1	142862	163345	+	20484	507	141	511	176	206	455	322	121	256	292	228	189
gene318	KK852423.1	171640	178155	+	6516	255	115	159	129	135	207	263	231	109	275	150	361
gene319	KK852423.1	181077	192660	+	11584	939	185	731	194	165	539	691	106	466	521	292	234
gene320	KK852423.1	200174	203273	+	3100	189	127	215	148	214	192	131	128	70	214	156	202
gene321	KK852423.1	210818	215431	-	4614	1360	114	664	199	375	208	900	244	819	232	201	172
gene322	KK852423.1	247393	251345	+	3953	22	10	53	15	6	54	32	7	20	20	38	21
gene323	KK852423.1	265051	265245	+	195	0	0	1	3	2	1	2	1	0	0	0	2
gene324	KK852423.1	321099	399138	+	78040	1209	538	2279	355	394	2406	759	441	407	739	1290	1099
gene325	KK852423.1	325240	325557	-	318	0	0	0	0	0	0	0	0	0	0	0	0
gene326	KK852423.1	411035	423957	+	12923	337	170	751	220	172	989	387	141	241	650	640	521
gene327	KK852423.1	438400	440992	-	2593	1481	627	795	868	1210	910	945	1290	505	792	779	916
gene328	KK852423.1	446314	448187	+	1874	411	149	359	145	160	389	255	92	117	144	220	234
gene329	KK852423.1	461998	464291	+	2294	101	9	56	11	15	39	57	7	51	11	6	8
gene330	KK852423.1	466168	467091	-	924	14	3	6	5	8	5	12	5	2	16	1	7
gene331	KK852423.1	635609	636087	-	479	0	5	6	1	7	7	0	0	2	0	1	4
gene332	KK852423.1	689829	690056	+	228	2	1	1	0	4	5	0	0	1	0	0	0
gene333	KK852423.1	712050	733473	+	21424	142	13	106	9	22	66	131	11	87	24	15	24
gene334	KK852423.1	750719	753425	+	2707	39	3	16	7	4	6	21	5	22	8	1	3
gene335	KK852423.1	763468	764118	+	651	171	3	73	3	11	18	122	14	98	6	1	5
gene336	KK852423.1	800427	809118	+	8692	5534	2651	3509	2717	3842	3836	4694	4743	1536	3170	3442	4383
gene337	KK852423.1	812239	814224	-	1986	326	90	239	120	175	201	258	140	122	136	124	145
gene338	KK852423.1	815051	836085	+	21035	1871	859	1641	1235	1622	1740	1420	1071	651	3078	1015	2159
gene339	KK852423.1	906730	907271	+	542	119	7	60	0	1	11	90	3	57	2	2	7
gene340	KK852423.1	955789	956200	+	412	0	0	0	0	0	1	0	0	0	2	0	1
gene341	KK852423.1	969932	988621	+	18690	142	23	89	4	28	35	117	34	79	37	25	34
gene342	KK852423.1	1002166	1007204	+	5039	553	30	240	12	34	29	404	40	256	15	18	30
gene343	KK852423.1	1059582	1060847	+	1266	10	4	3	0	0	5	8	4	8	6	2	6
gene344	KK852423.1	1061143	1061563	+	421	5	0	3	0	0	1	4	3	1	1	1	6
gene345	KK852423.1	1179938	1188638	-	8701	12	9	18	6	14	16	9	2	4	9	9	13
gene346	KK852424.1	23959	24588	-	630	48	5	46	5	9	33	27	3	16	11	221	7
gene347	KK852424.1	140215	144324	-	4110	1649	449	1101	513	703	948	1126	432	679	428	567	564
gene348	KK852424.1	151053	187722	-	36670	1419	628	1587	659	653	1859	1020	489	579	1163	921	800
gene349	KK852424.1	197475	217653	-	20179	655	274	969	281	359	1041	356	55	241	634	314	289
gene350	KK852424.1	221019	223938	+	2920	316	30	167	28	28	32	154	25	140	55	15	14
gene351	KK852424.1	226205	228041	-	1837	519	151	304	287	317	267	343	195	188	308	265	250
gene352	KK852424.1	233630	242533	+	8904	1926	580	1024	1127	763	879	1371	801	1223	1723	763	685
gene353	KK852424.1	244410	249811	-	5402	4143	1727	2773	1790	2504	2869	3112	2191	1358	2444	2532	2911
gene354	KK852424.1	250621	254176	+	3556	212	48	279	25	45	271	135	11	69	73	48	59
gene355	KK852424.1	267159	285361	-	18203	429	189	517	146	125	552	204	49	124	322	203	128
gene356	KK852424.1	307074	313294	-	6221	2760	960	1504	1716	2129	1500	1858	1765	1162	1902	1666	1681
gene357	KK852424.1	338905	360020	+	21116	3070	1018	2118	1484	1565	1727	2105	1106	1309	1920	1120	1222
gene358	KK852424.1	362287	367856	-	5570	3426	1851	2618	1056	1203	3203	2337	1087	505	1579	1229	2782
gene359	KK852424.1	380129	385754	-	5626	4308	1480	2394	1937	2248	2345	2587	1597	1437	1781	1405	1718
gene360	KK852424.1	390073	392920	+	2848	486	214	366	366	362	346	310	252	181	352	282	309
gene361	KK852424.1	402260	410765	+	8506	130	35	236	28	44	255	90	19	97	70	40	44
gene362	KK852424.1	423868	431284	+	7417	2993	1021	2143	1534	1790	1930	2127	1296	1018	1713	1887	1896
gene363	KK852424.1	435277	438129	-	2853	1205	581	646	985	1061	758	1021	1640	574	1087	623	730
gene364	KK852424.1	439605	450150	-	10546	34	11	22	16	18	43	24	7	20	39	59	12
gene365	KK852424.1	452872	455562	+	2691	667	265	435	499	526	433	396	458	296	722	384	463
gene366	KK852424.1	458029	459917	-	1889	448	140	280	133	203	247	424	214	209	231	381	334
gene367	KK852424.1	460659	467347	+	6689	531	224	366	335	440	363	331	256	211	396	235	308
gene368	KK852424.1	471009	487605	-	16597	1435	582	1022	477	527	1408	1996	647	455	634	4179	1903
gene369	KK852424.1	488745	505316	-	16572	445	187	309	430	524	325	332	455	171	438	383	333
gene370	KK852424.1	506018	539833	+	33816	1728	685	2175	710	916	2445	1062	272	611	1461	1176	1054
gene371	KK852424.1	554644	554949	-	306	1	0	4	0	0	6	3	0	2	1	1	0
gene372	KK852424.1	554861	560264	+	5404	45	5	92	1	5	104	36	13	52	28	8	7
gene373	KK852424.1	663241	720948	+	57708	474	69	532	90	80	294	369	99	289	250	149	142
gene374	KK852424.1	725721	729524	+	3804	105	30	101	18	35	125	71	13	31	45	59	39
gene375	KK852424.1	740063	747178	+	7116	1217	391	741	396	591	832	768	241	440	434	456	528
gene376	KK852424.1	753485	754626	-	1142	165	77	105	158	149	124	92	185	86	334	108	104
gene377	KK852424.1	793052	795018	-	1967	2098	602	1065	1250	1470	869	1435	1391	987	800	703	1029
gene378	KK852424.1	796450	797255	+	806	302	79	209	145	214	226	149	41	106	122	114	108
gene379	KK852424.1	804855	813781	+	8927	2748	741	1506	1167	1684	1151	2656	1556	1402	1587	918	1672
gene380	KK852424.1	815864	817002	-	1139	1203	240	591	355	516	345	945	808	673	599	479	535
gene381	KK852424.1	817392	825203	+	7812	1144	352	853	400	535	860	784	339	414	580	638	648
gene382	KK852424.1	827954	829582	+	1629	1048	302	763	399	592	632	654	418	443	263	284	327
gene383	KK852424.1	831461	836425	-	4965	3498	1578	2066	3246	4509	2949	1520	1775	707	1596	1326	1680
gene384	KK852424.1	836790	845204	+	8415	2402	668	1418	1339	1590	1158	1604	1273	1046	1688	1036	1047
gene385	KK852424.1	845614	848701	-	3088	639	79	304	221	232	133	458	314	437	378	154	139
gene386	KK852424.1	850853	855046	-	4194	969	329	663	483	565	700	750	702	359	691	973	871
gene387	KK852424.1	851046	851836	+	791	0	0	0	0	0	0	0	0	0	0	0	0
gene388	KK852424.1	861105	872341	+	11237	1981	448	1491	508	861	1141	1387	356	753	598	536	669
gene389	KK852424.1	891644	939132	+	47489	607	111	436	107	129	288	294	50	194	152	172	70
gene390	KK852424.1	945769	953354	+	7586	922	177	425	233	330	371	594	268	354	298	158	271
gene391	KK852424.1	953001	954173	-	1173	91	54	54	15	11	158	94	37	12	13	6	95
gene392	KK852424.1	969532	974050	+	4519	3255	866	1613	1938	1071	1275	1465	3033	867	2704	116	1048
gene393	KK852424.1	982987	986989	+	4003	3759	967	2229	1150	1436	1778	2592	570	1370	342	702	925
gene394	KK852424.1	995131	998534	+	3404	1474	849	735	1141	940	959	2498	1944	529	1247	160	1765
gene395	KK852424.1	1063857	1064195	-	339	0	0	1	1	0	1	0	1	0	1	0	0
gene396	KK852424.1	1079820	1082821	+	3002	579	156	381	281	259	410	280	99	248	376	167	183
gene397	KK852424.1	1085332	1092497	+	7166	1911	510	1074	914	925	954	1221	726	863	1155	468	670
gene398	KK852424.1	1088299	1088601	-	303	0	0	0	0	0	0	0	0	0	0	0	0
gene399	KK852424.1	1114714	1117649	-	2936	590	275	320	150	138	399	425	150	111	96	162	305
gene400	KK852424.1	1166411	1166857	-	447	3	1	1	1	0	0	3	1	0	0	0	1
gene401	KK852424.1	1171100	1173286	-	2187	338	209	137	202	173	193	438	562	78	149	131	271
gene402	KK852424.1	1174032	1174648	-	617	100	44	35	37	34	55	98	92	8	32	44	97
gene403	KK852424.1	1175547	1182817	-	7271	971	852	859	1078	740	969	1244	1646	644	1092	418	910
gene404	KK852424.1	1184297	1189099	-	4803	195	68	127	127	124	164	103	172	62	148	141	140
gene405	KK852424.1	1189711	1200813	+	11103	2087	637	1134	1080	1431	1139	1443	1180	858	1157	1289	1120
gene406	KK852424.1	1194874	1197579	-	2706	0	0	0	0	0	0	0	0	0	0	0	0
gene407	KK852425.1	53502	60195	-	6694	2325	1015	1742	2183	2490	1864	1953	1673	1234	3235	1608	1427
gene408	KK852425.1	65653	79885	-	14233	9587	3917	8001	6707	8884	9172	6473	3519	3535	10723	5284	5817
gene409	KK852425.1	102382	106225	-	3844	267	69	126	203	214	101	193	303	131	287	122	117
gene410	KK852425.1	141270	152717	-	11448	2091	654	1361	610	686	1163	1329	617	703	774	699	848
gene411	KK852425.1	154512	155855	+	1344	219	90	145	143	171	158	209	200	105	357	105	236
gene412	KK852425.1	155345	179380	-	24036	620	251	572	212	237	632	499	133	192	575	194	406
gene413	KK852425.1	184906	191555	+	6650	1219	177	730	341	400	438	770	243	650	567	193	309
gene414	KK852425.1	197501	200682	+	3182	743	164	598	111	104	386	503	61	364	282	254	168
gene415	KK852425.1	204390	206094	-	1705	160	29	102	60	84	99	112	52	93	85	67	58
gene416	KK852425.1	213822	217675	+	3854	1084	317	504	530	738	498	730	696	534	662	433	521
gene417	KK852425.1	217790	221068	-	3279	973	265	539	396	516	465	666	471	399	520	321	451
gene418	KK852425.1	221246	226699	+	5454	1089	406	727	747	935	731	705	756	441	726	539	616
gene419	KK852425.1	231916	232320	+	405	7	3	4	9	3	6	5	2	5	2	1	7
gene420	KK852425.1	296603	311769	-	15167	69255	34104	45843	65353	57509	59897	22557	27048	11683	25054	9716	21703
gene421	KK852425.1	327241	328458	-	1218	792	310	499	280	293	542	516	341	239	378	422	548
gene422	KK852425.1	329590	333492	+	3903	1743	406	960	756	835	706	1218	1103	1101	820	578	827
gene423	KK852425.1	335137	336677	-	1541	743	258	434	378	593	357	444	451	325	296	371	340
gene424	KK852425.1	336583	336944	+	362	63	23	26	45	65	37	38	79	14	62	51	36
gene425	KK852425.1	338453	341969	-	3517	3315	1261	2037	1515	2281	2102	2249	1761	1113	1278	1897	2168
gene426	KK852425.1	374761	431444	+	56684	1604	528	1216	587	743	1254	1024	365	589	1023	638	760
gene427	KK852425.1	444384	510985	-	66602	135	104	150	47	52	344	110	37	170	65	12	114
gene428	KK852425.1	554173	580405	-	26233	2090	683	1427	509	508	1133	1294	1031	410	680	318	665
gene429	KK852425.1	595056	600235	+	5180	2647	1025	1679	1324	1467	1925	1645	1116	900	1209	1770	1494
gene430	KK852425.1	605417	606601	-	1185	791	311	702	505	266	770	688	317	391	681	690	624
gene431	KK852425.1	612359	662376	+	50018	665	249	601	137	134	500	314	62	193	234	164	182
gene432	KK852425.1	664196	664438	-	243	187	66	97	55	59	93	95	40	47	59	34	43
gene433	KK852425.1	705147	744620	+	39474	2860	1134	3120	585	585	3518	1558	477	524	744	4427	1866
gene434	KK852425.1	748993	756946	+	7954	2067	757	1160	1280	1238	1219	1548	1983	771	1749	644	1285
gene435	KK852425.1	757289	764118	-	6830	1975	864	1086	1649	1639	1286	1119	1145	603	1399	1084	1017
gene436	KK852425.1	764670	784198	+	19529	3259	802	2863	686	816	2699	1827	303	1091	1101	913	1089
gene437	KK852425.1	768399	768903	-	505	0	0	0	0	0	0	0	0	0	0	0	0
gene438	KK852425.1	788566	790515	-	1950	1860	815	864	1383	1846	866	1231	1965	736	995	1340	1025
gene439	KK852425.1	791016	800260	+	9245	1219	320	695	466	581	620	811	369	594	512	546	513
gene440	KK852425.1	801619	802529	-	911	2050	887	1146	1616	2172	1319	1079	1619	653	895	1351	1118
gene441	KK852425.1	804927	805352	+	426	679	178	377	225	280	360	500	338	287	314	338	369
gene442	KK852425.1	808124	821371	+	13248	7115	2249	5072	3380	3985	4692	4278	1906	2112	3564	3442	3451
gene443	KK852425.1	824151	826245	-	2095	2709	1115	1626	1898	2151	1559	1954	2698	982	1708	1422	1767
gene444	KK852425.1	828480	867368	+	38889	1831	587	1397	530	529	1365	1251	347	689	952	879	869
gene445	KK852425.1	872774	874961	-	2188	241	139	203	232	125	271	229	300	100	527	165	269
gene446	KK852425.1	879257	884463	+	5207	1115	359	779	295	278	768	621	158	304	305	358	526
gene447	KK852425.1	881760	882525	-	766	0	0	0	0	0	0	0	0	0	0	0	0
gene448	KK852425.1	887202	887979	-	778	311	166	174	310	386	268	202	476	142	294	319	303
gene449	KK852425.1	893558	898048	+	4491	50	23	104	24	28	109	40	10	29	59	36	39
gene450	KK852425.1	898551	900676	+	2126	88	50	156	42	21	173	57	3	48	90	66	61
gene451	KK852425.1	902625	905989	-	3365	17	103	59	173	12	85	16	4	12	399	15	7
gene452	KK852425.1	909420	924304	+	14885	1534	664	1185	1228	981	1343	959	725	697	1608	1008	899
gene453	KK852425.1	941471	950917	-	9447	56	15	57	37	18	31	25	19	17	17	3	12
gene454	KK852426.1	30892	33831	+	2940	0	30	2	25	0	11	0	0	2	79	0	4
gene455	KK852427.1	13679	39614	-	25936	805	345	1245	301	271	1645	493	153	279	653	591	511
gene456	KK852427.1	152213	162516	-	10304	5155	1897	3924	1773	4068	4019	2922	1142	1619	1141	3390	2419
gene457	KK852427.1	217928	222007	-	4080	2779	1039	1628	2110	2323	1539	1482	1138	665	1043	883	1165
gene458	KK852427.1	222764	234093	+	11330	1252	338	795	763	717	784	855	447	569	898	457	538
gene459	KK852427.1	233858	235372	-	1515	132	18	43	75	75	46	76	76	65	68	54	46
gene460	KK852427.1	243115	264194	-	21080	1377	256	1283	259	376	1107	799	105	624	393	421	273
gene461	KK852427.1	268007	272092	-	4086	12392	5547	7494	9860	11616	6650	10598	14724	5623	9584	7032	9038
gene462	KK852427.1	272960	275579	+	2620	122	34	109	60	59	128	70	40	36	67	38	37
gene463	KK852427.1	286911	301322	-	14412	1341	471	1181	540	626	1220	730	160	433	582	428	527
gene464	KK852427.1	303680	311757	-	8078	193	32	114	65	86	74	100	46	73	137	58	38
gene465	KK852427.1	312230	316544	+	4315	508	92	243	128	212	166	413	263	265	326	148	227
gene466	KK852427.1	318969	321652	-	2684	910	286	497	561	543	469	695	707	419	563	483	500
gene467	KK852427.1	344767	365264	-	20498	196	34	253	62	40	329	163	42	138	232	85	75
gene468	KK852427.1	430633	440200	-	9568	50	1	28	1	7	4	22	5	30	6	3	5
gene469	KK852427.1	1268576	1268872	-	297	9	0	7	0	1	1	8	1	8	1	2	0
gene470	KK852427.1	1328225	1332111	+	3887	28	9	10	14	19	8	7	5	9	15	22	9
gene471	KK852427.1	1334317	1345934	-	11618	2424	1096	1529	2192	2612	1665	834	580	456	865	832	925
gene472	KK852427.1	1377495	1387122	-	9628	863	230	1035	161	231	1031	602	73	300	367	352	313
gene473	KK852427.1	1406614	1408622	-	2009	265	102	123	264	327	137	138	230	92	100	105	111
gene474	KK852427.1	1408365	1416900	+	8536	1359	141	645	259	433	315	895	343	747	369	228	279
gene475	KK852427.1	1448490	1450035	+	1546	1933	711	1485	910	1621	1380	1103	269	542	582	690	694
gene476	KK852427.1	1459765	1468856	-	9092	1261	475	867	530	494	930	758	411	387	783	2408	960
gene477	KK852427.1	1496866	1497538	+	673	53	10	26	9	10	7	34	11	40	24	1	9
gene478	KK852427.1	1559915	1587394	+	27480	2695	1204	4369	1385	1840	5011	1488	638	968	2219	1447	1470
gene479	KK852427.1	1591477	1598640	+	7164	334	162	358	250	328	399	239	72	149	256	361	220
gene480	KK852427.1	1604968	1611661	+	6694	45293	18043	41157	25892	68415	41873	14732	11025	8221	7055	12956	16490
gene481	KK852427.1	1613945	1624594	-	10650	78	37	111	34	71	295	24	15	18	67	945	22
gene482	KK852427.1	1644070	1652170	-	8101	8108	3982	8321	3884	5626	9521	7782	3611	1462	8266	2631	9805
gene483	KK852427.1	1672323	1683233	+	10911	2389	176	1307	374	449	346	1904	609	1300	531	201	266
gene484	KK852427.1	1685010	1694961	+	9952	6947	2354	4516	2996	4541	3605	5217	4067	2844	3119	3992	3901
gene485	KK852427.1	1701625	1723154	+	21530	2846	706	2023	898	969	1854	1714	467	1179	1007	709	756
gene486	KK852427.1	1729329	1731613	+	2285	3183	1289	1984	1691	2028	1857	2472	2307	1101	1881	4212	2482
gene487	KK852427.1	1741262	1759517	+	18256	2617	696	1684	751	1200	1234	1862	753	1138	1529	1308	1005
gene488	KK852427.1	1764063	1779919	+	15857	203	162	126	92	85	229	121	56	107	1569	48	60
gene489	KK852427.1	1782042	1789981	+	7940	2502	1001	1634	1364	1535	1663	1894	1185	1048	1777	1489	1458
gene490	KK852427.1	1794411	1796438	-	2028	1304	252	723	315	488	512	891	426	476	424	406	458
gene491	KK852427.1	1798969	1799951	-	983	30	9	12	25	11	8	10	4	5	17	14	4
gene492	KK852427.1	1799558	1804703	+	5146	92	41	53	99	87	58	43	70	21	110	175	41
gene493	KK852427.1	1823206	1839523	+	16318	508	60	336	109	72	117	256	105	217	153	591	59
gene494	KK852427.1	1859450	1866790	+	7341	725	32	463	50	28	112	459	63	288	57	180	63
gene495	KK852427.1	1870970	1880565	+	9596	28	7	21	14	8	16	27	6	14	23	9	4
gene496	KK852427.1	1881835	1893950	+	12116	454	231	465	511	307	509	265	283	165	347	131	266
gene497	KK852427.1	1897383	1899356	-	1974	13	5	8	4	3	5	6	4	6	2	50	9
gene498	KK852427.1	1907080	1921671	-	14592	52	22	29	41	16	25	19	19	17	32	510	28
gene499	KK852427.1	1938323	1940111	-	1789	16	4	16	1	5	20	22	9	7	15	35	19
gene500	KK852427.1	1962059	1973686	-	11628	24	6	10	2	4	8	5	7	8	16	504	4
gene501	KK852427.1	1989704	1996679	-	6976	43	11	26	25	15	39	31	13	15	25	117	8
gene502	KK852427.1	2109835	2150420	+	40586	474	202	658	508	339	789	421	227	217	1066	643	386
gene503	KK852428.1	57766	58523	-	758	562	222	380	477	518	431	354	221	244	733	353	341
gene504	KK852428.1	60395	78159	-	17765	2495	1078	3856	1853	2008	4384	1663	693	1016	3662	2061	1884
gene505	KK852428.1	83987	88207	-	4221	2792	974	1800	1413	2249	1709	2122	2149	974	1403	987	1849
gene506	KK852428.1	88779	91156	+	2378	508	155	302	373	469	235	450	566	292	372	313	345
gene507	KK852428.1	92777	96417	-	3641	1091	226	691	345	442	501	714	288	521	405	400	377
gene508	KK852428.1	102348	107631	-	5284	1029	161	645	223	226	450	535	129	480	233	374	213
gene509	KK852428.1	110943	151344	-	40402	4187	1921	3892	1658	1518	4515	2323	591	923	2268	2013	2347
gene510	KK852428.1	153672	157996	+	4325	2694	890	1792	934	1324	1566	1540	1178	858	557	675	1046
gene511	KK852428.1	160554	167643	-	7090	3674	1788	1883	3007	3749	2483	2095	2701	1208	1694	1756	2178
gene512	KK852428.1	176292	189708	-	13417	3396	912	2150	1621	1667	1543	2487	1364	1701	2321	1264	1344
gene513	KK852428.1	193344	202847	+	9504	1375	638	1688	729	673	2074	941	225	443	1088	1127	1044
gene514	KK852428.1	208779	209394	-	616	212	62	109	152	157	137	113	162	79	133	78	126
gene515	KK852428.1	217795	234067	+	16273	1515	610	1984	677	838	2355	661	256	385	816	1004	689
gene516	KK852428.1	230526	231622	-	1097	0	0	0	0	0	0	0	0	0	0	0	0
gene517	KK852428.1	241053	243135	+	2083	2946	1196	1593	2084	2785	1642	2687	3557	1491	2430	2705	2263
gene518	KK852428.1	243775	257408	+	13634	1762	515	1108	824	867	980	1082	666	619	983	786	698
gene519	KK852428.1	261026	268119	+	7094	5719	2065	3429	2990	3896	3540	4175	3628	1639	2933	2008	2933
gene520	KK852428.1	271770	281138	+	9369	3834	1772	2567	4584	4456	2887	2018	2376	1308	5539	1672	1879
gene521	KK852428.1	282438	284347	-	1910	690	254	380	548	722	371	431	593	310	565	408	429
gene522	KK852428.1	286364	298439	+	12076	907	267	574	367	456	496	636	428	423	703	462	463
gene523	KK852428.1	301360	303841	-	2482	1973	1255	1831	946	793	2432	2212	1017	535	1845	1096	2791
gene524	KK852428.1	309058	315303	+	6246	1735	158	1095	298	233	267	995	253	705	475	393	232
gene525	KK852428.1	318330	320301	+	1972	1412	241	740	417	467	447	999	398	696	439	558	443
gene526	KK852428.1	320936	323380	-	2445	2879	905	1401	2491	2292	1365	1103	1331	906	1043	1054	842
gene527	KK852428.1	323438	326266	-	2829	2652	891	1435	2096	1442	1421	425	160	264	157	276	310
