# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ceratina_calcarata_genome_MIN500/GCF_001652005.1_ASM165200v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR6819907_dupsRemoved.bam" "SRR6819908_dupsRemoved.bam" "SRR6819909_dupsRemoved.bam" "SRR6819910_dupsRemoved.bam" "SRR6819911_dupsRemoved.bam" "SRR6819912_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR6819907_dupsRemoved.bam	SRR6819908_dupsRemoved.bam	SRR6819909_dupsRemoved.bam	SRR6819910_dupsRemoved.bam	SRR6819911_dupsRemoved.bam	SRR6819912_dupsRemoved.bam
gene-LOC108622153	NW_017132019.1	555254	556678	+	1425	712	671	787	750	737	928
gene-LOC108622141	NW_017132019.1	556626	559294	-	2669	168	246	189	510	414	431
gene-LOC108622522	NW_017132019.1	560452	568122	-	7671	2589	2325	2191	4401	3508	4184
gene-LOC113463984	NW_017132019.1	568829	572041	-	3213	27	29	20	8	11	15
gene-LOC108622116	NW_017132019.1	572563	575258	-	2696	18	17	23	12	17	26
gene-LOC108622179	NW_017132019.1	576036	579514	-	3479	6058	4724	5928	4921	4828	6020
gene-LOC108622557	NW_017132019.1	579966	582425	-	2460	2105	1650	2311	1823	1949	2408
gene-LOC108622566	NW_017132019.1	582367	584553	+	2187	700	573	760	689	606	799
gene-LOC108622496	NW_017132019.1	587205	590689	-	3485	2956	2656	3074	2828	2759	2964
gene-LOC108622514	NW_017132019.1	611609	644957	+	33349	429	375	439	130	117	167
gene-LOC108622195	NW_017132019.1	652117	655026	-	2910	115	86	106	92	62	77
gene-LOC108622463	NW_017132019.1	655410	658530	-	3121	2506	2034	2497	1923	1883	2379
gene-LOC108622473	NW_017132019.1	658574	658988	+	415	546	502	623	630	573	740
gene-LOC108622456	NW_017132019.1	659736	663208	-	3473	4091	3698	3975	4077	3926	4389
gene-LOC108622202	NW_017132019.1	663295	667563	-	4269	204	164	218	186	177	197
gene-LOC108622125	NW_017132019.1	667708	670509	-	2802	11	7	19	16	21	12
gene-LOC108622310	NW_017132019.1	670704	674877	+	4174	1869	1672	2114	1460	1457	1600
gene-LOC108622354	NW_017132019.1	675209	680318	-	5110	2388	2126	2422	2132	2188	2157
gene-LOC108622333	NW_017132019.1	676882	679039	+	2158	0	0	0	0	0	0
gene-LOC108622317	NW_017132019.1	680227	683377	+	3151	2643	2323	2687	2875	2598	3042
gene-LOC108622326	NW_017132019.1	683411	685605	-	2195	4292	4774	5125	6927	5345	5932
gene-LOC108622548	NW_017132019.1	695838	719647	-	23810	2551	1888	2570	2420	2296	2142
gene-LOC108622588	NW_017132020.1	42321	80430	+	38110	1570	1562	1281	1619	1700	780
gene-LOC113464022	NW_017132020.1	81871	88249	+	6379	464	369	432	477	517	221
gene-LOC108622595	NW_017132021.1	8402	13390	+	4989	1	2	4	0	3	4
gene-LOC108622606	NW_017132048.1	14	478	-	465	0	0	0	0	0	0
gene-LOC108622621	NW_017132084.1	11	477	-	467	0	0	0	0	0	0
gene-LOC113464027	NW_017132085.1	8931	10015	-	1085	1	1	1	2	1	0
gene-LOC108622630	NW_017132105.1	2778	5129	+	2352	0	0	0	0	0	0
gene-LOC108622638	NW_017132105.1	9567	12456	-	2890	0	0	0	0	0	0
gene-LOC113464034	NW_017132116.1	4497	5551	+	1055	14	15	6	22	7	3
gene-LOC113464032	NW_017132116.1	9886	10932	-	1047	0	0	1	0	0	5
gene-LOC108622672	NW_017132128.1	3142	12678	-	9537	3593	3181	3610	3071	3223	2861
gene-LOC113464036	NW_017132136.1	7	440	+	434	0	0	0	0	0	0
gene-LOC113464040	NW_017132191.1	2127	6872	-	4746	29	23	43	14	10	6
gene-LOC108622718	NW_017132223.1	9773	10924	-	1152	0	0	0	0	0	0
gene-LOC108622728	NW_017132223.1	12762	14049	-	1288	0	0	0	0	0	0
gene-LOC113464041	NW_017132234.1	6771	8133	+	1363	52	30	51	61	40	27
gene-LOC108622733	NW_017132234.1	8000	14499	+	6500	690	461	508	489	586	427
gene-LOC108622738	NW_017132237.1	91	427	+	337	0	0	0	0	0	0
gene-LOC113464049	NW_017132243.1	26	468	-	443	0	0	0	0	0	0
gene-LOC108622745	NW_017132287.1	677	10293	-	9617	2320	2003	2548	1884	2295	2166
gene-LOC113464053	NW_017132308.1	4436	7347	+	2912	7	0	9	11	6	22
gene-LOC113464063	NW_017132337.1	4571	54080	-	49510	77	65	77	39	37	53
gene-LOC108622954	NW_017132337.1	54801	58824	-	4024	1671	1335	1636	1317	1309	1490
gene-LOC108622931	NW_017132337.1	59092	67852	-	8761	7034	5624	6811	5616	5821	5741
gene-LOC113464078	NW_017132337.1	69067	72454	-	3388	10664	8980	7542	5869	5860	8162
gene-LOC108622758	NW_017132337.1	73760	77042	-	3283	5644	4944	5818	636	1278	2419
gene-LOC108623078	NW_017132337.1	80787	83127	+	2341	451	430	336	349	408	509
gene-LOC108623072	NW_017132337.1	81057	87459	-	6403	1841	1597	1802	1786	1801	1909
gene-LOC108622895	NW_017132337.1	91234	119577	+	28344	2930	2601	2622	3125	3728	1902
gene-LOC108623031	NW_017132337.1	117578	124813	+	7236	1240	1193	1160	728	896	908
gene-LOC108623012	NW_017132337.1	124797	165616	-	40820	5154	4103	4795	4923	4865	4828
gene-LOC108622886	NW_017132337.1	167072	167651	-	580	3690	3855	3688	3470	3630	4460
gene-LOC108622824	NW_017132337.1	167702	169718	+	2017	964	764	948	808	810	920
gene-LOC108622800	NW_017132337.1	169822	174762	-	4941	1422	1048	1519	1139	1205	1236
gene-LOC108622813	NW_017132337.1	174695	177072	+	2378	1570	1218	1457	918	982	1097
gene-LOC108622835	NW_017132337.1	177061	180922	-	3862	8582	7469	7395	1011	1463	1889
gene-LOC113464101	NW_017132337.1	178501	180152	+	1652	0	0	0	0	0	0
gene-LOC108622874	NW_017132337.1	185528	187210	+	1683	5023	4330	5081	4451	4554	5242
gene-LOC108622863	NW_017132337.1	187312	188976	+	1665	1636	1414	1719	1271	1337	1610
gene-LOC108622804	NW_017132337.1	189068	198502	-	9435	1696	1345	1912	2170	2013	1663
gene-LOC113464098	NW_017132337.1	198287	199237	+	951	187	125	211	88	88	83
gene-LOC108622969	NW_017132337.1	201351	221342	+	19992	4837	4197	4804	3955	4381	3597
gene-LOC108622998	NW_017132337.1	221626	224121	-	2496	1712	1444	1765	1325	1426	1617
gene-LOC108623087	NW_017132337.1	224316	231237	-	6922	3475	3039	3523	3223	3449	3355
gene-LOC108623064	NW_017132337.1	233406	234622	+	1217	9777	13099	9726	8199	8364	10574
gene-LOC108623057	NW_017132337.1	234705	238707	-	4003	196	5478	224	14699	20438	7699
gene-LOC113464074	NW_017132337.1	238338	238967	+	630	8	19	15	44	35	51
gene-LOC108623104	NW_017132337.1	240306	244316	+	4011	2985	2485	3003	2597	2852	2993
gene-LOC108623133	NW_017132337.1	244931	245931	-	1001	11853	12388	12181	10155	11558	12335
gene-LOC108622925	NW_017132337.1	248021	269346	+	21326	283	165	206	162	180	175
gene-LOC113464076	NW_017132337.1	252326	270639	-	18314	214	142	165	140	155	111
gene-LOC108622917	NW_017132337.1	277873	281759	+	3887	3095	2864	3052	2907	2881	3311
gene-LOC108622769	NW_017132337.1	281857	285710	+	3854	407	335	421	382	350	431
gene-LOC108623143	NW_017132337.1	285576	288114	-	2539	666	513	708	632	664	661
gene-LOC108623041	NW_017132337.1	288249	290046	+	1798	18979	17464	18129	15372	16468	18215
gene-LOC108623049	NW_017132337.1	290229	294679	-	4451	9824	7997	9642	8069	9031	8451
gene-LOC108622787	NW_017132337.1	294823	296921	-	2099	1541	1363	1439	1200	1271	1554
gene-LOC108623151	NW_017132371.1	16	475	+	460	0	0	0	0	0	0
gene-LOC108623158	NW_017132377.1	8	464	-	457	0	0	0	0	0	0
gene-LOC108623176	NW_017132391.1	5093	5941	-	849	0	0	0	0	2	1
gene-LOC108623187	NW_017132402.1	10595	13716	+	3122	25	38	0	36	3	34
gene-LOC108623196	NW_017132406.1	9	475	-	467	0	0	0	0	0	0
gene-LOC108623198	NW_017132434.1	39	3492	-	3454	227	177	181	431	418	234
gene-LOC108623230	NW_017132445.1	10	4277	-	4268	459	348	489	470	438	483
gene-LOC108623205	NW_017132445.1	4545	10067	+	5523	793	548	1017	777	762	947
gene-LOC113463804	NW_017132445.1	9299	13286	+	3988	2186	2039	2443	2406	2132	2731
gene-LOC108623385	NW_017132445.1	13578	19688	+	6111	3727	3056	3695	3814	3745	3920
gene-LOC108623397	NW_017132445.1	19682	25078	-	5397	2578	1921	2488	2173	2362	2297
gene-LOC108623369	NW_017132445.1	25115	35575	-	10461	2083	1529	2073	1886	1605	1568
gene-LOC108623359	NW_017132445.1	35627	36678	-	1052	2566	2413	2747	2730	2715	3402
gene-LOC108623278	NW_017132445.1	36804	39386	+	2583	5372	4775	5201	5409	4901	5969
gene-LOC108623341	NW_017132445.1	39489	41141	+	1653	1257	1028	1381	1314	1500	1993
gene-LOC108623297	NW_017132445.1	40917	47929	-	7013	9944	8521	9319	8348	9068	9644
gene-LOC108623330	NW_017132445.1	50701	53296	-	2596	1515	1188	1453	964	869	1170
gene-LOC108623268	NW_017132445.1	53030	57049	+	4020	3390	3001	3414	3234	3201	2984
gene-LOC108623322	NW_017132445.1	58686	60065	+	1380	697	602	836	660	686	843
gene-LOC108623348	NW_017132445.1	62244	64247	+	2004	1734	1548	1803	1474	1373	1708
gene-LOC108623260	NW_017132445.1	67302	82456	-	15155	6910	5128	6217	5978	5847	3300
gene-LOC113464150	NW_017132445.1	82621	83895	+	1275	80	49	99	64	51	57
gene-LOC108623286	NW_017132445.1	83768	88127	-	4360	1919	1535	1932	1745	1675	1890
gene-LOC108623481	NW_017132445.1	95799	139471	+	43673	3428	3348	3704	3633	3532	3427
gene-LOC113464131	NW_017132445.1	96007	98361	+	2355	0	0	0	0	0	0
gene-LOC108623441	NW_017132445.1	141608	143683	+	2076	15411	14376	16010	16855	14834	16520
gene-LOC108623434	NW_017132445.1	143779	357536	+	213758	7022	5429	7341	7135	6537	5787
gene-LOC108623510	NW_017132445.1	358106	360142	+	2037	5449	5020	5411	4681	4514	5592
gene-LOC108623500	NW_017132445.1	360225	363407	-	3183	1248	1028	1231	925	1015	1076
gene-LOC108623253	NW_017132445.1	363508	364397	+	890	6721	5662	6282	5008	5775	6649
gene-LOC108623542	NW_017132445.1	364468	367134	+	2667	1239	1010	1433	1507	1373	1866
gene-LOC108623534	NW_017132445.1	367240	467560	-	100321	231	236	295	447	440	339
gene-Trnal-caa	NW_017132445.1	398130	398249	+	120	0	0	0	0	0	0
gene-Trnar-ucg	NW_017132445.1	412990	413062	+	73	0	0	0	0	0	0
gene-LOC108623210	NW_017132445.1	466183	467736	+	1554	2	2	1	0	4	2
gene-LOC108623519	NW_017132445.1	467841	474861	-	7021	965	692	1095	886	891	987
gene-LOC108623240	NW_017132445.1	475038	478290	-	3253	979	847	1064	1026	908	1032
gene-LOC108623215	NW_017132445.1	478381	480352	+	1972	615	624	742	597	623	675
gene-LOC108623468	NW_017132445.1	481521	483422	+	1902	2002	1466	1766	1754	1773	1864
gene-LOC108623464	NW_017132445.1	483426	484665	+	1240	4212	3431	4142	4002	4088	4761
gene-LOC108623450	NW_017132445.1	484608	486447	-	1840	5315	4076	4671	3351	3605	3843
gene-LOC113464146	NW_017132445.1	486733	489594	+	2862	799	525	687	392	430	465
gene-LOC108623221	NW_017132445.1	489160	490527	-	1368	723	541	786	711	790	856
gene-LOC108623862	NW_017132446.1	197657	212287	+	14631	12731	11740	13031	7699	8601	8792
gene-LOC113464184	NW_017132446.1	206367	207042	-	676	0	0	0	0	0	0
gene-LOC108623888	NW_017132446.1	212295	213544	-	1250	1625	1398	1589	1291	1382	1605
gene-LOC108623744	NW_017132446.1	213807	549880	+	336074	3388	2666	2891	3095	2853	2557
gene-LOC108623764	NW_017132446.1	214487	216265	-	1779	0	0	0	0	0	0
gene-LOC108623957	NW_017132446.1	550220	552444	+	2225	1015	881	1002	840	805	1067
gene-LOC108623970	NW_017132446.1	552416	554055	-	1640	631	510	718	634	565	760
gene-LOC108623949	NW_017132446.1	554133	559162	+	5030	2536	2195	2600	2145	1989	2455
gene-LOC108623768	NW_017132446.1	560054	565958	+	5905	3627	2907	3922	3634	3840	3850
gene-LOC108623780	NW_017132446.1	568704	569768	+	1065	27520	27222	26508	26083	27071	29383
gene-LOC108623604	NW_017132446.1	569869	574049	+	4181	306	329	264	320	386	433
gene-LOC108623615	NW_017132446.1	574132	575134	+	1003	492	153	204	347	260	1017
gene-LOC108624051	NW_017132446.1	592061	628740	+	36680	541	520	683	832	592	514
gene-LOC108623920	NW_017132446.1	628988	658246	-	29259	3184	2375	3818	1446	1479	1303
gene-LOC108623557	NW_017132446.1	684566	899386	+	214821	1747	1319	1370	2427	2548	1153
gene-Trnas-cga	NW_017132446.1	867533	867614	-	82	0	0	0	0	0	0
gene-LOC108623942	NW_017132446.1	893736	894712	-	977	0	0	0	0	0	0
gene-LOC113464167	NW_017132446.1	901834	928047	+	26214	126	72	108	119	145	78
gene-LOC113464208	NW_017132446.1	931361	931468	+	108	10	3	2	3	6	0
gene-LOC108624042	NW_017132446.1	933653	935559	+	1907	16911	14174	16214	12796	14424	15836
gene-LOC108624034	NW_017132446.1	935641	942300	+	6660	959	665	979	1046	1040	1063
gene-LOC108623849	NW_017132446.1	942484	943640	+	1157	131	76	100	124	112	159
gene-LOC108623830	NW_017132446.1	943732	945450	+	1719	1341	1182	1389	1265	1227	1462
gene-LOC108623795	NW_017132446.1	945546	947879	-	2334	1597	1302	1617	1186	1257	1589
gene-LOC108623787	NW_017132446.1	948166	951496	+	3331	5388	4477	5444	4072	4475	4745
gene-LOC108623568	NW_017132446.1	961355	962459	-	1105	0	0	0	2	0	2
gene-LOC108623583	NW_017132446.1	998401	1001172	+	2772	28	17	41	30	38	28
gene-LOC108623621	NW_017132446.1	1066300	1157274	+	90975	298	280	355	353	353	323
gene-LOC108623623	NW_017132446.1	1158325	1159873	-	1549	1763	1538	1827	1806	1722	1755
gene-LOC108624021	NW_017132446.1	1159983	1163306	+	3324	4268	3351	4207	3590	3731	3466
gene-LOC108624016	NW_017132446.1	1163676	1167771	-	4096	1242	987	1159	977	1040	1073
gene-LOC108623649	NW_017132446.1	1168234	1181035	+	12802	5002	4354	5594	4846	5527	4718
gene-LOC108623669	NW_017132446.1	1180349	1183778	-	3430	831	683	742	639	711	744
gene-LOC108623678	NW_017132446.1	1183799	1186152	-	2354	434	398	411	409	490	454
gene-LOC108623683	NW_017132446.1	1186433	1188465	-	2033	3625	3519	3781	2956	3232	3912
gene-LOC113464207	NW_017132446.1	1188991	1189512	-	522	1335	1233	1357	1152	1238	1581
gene-LOC108623896	NW_017132446.1	1189930	1192934	+	3005	1180	925	1147	925	967	908
gene-LOC108623905	NW_017132446.1	1192416	1196204	+	3789	3759	3115	3646	2646	2859	3285
gene-LOC108623913	NW_017132446.1	1196205	1198288	-	2084	576	530	628	437	497	553
gene-LOC108623993	NW_017132446.1	1198472	1201139	+	2668	4941	4546	5402	5134	4956	5968
gene-LOC108623982	NW_017132446.1	1201376	1205585	-	4210	3175	2515	3141	2633	2704	2847
gene-LOC108624009	NW_017132446.1	1206204	1207243	+	1040	1673	1709	1867	1642	1631	2049
gene-LOC108624001	NW_017132446.1	1207237	1270755	-	63519	1401	1270	1383	2631	2473	1939
gene-Trnae-cuc	NW_017132446.1	1255502	1255573	-	72	0	0	0	0	0	0
gene-LOC108623590	NW_017132446.1	1261114	1262402	+	1289	0	0	0	0	0	0
gene-LOC108623626	NW_017132446.1	1274846	1276155	+	1310	2675	2252	2851	2589	2639	3191
gene-LOC108623631	NW_017132446.1	1276240	1279425	+	3186	316	254	276	247	278	257
gene-LOC108624057	NW_017132446.1	1281014	1361205	+	80192	638	684	612	1161	1118	767
gene-LOC108623595	NW_017132446.1	1367736	1420306	+	52571	7328	5815	7331	6186	6686	6000
gene-LOC113464154	NW_017132446.1	1388566	1391676	+	3111	0	0	0	0	0	0
gene-LOC113464159	NW_017132446.1	1401141	1403933	+	2793	0	0	0	0	0	0
gene-LOC108623633	NW_017132446.1	1420597	1423626	-	3030	38	42	29	47	39	40
gene-LOC108623711	NW_017132446.1	1422666	1435762	+	13097	11526	9508	10539	8484	8904	8182
gene-LOC108623738	NW_017132446.1	1425865	1427732	+	1868	0	0	0	0	0	0
gene-LOC108623695	NW_017132446.1	1437305	1441379	-	4075	2063	1845	2065	1769	1718	1943
gene-LOC108623731	NW_017132446.1	1441922	1444267	+	2346	1502	1125	1427	1070	1125	1321
gene-LOC108624066	NW_017132446.1	1444542	1553503	+	108962	1227	844	1072	1424	1431	582
gene-LOC113464192	NW_017132446.1	1555246	1556750	-	1505	26	23	30	25	18	12
gene-LOC108624098	NW_017132458.1	3099	4162	-	1064	0	0	0	0	0	0
gene-LOC108624104	NW_017132469.1	9101	12576	-	3476	86	54	173	33	56	52
gene-LOC113464211	NW_017132500.1	9	1617	+	1609	0	0	0	0	0	0
gene-LOC113464214	NW_017132506.1	8	417	-	410	0	0	0	0	0	0
gene-LOC113464215	NW_017132545.1	7	469	+	463	0	0	0	0	0	0
gene-Trnay-gua	NW_017132550.1	4159	4250	-	92	1	1	0	2	0	0
gene-Trnay-gua-2	NW_017132550.1	4464	4566	-	103	0	1	2	1	0	0
gene-LOC108624289	NW_017132550.1	11130	25913	-	14784	2005	1890	2094	1605	1790	1736
gene-LOC108624269	NW_017132550.1	12348	22985	+	10638	0	0	0	0	0	0
gene-LOC108624284	NW_017132550.1	25936	28080	+	2145	13905	14374	14318	10604	11734	13534
gene-LOC108624251	NW_017132550.1	28193	167077	-	138885	4391	4163	4860	4657	4515	4487
gene-LOC108624327	NW_017132550.1	167240	169487	-	2248	392	334	481	469	443	568
gene-LOC108624341	NW_017132550.1	169522	170845	+	1324	529	504	659	801	724	810
gene-LOC108624304	NW_017132550.1	170729	174090	-	3362	355	301	400	225	218	294
gene-LOC108624311	NW_017132550.1	172202	178724	+	6523	2068	1771	2157	2102	1841	1939
gene-LOC108624333	NW_017132550.1	178703	181831	-	3129	6618	5172	6438	5515	6009	6734
gene-LOC108624393	NW_017132550.1	182102	187386	+	5285	3186	2556	3300	2591	2816	2712
gene-LOC108624421	NW_017132550.1	187883	190369	-	2487	2567	2389	2514	2021	2031	1933
gene-LOC108624428	NW_017132550.1	190413	193153	+	2741	455	387	506	516	455	557
gene-LOC108624352	NW_017132550.1	193243	201086	+	7844	4384	3605	4502	4116	4081	3946
gene-LOC108624376	NW_017132550.1	201038	203542	-	2505	1274	1093	1202	1113	1146	1277
gene-LOC108624231	NW_017132550.1	203665	204828	+	1164	2216	1791	2099	1814	1946	2302
gene-LOC108624224	NW_017132550.1	204867	206912	-	2046	2217	1827	2115	1849	1915	2367
gene-LOC108624207	NW_017132550.1	206933	209495	+	2563	2949	2458	3011	2255	2375	2630
gene-LOC108624198	NW_017132550.1	209168	225347	-	16180	7125	6015	7036	5693	5781	5183
gene-LOC113464256	NW_017132550.1	214769	216130	+	1362	0	0	0	0	0	0
gene-LOC108624146	NW_017132550.1	228119	230789	-	2671	2232	1872	2168	1987	2074	2419
gene-LOC108624122	NW_017132550.1	230865	232857	+	1993	2	2	2	6	0	0
gene-LOC108624432	NW_017132550.1	238835	254327	+	15493	2346	2051	3243	2188	1974	1839
gene-LOC108624129	NW_017132550.1	254383	267368	-	12986	182	198	238	256	263	248
gene-LOC108624184	NW_017132550.1	279720	282699	+	2980	561	393	557	497	590	610
gene-LOC108624157	NW_017132550.1	282703	285758	-	3056	1467	1112	1373	1128	1137	1308
gene-LOC108624177	NW_017132550.1	285769	289020	+	3252	29052	27588	28502	21284	23160	26047
gene-LOC108624163	NW_017132550.1	289727	293759	-	4033	3459	3097	4614	2009	2015	2537
gene-LOC108624138	NW_017132550.1	305331	309399	-	4069	236	215	238	438	327	259
gene-LOC113464257	NW_017132573.1	4362	5210	+	849	0	0	3	1	4	4
gene-LOC108624470	NW_017132604.1	1224	1925	-	702	0	0	0	0	0	0
gene-LOC108624477	NW_017132604.1	6600	7301	-	702	0	0	0	0	0	0
gene-LOC108624484	NW_017132637.1	30	471	+	442	0	0	0	0	0	0
gene-LOC108624680	NW_017132657.1	4805	11865	+	7061	3262	3277	3273	4866	4964	4851
gene-LOC108624507	NW_017132657.1	13920	16351	-	2432	2932	2410	2814	2318	2419	2871
gene-LOC113464267	NW_017132657.1	44307	362300	+	317994	418	363	409	565	575	384
gene-LOC108624676	NW_017132657.1	461083	478806	+	17724	622	576	549	1326	1267	749
gene-LOC108624609	NW_017132657.1	486768	504060	+	17293	2143	1801	2233	2392	2481	1958
gene-LOC108624692	NW_017132657.1	504772	508617	+	3846	2756	2216	2690	1959	2546	2756
gene-LOC108624709	NW_017132657.1	508301	510716	-	2416	905	814	991	903	937	1051
gene-LOC108624533	NW_017132657.1	511108	523497	-	12390	56789	44418	56108	49283	48127	46469
gene-LOC108624627	NW_017132657.1	527418	535095	+	7678	2967	2644	3674	2677	2874	2930
gene-LOC108624635	NW_017132657.1	536073	539819	-	3747	1691	1168	1528	957	1080	1156
gene-LOC108624541	NW_017132657.1	539953	561811	+	21859	4334	3886	4263	4657	4883	4706
gene-LOC108624578	NW_017132657.1	546834	556273	-	9440	0	0	0	0	0	0
gene-LOC108624600	NW_017132657.1	566212	597728	-	31517	66744	68870	73932	74793	90232	77488
gene-LOC113464293	NW_017132657.1	587503	589804	-	2302	0	0	0	0	0	0
gene-LOC113464262	NW_017132657.1	610823	613722	-	2900	23	23	29	26	106	82
gene-LOC108624646	NW_017132657.1	618178	638242	+	20065	890	810	905	1327	1561	745
gene-LOC108624526	NW_017132657.1	651881	658761	-	6881	1829	1578	2087	1512	1652	1715
gene-LOC108624518	NW_017132657.1	659133	663355	-	4223	703	622	825	656	632	737
gene-LOC113463813	NW_017132657.1	663461	667025	+	3565	131	148	146	167	169	206
gene-LOC108624489	NW_017132657.1	663832	664738	+	907	0	0	0	0	0	0
gene-LOC108624654	NW_017132657.1	669268	676742	-	7475	2905	2321	2997	3113	3076	2403
gene-LOC108624498	NW_017132657.1	679751	816354	+	136604	1712	1314	1660	1990	2230	1444
gene-LOC108624719	NW_017132658.1	10753	11276	+	524	0	0	0	0	0	0
gene-LOC113464299	NW_017132658.1	12200	12734	+	535	0	0	0	0	1	0
gene-LOC108624730	NW_017132698.1	7	6815	-	6809	474	379	544	275	333	349
gene-LOC108624747	NW_017132698.1	7033	9239	-	2207	2541	2131	2496	1811	1831	2344
gene-LOC108624741	NW_017132698.1	11490	12052	-	563	1286	1218	1228	1070	1106	1278
gene-LOC113464303	NW_017132707.1	9	391	+	383	0	0	0	0	0	0
gene-LOC113464304	NW_017132709.1	4536	5377	-	842	2	0	1	0	0	1
gene-LOC108624756	NW_017132719.1	249	8455	+	8207	1327	1118	1303	1172	1244	1285
gene-LOC113464308	NW_017132719.1	9328	10489	-	1162	26	24	30	44	21	27
gene-LOC113464313	NW_017132760.1	2199	2943	+	745	1218	1162	1058	824	1012	1533
gene-LOC113464317	NW_017132772.1	3958	5389	-	1432	35	33	47	74	56	38
gene-LOC108624791	NW_017132811.1	7	463	+	457	0	0	0	0	0	0
gene-LOC108624809	NW_017132820.1	7	467	+	461	0	0	0	0	0	0
gene-LOC113464323	NW_017132835.1	1791	6231	-	4441	44	48	100	39	78	41
gene-LOC108624813	NW_017132835.1	6858	7787	+	930	3	3	8	6	8	10
gene-LOC108624828	NW_017132857.1	7	1379	-	1373	732	542	915	572	586	1103
gene-LOC108624822	NW_017132857.1	8767	10408	-	1642	733	482	772	532	560	911
gene-LOC108624837	NW_017132868.1	7	3480	+	3474	1862	1401	1872	1601	1438	1824
gene-LOC108624995	NW_017132868.1	3562	5680	+	2119	232	210	279	158	194	240
gene-LOC108624938	NW_017132868.1	5674	42390	-	36717	27457	18889	24199	13976	18374	14149
gene-LOC108624863	NW_017132868.1	43512	47065	-	3554	6589	5420	8410	5765	5607	6693
gene-LOC108625085	NW_017132868.1	47942	51536	+	3595	12104	10791	13386	10178	10905	12166
gene-LOC108625093	NW_017132868.1	55632	64361	-	8730	8080	7053	8021	8044	7850	8174
gene-LOC108624892	NW_017132868.1	67329	69654	-	2326	4769	4528	4887	3890	4028	4660
gene-LOC108624928	NW_017132868.1	69937	77643	-	7707	42	31	33	48	39	35
gene-LOC108625145	NW_017132868.1	79291	81765	+	2475	482	432	620	701	585	620
gene-LOC108625131	NW_017132868.1	81562	87630	-	6069	3870	2938	3798	3923	4273	4217
gene-LOC108624851	NW_017132868.1	88200	91687	-	3488	2406	2076	2504	2079	2073	2478
gene-LOC108624874	NW_017132868.1	92848	95415	+	2568	1718	1400	1670	1450	1510	1799
gene-LOC108625216	NW_017132868.1	104677	118772	-	14096	2318	1756	2509	2320	2132	1787
gene-LOC108625152	NW_017132868.1	119043	122849	+	3807	6302	5635	6098	5029	5291	5591
gene-LOC108625164	NW_017132868.1	125255	128725	-	3471	3266	2774	3386	2729	2971	3234
gene-LOC108625332	NW_017132868.1	129980	137329	+	7350	3625	3513	3053	5920	5976	6483
gene-LOC108624919	NW_017132868.1	138187	140085	-	1899	755	670	1134	877	663	753
gene-LOC108625324	NW_017132868.1	141485	145249	+	3765	2490	1961	2384	2670	2428	2798
gene-LOC108625307	NW_017132868.1	145104	147920	-	2817	2812	1789	2378	1672	1683	2112
gene-LOC108625285	NW_017132868.1	148154	159147	+	10994	2675	2054	2468	1459	1332	1362
gene-LOC108625289	NW_017132868.1	150451	156563	-	6113	0	0	0	0	0	0
gene-LOC108625276	NW_017132868.1	159822	161709	-	1888	2026	1935	2336	2216	2348	2800
gene-LOC113464335	NW_017132868.1	161743	163295	+	1553	1389	1216	1504	1255	1250	1482
gene-LOC108625261	NW_017132868.1	163305	165590	+	2286	2326	1976	2265	1850	1787	2164
gene-LOC108625244	NW_017132868.1	165734	169934	+	4201	693	578	629	593	597	720
gene-LOC108625237	NW_017132868.1	169920	173675	-	3756	1539	1237	1597	1242	1173	1462
gene-LOC108625253	NW_017132868.1	173596	174910	-	1315	809	734	806	618	630	821
