# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/chimp_genome/Pan_troglodytes.Pan_tro_3.0.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "chimp4x0516_heart_rna_dupsRemoved.bam" "chimp4x0516_kidney_rna_dupsRemoved.bam" "chimp4x0516_liver_rna_dupsRemoved.bam" "chimp4x0516_lung_rna_dupsRemoved.bam" "chimp4x0519_heart_rna_dupsRemoved.bam" "chimp4x0519_kidney_rna_dupsRemoved.bam" "chimp4x0519_liver_rna_dupsRemoved.bam" "chimp4x0519_lung_rna_dupsRemoved.bam" "chimpYN07-147_heart_rna_dupsRemoved.bam" "chimpYN07-147_kidney_rna_dupsRemoved.bam" "chimpYN07-147_liver_rna_dupsRemoved.bam" "chimpYN07-147_lung_rna_dupsRemoved.bam" "chimpYN07-387_heart_rna_dupsRemoved.bam" "chimpYN07-387_kidney_rna_dupsRemoved.bam" "chimpYN07-387_liver_rna_dupsRemoved.bam" "chimpYN07-387_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	chimp4x0516_heart_rna_dupsRemoved.bam	chimp4x0516_kidney_rna_dupsRemoved.bam	chimp4x0516_liver_rna_dupsRemoved.bam	chimp4x0516_lung_rna_dupsRemoved.bam	chimp4x0519_heart_rna_dupsRemoved.bam	chimp4x0519_kidney_rna_dupsRemoved.bam	chimp4x0519_liver_rna_dupsRemoved.bam	chimp4x0519_lung_rna_dupsRemoved.bam	chimpYN07-147_heart_rna_dupsRemoved.bam	chimpYN07-147_kidney_rna_dupsRemoved.bam	chimpYN07-147_liver_rna_dupsRemoved.bam	chimpYN07-147_lung_rna_dupsRemoved.bam	chimpYN07-387_heart_rna_dupsRemoved.bam	chimpYN07-387_kidney_rna_dupsRemoved.bam	chimpYN07-387_liver_rna_dupsRemoved.bam	chimpYN07-387_lung_rna_dupsRemoved.bam
gene:ENSPTRG00000049061	1	13811247	13811737	-	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000030816	1	14294578	14301921	-	7344	2	6	2	5	4	19	3	7	6	5	1	10	2	10	1	1
gene:ENSPTRG00000048250	1	14321512	14321841	-	330	14	14	3	7	16	13	5	10	17	11	7	9	13	10	8	11
gene:ENSPTRG00000000193	1	14361268	14367586	+	6319	219	920	67	273	275	1298	184	469	295	843	95	646	177	1024	132	486
gene:ENSPTRG00000000194	1	14399202	14545391	+	146190	52	444	41	715	73	455	62	247	86	471	106	473	83	363	62	196
gene:ENSPTRG00000050778	1	14557856	14578098	+	20243	510	891	514	1195	577	841	601	1474	426	645	668	1919	212	771	727	1954
gene:ENSPTRG00000000197	1	14586224	14594371	+	8148	5	8	1	27	1	0	3	12	1	2	3	8	0	0	0	7
gene:ENSPTRG00000034262	1	14604513	14619787	+	15275	2	10	2	67	5	13	9	329	7	6	7	254	2	13	6	236
gene:ENSPTRG00000049760	1	14623808	14638962	+	15155	27	66	22	123	24	68	16	137	32	53	28	179	16	81	50	205
gene:ENSPTRG00000000200	1	14639925	14672120	-	32196	196	423	175	425	346	853	350	704	293	566	327	1679	228	559	358	835
gene:ENSPTRG00000000201	1	14674446	14722544	+	48099	583	2383	1467	894	536	3336	1526	549	730	3790	1286	939	421	2938	1682	737
gene:ENSPTRG00000000202	1	14721074	14732874	-	11801	56	1061	1027	154	47	1190	693	66	30	1184	776	27	48	1270	1093	44
gene:ENSPTRG00000024059	1	14766725	14812434	+	45710	183	394	463	148	125	347	390	238	147	377	218	270	164	370	558	150
gene:ENSPTRG00000000205	1	14836823	14887236	+	50414	3152	2141	978	2408	2723	2241	1147	3027	2911	1542	804	2857	2344	1747	1321	3317
gene:ENSPTRG00000000206	1	14887416	14893867	+	6452	212	208	158	216	261	516	192	61	357	147	565	101	612	930	715	140
gene:ENSPTRG00000000207	1	14894574	14901999	+	7426	10	355	304	23	16	804	493	24	3	391	727	13	14	639	738	8
gene:ENSPTRG00000000208	1	14910771	14948385	+	37615	2862	2733	185	1419	2081	1947	735	3525	1987	1367	401	1705	1982	1468	430	1908
gene:ENSPTRG00000041786	1	14968782	14969063	-	282	317	277	170	167	302	304	201	194	301	305	164	185	321	266	200	227
gene:ENSPTRG00000048713	1	14987242	14988512	+	1271	208	220	161	218	220	260	185	263	170	195	162	245	200	218	181	283
gene:ENSPTRG00000000210	1	15007790	15102851	+	95062	3328	4104	2151	4608	2254	3729	1981	2714	2304	2716	1376	5225	1687	3017	2649	4997
gene:ENSPTRG00000000211	1	15104250	15138351	-	34102	601	858	372	1256	627	1017	431	1027	695	660	441	1151	484	794	507	1176
gene:ENSPTRG00000040888	1	15166398	15168869	+	2472	15	30	3	22	4	61	4	3	2	62	0	2	2	68	0	4
gene:ENSPTRG00000000214	1	15178775	15184211	-	5437	5499	333	67	425	4620	513	129	617	4355	180	132	399	4499	212	94	984
gene:ENSPTRG00000034081	1	15186493	15198389	+	11897	39	1516	5	34	55	1249	10	22	37	1082	4	3	33	1103	27	40
gene:ENSPTRG00000047706	1	15217268	15223262	+	5995	36	240	34	1	31	87	28	1	35	47	5	1	43	60	87	1
gene:ENSPTRG00000000217	1	15229194	15242799	+	13606	57	6211	8	144	69	5993	16	37	38	4707	10	18	42	5061	76	48
gene:ENSPTRG00000000221	1	15306846	15339942	-	33097	577	1524	970	3730	607	2032	1690	1324	753	991	759	3296	608	2206	1905	1853
gene:ENSPTRG00000000223	1	15385191	15399841	-	14651	274	408	168	642	257	297	132	472	322	297	69	729	165	280	85	754
gene:ENSPTRG00000000224	1	15418996	15424741	-	5746	143	131	32	80	256	347	92	212	251	188	113	137	199	199	71	192
gene:ENSPTRG00000040466	1	15428539	15428724	-	186	63	71	125	88	92	134	118	80	62	107	81	36	63	141	115	58
gene:ENSPTRG00000000225	1	15434185	15538012	-	103828	1450	1253	605	1267	969	1007	581	1064	1030	799	421	1321	837	883	654	1368
gene:ENSPTRG00000045203	1	15435815	15436155	-	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000000226	1	15552778	15583944	+	31167	2581	2560	1323	2097	1765	2211	1243	1922	2002	1864	1254	2018	1446	1862	1430	2382
gene:ENSPTRG00000047602	1	15552948	15555196	-	2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000000227	1	15584564	15619790	-	35227	15	22	18	39	13	22	13	14	18	17	20	25	14	20	15	15
gene:ENSPTRG00000000228	1	15629121	15648491	+	19371	781	1279	671	1565	895	1382	967	1682	872	1249	706	2403	554	1255	909	2189
gene:ENSPTRG00000000238	1	15830721	15890256	+	59536	637	1049	129	1557	483	1004	243	768	718	676	270	1506	460	747	301	1125
gene:ENSPTRG00000000239	1	15891801	15898753	-	6953	140	161	19	142	204	90	82	451	324	133	39	398	105	82	17	302
gene:ENSPTRG00000000241	1	15914273	15942480	-	28208	717	961	286	1371	646	1390	498	1570	789	1015	256	1517	510	1137	576	1920
gene:ENSPTRG00000000242	1	15949230	15985020	-	35791	2499	2829	2199	1768	1889	3327	2129	1399	2102	2479	2277	1876	1886	2852	2705	1751
gene:ENSPTRG00000000243	1	15998618	16055548	-	56931	125	5698	50	1091	334	1851	93	645	89	821	46	828	38	1054	64	661
gene:ENSPTRG00000000244	1	16141517	16182178	+	40662	4	21	13	11	2	4	4	1	0	4	17	1	3	11	3	5
gene:ENSPTRG00000000245	1	16185296	16220263	+	34968	4	6	1	6	8	16	3	3	7	11	12	12	4	8	1	13
gene:ENSPTRG00000000246	1	16246933	16302380	+	55448	182	26	34	49	43	76	66	416	31	54	66	532	17	42	55	68
gene:ENSPTRG00000052623	1	16310466	16339673	+	29208	10	14	6	6	5	9	13	12	5	7	11	15	3	8	3	6
gene:ENSPTRG00000000247	1	16344744	16377326	-	32583	827	1655	644	1979	762	1183	724	1395	860	1210	396	2053	476	1222	712	2014
gene:ENSPTRG00000000248	1	16529407	16646625	+	117219	3270	4780	2938	1384	2535	6354	3449	1128	2499	3360	3996	1230	2172	4340	5356	1739
gene:ENSPTRG00000000249	1	16776019	16780070	+	4052	0	0	3	0	0	0	1	0	0	0	0	3	0	1	1	3
gene:ENSPTRG00000000250	1	17070436	17342953	+	272518	78	64	12	61	39	53	28	90	42	34	103	87	29	44	24	102
gene:ENSPTRG00000048769	1	17447315	17449648	+	2334	3	1193	10	29	7	556	93	10	1	486	49	8	4	750	51	8
gene:ENSPTRG00000042982	1	17479282	17479551	+	270	15	23	13	32	46	55	34	55	30	35	31	52	29	51	36	55
gene:ENSPTRG00000000253	1	17596895	17714883	+	117989	15	15	9	19	8	9	15	23	7	10	45	23	8	13	5	16
gene:ENSPTRG00000000254	1	17805331	17825424	-	20094	2	18	2	3	1	2	2	0	2	1	10	2	0	0	1	2
gene:ENSPTRG00000000255	1	17837238	17868604	-	31367	631	2978	4313	634	717	4855	4128	530	873	4546	4562	426	750	5549	5619	687
gene:ENSPTRG00000000256	1	17870083	17924338	-	54256	295	616	185	1054	369	800	464	920	471	793	307	1526	344	925	558	1415
gene:ENSPTRG00000000257	1	18041358	18201050	-	159693	5392	6036	3414	5106	3694	5931	3865	3349	4759	5098	2281	5246	3809	4854	3950	5166
gene:ENSPTRG00000000261	1	18208831	18242995	-	34165	1098	1523	833	1278	1000	1327	917	1064	1091	1116	574	1354	763	1061	1069	1333
gene:ENSPTRG00000000262	1	18242307	18250839	+	8533	711	1157	675	890	510	889	861	739	623	668	607	624	365	667	851	691
gene:ENSPTRG00000000264	1	18273373	18280089	-	6717	427	1563	1277	256	296	1156	1080	171	402	1010	1131	132	449	1177	1475	238
gene:ENSPTRG00000000265	1	18294753	18307509	-	12757	468	1765	438	329	453	1896	564	481	482	1552	529	481	394	1646	702	523
gene:ENSPTRG00000000266	1	18302993	18324770	+	21778	353	1030	399	1146	401	1087	427	794	542	860	529	893	264	980	661	1114
gene:ENSPTRG00000000268	1	18334265	18481074	-	146810	3071	3049	1328	2896	2940	3097	2136	3498	2645	2354	1383	4573	2032	2428	1794	3535
gene:ENSPTRG00000000269	1	18588713	18618397	+	29685	880	951	375	792	597	890	505	607	781	844	371	1022	697	857	401	680
gene:ENSPTRG00000051668	1	18599850	18603492	+	3643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000043114	1	18634924	18650054	+	15131	978	1104	156	1625	1651	574	230	2419	1542	383	145	2040	889	458	112	2594
gene:ENSPTRG00000000271	1	18657324	18670964	+	13641	4	21	1	19	2	8	1	3	0	6	5	5	1	1	2	7
gene:ENSPTRG00000000272	1	18673787	18803383	-	129597	635	1167	242	547	370	1386	288	600	521	884	356	860	332	960	306	770
gene:ENSPTRG00000000274	1	18818027	18818710	-	684	0	275	3	5	1	490	0	1	2	199	29	0	2	237	32	0
gene:ENSPTRG00000000275	1	18887385	18913321	+	25937	177	284	86	316	48	180	125	111	152	271	60	311	111	249	121	255
gene:ENSPTRG00000000276	1	18925890	18929149	-	3260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene:ENSPTRG00000000277	1	18978952	18986216	-	7265	200	32	596	138	572	20	1007	200	282	5	165	89	80	13	278	432
gene:ENSPTRG00000000278	1	19087690	19109527	+	21838	1004	4	3	95	546	11	8	319	880	20	10	270	658	14	4	172
gene:ENSPTRG00000000279	1	19129875	19137173	-	7299	1	1	1	1	7	8	0	4	0	1	1	2	1	4	4	10
gene:ENSPTRG00000000280	1	19156992	19168076	+	11085	41	2	0	1	5	1	0	1	8	1	4	2	13	2	1	1
gene:ENSPTRG00000000282	1	19180574	19204773	-	24200	4	3	5	10	3	6	1	3	4	5	11	6	4	6	0	15
gene:ENSPTRG00000045494	1	19208908	19209750	+	843	23	48	40	215	4	35	4	49	11	49	3	44	10	37	8	54
gene:ENSPTRG00000000286	1	19309203	19372291	+	63089	7	24	9	34	11	17	12	25	10	21	18	66	8	20	13	20
gene:ENSPTRG00000000287	1	19499980	19503812	-	3833	228	1497	834	780	408	1910	812	1419	431	1734	962	1340	306	1816	941	1168
gene:ENSPTRG00000000288	1	19517026	19525966	-	8941	1007	1065	505	696	744	963	532	702	881	601	388	646	665	696	552	849
gene:ENSPTRG00000043086	1	19568659	19569648	+	990	6	20	0	0	14	5	0	0	23	3	0	1	3	4	1	2
gene:ENSPTRG00000000290	1	19605946	19638858	+	32913	142	90	541	55	81	116	154	196	64	89	920	214	52	92	782	74
gene:ENSPTRG00000000291	1	19654184	19672112	+	17929	3873	3351	2314	2639	2774	3010	1979	1669	2963	2464	2008	1800	2724	2450	2686	2213
gene:ENSPTRG00000050203	1	19669893	19670222	-	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000033766	1	19672595	19682971	-	10377	2538	2505	2221	2346	1725	2244	1889	1781	2010	1994	2035	1985	1783	1906	2235	2322
gene:ENSPTRG00000000294	1	19684829	19737564	-	52736	449	380	89	253	198	301	121	335	232	200	77	376	161	264	92	260
gene:ENSPTRG00000000295	1	19739282	19751656	-	12375	2	54	0	9	5	14	29	4	7	12	3	2	1	22	2	2
gene:ENSPTRG00000000296	1	19765829	19818515	-	52687	2375	2960	1291	2623	2211	3172	2166	2159	2559	2902	1283	3698	1893	2837	1838	3044
gene:ENSPTRG00000000297	1	19838342	20210421	-	372080	2021	2628	2136	2070	1620	2195	2260	1575	2378	2792	1156	3110	1566	1884	2023	1852
gene:ENSPTRG00000000298	1	20250859	20378128	-	127270	2712	2372	2328	3169	1741	2170	1465	4576	2187	2290	2200	8934	1601	2058	3016	4617
gene:ENSPTRG00000051989	1	20428027	20430353	+	2327	29	43	16	24	22	40	16	44	28	33	17	52	26	37	14	56
gene:ENSPTRG00000052609	1	20451215	20451439	+	225	23	29	15	58	16	40	22	44	18	27	15	50	14	33	20	43
gene:ENSPTRG00000030418	1	20482941	20483450	-	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000000300	1	20531551	20575768	+	44218	589	956	401	770	357	898	310	355	560	896	284	827	406	961	376	639
gene:ENSPTRG00000000302	1	20655726	20680443	+	24718	602	2640	1232	4643	348	2796	1358	2024	287	1164	1443	1027	226	1350	1392	4286
gene:ENSPTRG00000000303	1	20698203	20771534	-	73332	324	9164	1849	1766	182	3311	1347	699	240	1970	660	333	277	2216	940	896
gene:ENSPTRG00000000304	1	20778862	20888321	-	109460	1727	2402	926	2528	1251	1781	1249	1684	1656	1768	866	2496	1181	1593	1206	2051
gene:ENSPTRG00000000306	1	20919311	20928634	+	9324	243	131	24	353	106	56	19	132	117	79	12	102	73	46	10	138
gene:ENSPTRG00000000307	1	20929717	21043551	-	113835	9623	7490	1510	7648	8647	5549	2727	4445	12693	8442	2218	7863	8764	4726	2155	9171
gene:ENSPTRG00000042992	1	21083636	21096085	+	12450	4	11	5	6	8	6	6	6	4	10	2	7	4	8	4	12
gene:ENSPTRG00000046509	1	21108495	21119312	+	10818	3	11	2	11	0	4	4	4	2	5	6	3	1	7	2	6
gene:ENSPTRG00000051031	1	21159458	21199701	+	40244	1722	1906	1328	2048	1516	1943	1680	1993	1629	1887	1109	2792	1227	1574	1252	2141
gene:ENSPTRG00000052708	1	21223641	21249391	-	25751	4	43	56	183	20	19	55	95	18	32	24	144	9	28	10	288
gene:ENSPTRG00000000315	1	21563977	21642727	+	78751	1381	2132	584	2469	1255	2091	883	1423	1526	1738	612	2211	1116	1727	912	2394
gene:ENSPTRG00000000316	1	21694672	21731945	+	37274	1	22	9	3	6	18	5	4	2	9	14	2	3	30	2	6
gene:ENSPTRG00000000318	1	21764852	21767947	+	3096	659	679	973	1019	723	551	1001	1385	447	42	28	1040	360	608	993	1686
gene:ENSPTRG00000000319	1	21771959	21776442	+	4484	841	912	1274	669	981	647	1331	1238	429	77	40	982	382	669	1364	1886
gene:ENSPTRG00000043586	1	21780954	21793705	+	12752	1088	1195	1550	1415	1159	619	1513	1902	385	69	61	1344	328	635	1282	2381
gene:ENSPTRG00000000320	1	21838942	22041391	+	202450	59	350	74	131	104	162	95	99	118	165	156	203	33	127	82	209
gene:ENSPTRG00000045299	1	22080730	22093095	-	12366	2	6	1	10	1	4	2	3	4	0	5	5	2	5	2	2
gene:ENSPTRG00000048035	1	22144558	22149497	-	4940	19	15	3	17	10	19	0	14	23	17	11	34	12	7	3	6
gene:ENSPTRG00000000321	1	22153142	22217089	+	63948	1423	2544	878	1817	1168	2067	1030	1853	1524	1761	760	2374	944	1728	1102	2035
gene:ENSPTRG00000000322	1	22218451	22249099	-	30649	1286	1696	310	960	800	1721	462	1450	1591	1574	267	2873	1079	1570	446	2453
gene:ENSPTRG00000000323	1	22335717	22336850	-	1134	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1
gene:ENSPTRG00000000324	1	22476858	22511520	-	34663	1781	2205	1259	2157	1339	1714	1198	1615	1570	1817	817	2262	1145	1368	1096	1936
gene:ENSPTRG00000050562	1	22526277	22537033	-	10757	1159	702	228	436	1067	559	343	630	1338	566	154	388	640	398	187	625
gene:ENSPTRG00000023819	1	22548189	22592398	-	44210	2848	2901	1766	848	980	2896	1378	665	1455	1611	2882	776	1490	2135	3574	934
gene:ENSPTRG00000049339	1	22596192	22652046	-	55855	1551	1699	536	1894	1057	1198	405	943	1513	1162	814	1218	882	1377	875	1606
gene:ENSPTRG00000000330	1	22672487	22698761	-	26275	26	54	11	54	13	19	43	33	12	16	11	59	5	15	13	80
gene:ENSPTRG00000000331	1	22723997	22725916	-	1920	867	972	567	1167	993	1059	553	1781	1035	902	425	1294	1043	725	693	1056
gene:ENSPTRG00000000332	1	22800582	22811591	+	11010	2	10	5	11	5	7	4	4	5	7	8	5	4	9	8	9
gene:ENSPTRG00000000334	1	22863261	22867926	+	4666	1012	1154	913	1339	901	1089	977	1394	921	1010	906	1162	804	988	935	1198
gene:ENSPTRG00000000335	1	22912922	22933262	+	20341	1401	1532	1777	2339	1065	1653	1555	1892	1236	1320	1271	1809	860	1414	1739	2004
gene:ENSPTRG00000000336	1	22949752	22959389	+	9638	1090	1034	755	894	756	1063	739	955	766	951	624	960	618	821	879	890
gene:ENSPTRG00000049841	1	22962327	22966715	+	4389	578	1285	750	1185	551	1195	590	953	598	973	675	863	440	1097	742	1054
gene:ENSPTRG00000000338	1	22966775	22971833	-	5059	214	695	574	660	317	791	496	640	306	809	877	566	160	850	935	889
gene:ENSPTRG00000000339	1	22973044	22996696	-	23653	1225	1964	1456	1041	1017	2437	1668	1150	1186	2018	1966	982	1110	2068	2306	1457
gene:ENSPTRG00000000340	1	23018529	23038683	-	20155	868	1926	1344	1132	1312	1441	1414	1190	462	1092	752	1184	469	1216	1675	1534
gene:ENSPTRG00000024370	1	23044619	23045701	-	1083	3	4	2	4	6	4	15	9	1	8	0	9	0	13	10	10
gene:ENSPTRG00000039900	1	23073606	23075037	-	1432	40	42	30	29	27	35	20	37	31	22	20	38	23	27	26	44
gene:ENSPTRG00000022763	1	23145468	23147366	+	1899	1028	885	303	965	966	1086	731	935	1073	1144	545	1479	766	952	512	1188
gene:ENSPTRG00000044753	1	23149361	23165440	-	16080	2951	3635	1540	4670	1983	3081	1976	2344	2358	2974	1442	4156	1671	2804	1788	3209
gene:ENSPTRG00000000341	1	23238440	23291208	-	52769	9298	574	10	59	6232	1253	33	53	6365	880	21	31	6339	510	26	224
gene:ENSPTRG00000000342	1	23302259	23325828	-	23570	12	179	293	53	14	112	208	14	11	87	241	9	4	77	228	22
gene:ENSPTRG00000000343	1	23336683	23369749	-	33067	246	1320	1573	1021	163	887	1101	342	134	280	681	361	116	476	1297	788
gene:ENSPTRG00000049446	1	23476040	23476460	-	421	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
gene:ENSPTRG00000000344	1	23500336	23547700	+	47365	9	93	63	76	13	79	23	17	19	46	136	22	2	53	40	46
gene:ENSPTRG00000000345	1	23537463	23598890	-	61428	37	246	17	274	49	521	70	88	49	369	40	127	30	361	34	114
gene:ENSPTRG00000000346	1	23599106	23656463	+	57358	1636	2597	271	1805	1162	1921	310	750	1530	1695	263	1404	1379	1482	291	1758
gene:ENSPTRG00000045149	1	23686212	23736422	+	50211	527	954	190	1275	350	692	311	485	514	614	102	867	253	572	201	938
gene:ENSPTRG00000000348	1	23797238	23805604	+	8367	18	100	62	257	41	50	229	153	39	66	23	181	8	133	146	468
gene:ENSPTRG00000000349	1	23839272	23869505	+	30234	2353	2818	1296	2224	2001	2367	1355	2138	2208	1789	922	3209	1354	1820	1724	2358
gene:ENSPTRG00000000350	1	23941667	24036829	+	95163	4165	4505	988	2897	3356	4745	2020	3406	3919	4894	1772	5334	2926	3976	1943	3779
gene:ENSPTRG00000000351	1	24092045	24157620	-	65576	156	344	146	629	238	166	224	985	98	299	192	2082	37	272	223	1433
gene:ENSPTRG00000000352	1	24432283	24443047	-	10765	831	975	486	856	733	925	567	813	776	808	425	856	571	701	434	834
gene:ENSPTRG00000000353	1	24451910	24457158	-	5249	1416	1778	678	1919	1676	2276	1551	1951	2235	2102	1415	2932	1491	2284	1765	2919
gene:ENSPTRG00000029594	1	24505732	24571879	+	66148	837	1229	1420	1206	632	994	1042	909	679	710	824	1250	476	670	1374	907
gene:ENSPTRG00000000362	1	24611817	24637076	+	25260	1178	1568	900	1298	867	1239	892	1334	1108	1235	611	2322	758	1221	1136	1794
gene:ENSPTRG00000000363	1	24683973	24854417	+	170445	1500	1768	3169	1539	1145	2593	4247	1511	1407	3311	2057	5706	945	2551	3779	2028
gene:ENSPTRG00000022721	1	24868664	24884092	+	15429	823	1371	318	864	850	1120	483	753	874	929	229	1306	565	912	335	1257
gene:ENSPTRG00000000365	1	24888261	24901318	+	13058	1876	2082	1186	1191	1436	1972	878	751	1628	1431	1057	1043	1403	1712	1410	1179
gene:ENSPTRG00000040706	1	24900463	24927892	-	27430	48	57	9	61	32	45	22	31	49	51	24	53	37	36	20	40
gene:ENSPTRG00000046691	1	24931200	24932240	-	1041	41	322	51	50	59	603	106	81	49	454	182	98	12	421	232	91
gene:ENSPTRG00000000369	1	24954307	24973988	-	19682	588	880	161	582	865	877	489	958	887	808	145	877	573	667	192	715
gene:ENSPTRG00000000370	1	25038642	25076833	-	38192	442	1237	419	713	593	1255	746	588	671	1355	617	808	427	1064	822	812
gene:ENSPTRG00000000371	1	25100402	25117644	+	17243	1665	27	4	11	1278	31	9	40	1380	24	13	35	1311	21	5	61
gene:ENSPTRG00000000372	1	25119203	25127565	-	8363	106	67	1	4	92	368	1	4	148	244	0	2	158	552	6	10
gene:ENSPTRG00000000373	1	25133066	25148697	-	15632	3919	33	23	40	2133	68	26	59	2173	25	16	42	3658	14	13	158
gene:ENSPTRG00000000374	1	25195232	25209317	+	14086	426	480	415	511	184	356	341	334	237	306	280	297	103	269	497	425
gene:ENSPTRG00000022777	1	25245282	25246097	+	816	33	21	8	28	96	27	5	106	66	38	4	45	29	35	9	158
gene:ENSPTRG00000050100	1	25247837	25252190	-	4354	1	1	2	1	2	1	1	2	0	2	1	3	0	0	2	3
gene:ENSPTRG00000000375	1	25253219	25254564	+	1346	118	238	198	216	105	219	159	180	139	165	200	105	109	188	217	221
gene:ENSPTRG00000050455	1	25254880	25255352	-	473	5	0	1	1	4	3	1	0	1	0	1	0	4	1	2	4
gene:ENSPTRG00000048000	1	25263859	25276779	+	12921	59	661	23	1454	93	635	49	619	46	284	25	702	31	388	22	1038
gene:ENSPTRG00000000377	1	25277429	25289862	+	12434	5	11	3	13	2	10	3	3	5	4	5	8	3	6	5	5
gene:ENSPTRG00000000378	1	25324062	25369283	+	45222	1001	287	172	395	795	377	180	247	1003	232	145	288	903	322	260	379
gene:ENSPTRG00000047319	1	25370624	25371744	+	1121	339	427	227	509	453	496	343	709	416	464	245	623	249	462	311	732
gene:ENSPTRG00000000380	1	25372116	25397014	-	24899	252	1395	275	1435	240	1339	204	702	246	682	215	916	134	868	190	1114
gene:ENSPTRG00000000381	1	25408326	25410936	+	2611	110	87	61	445	323	131	198	632	125	221	125	625	54	242	154	665
gene:ENSPTRG00000000382	1	25412384	25437154	-	24771	16	83	12	46	11	62	16	35	10	39	19	50	8	21	10	26
gene:ENSPTRG00000000383	1	25452040	25464967	-	12928	7	11	3	16	41	62	51	108	21	108	47	228	10	60	25	95
gene:ENSPTRG00000000384	1	25501315	25529368	+	28054	15	24	14	26	13	20	8	24	31	19	19	31	12	17	18	18
gene:ENSPTRG00000000385	1	25531907	25575676	+	43770	700	1365	568	949	805	1386	617	871	967	1118	495	1231	515	1025	662	1192
gene:ENSPTRG00000045505	1	25554333	25554857	-	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000000386	1	25572111	25575676	+	3566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000048717	1	25616472	25617368	-	897	0	7	8	1	1	1	3	0	0	2	3	1	0	6	1	0
gene:ENSPTRG00000000387	1	25626591	25671847	+	45257	851	2911	397	3030	700	2475	633	2585	593	1404	335	3253	492	1895	642	3646
gene:ENSPTRG00000000388	1	25788442	25874565	+	86124	2838	3293	1512	3504	2379	2873	1511	2491	2267	2384	1381	4219	1559	2603	2702	3514
gene:ENSPTRG00000047988	1	25878208	25890671	+	12464	182	533	523	463	182	686	551	361	304	558	761	559	98	448	901	564
gene:ENSPTRG00000051743	1	25914720	25944248	+	29529	1155	774	402	1106	872	816	547	1107	875	557	492	1307	709	646	676	1291
gene:ENSPTRG00000030723	1	25951452	25952198	+	747	7	10	0	127	1	0	1	7	1	0	2	7	2	14	1	57
gene:ENSPTRG00000000392	1	25966948	25978065	-	11118	578	905	374	817	317	519	306	379	406	451	276	579	263	523	424	559
gene:ENSPTRG00000023419	1	25978065	25988118	-	10054	330	552	358	624	225	435	221	423	237	257	198	310	156	333	285	393
gene:ENSPTRG00000000394	1	25999062	26002280	-	3219	176	198	1735	111	102	1325	269	54	106	790	1479	42	112	890	1217	62
gene:ENSPTRG00000000395	1	26009264	26042066	+	32803	1109	1245	953	1312	872	1333	882	1202	910	954	1085	1065	726	1154	1255	1103
gene:ENSPTRG00000000396	1	26045237	26056120	-	10884	2	496	127	372	4	480	43	178	3	269	94	111	8	369	96	268
gene:ENSPTRG00000044717	1	26081487	26084441	-	2955	3	11	4	8	7	12	9	4	1	5	6	4	2	11	7	5
gene:ENSPTRG00000046384	1	26089348	26090031	+	684	9	6	2	3	19	13	1	3	22	5	5	1	14	13	3	10
gene:ENSPTRG00000000397	1	26100524	26108433	-	7910	834	711	5	1136	242	321	13	659	118	116	9	188	259	135	8	910
gene:ENSPTRG00000051037	1	26194158	26253252	-	59095	871	1519	244	1234	1009	1533	443	1141	1253	889	242	1538	696	1047	510	1519
gene:ENSPTRG00000042092	1	26286780	26287462	-	683	513	357	239	196	397	385	223	197	411	386	151	242	469	291	228	257
gene:ENSPTRG00000052422	1	26292805	26293788	+	984	96	123	79	100	66	120	96	96	83	112	56	107	62	78	64	103
gene:ENSPTRG00000044112	1	26295945	26297524	+	1580	12	13	6	13	14	18	12	11	8	19	12	14	4	11	5	10
gene:ENSPTRG00000000401	1	26354009	26411654	+	57646	1328	1224	497	1011	1077	1351	693	921	1058	1195	460	1536	924	1057	716	1406
gene:ENSPTRG00000000402	1	26427161	26441467	+	14307	1087	1545	665	1645	856	1523	820	1205	1072	1225	848	1469	637	1113	840	1304
gene:ENSPTRG00000000403	1	26446084	26459027	+	12944	63	352	23	967	101	531	116	869	82	394	110	1249	25	406	103	1128
gene:ENSPTRG00000000404	1	26460302	26471777	-	11476	2358	1379	418	5188	1577	1541	635	4170	1232	1075	597	2348	809	964	536	2765
