# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/macaca_genome/Macaca_mulatta.Mmul_10.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "macacYN07-314_heart_rna_dupsRemoved.bam" "macacYN07-314_kidney_rna_dupsRemoved.bam" "macacYN07-314_liver_rna_dupsRemoved.bam" "macacYN07-314_lung_rna_dupsRemoved.bam" "macacYN07-315_heart_rna_dupsRemoved.bam" "macacYN07-315_kidney_rna_dupsRemoved.bam" "macacYN07-315_liver_rna_dupsRemoved.bam" "macacYN07-315_lung_rna_dupsRemoved.bam" "macacYN07-317_heart_rna_dupsRemoved.bam" "macacYN07-317_kidney_rna_dupsRemoved.bam" "macacYN07-317_liver_rna_dupsRemoved.bam" "macacYN07-317_lung_rna_dupsRemoved.bam" "macacYN07-330_heart_rna_dupsRemoved.bam" "macacYN07-330_kidney_rna_dupsRemoved.bam" "macacYN07-330_liver_rna_dupsRemoved.bam" "macacYN07-330_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	macacYN07-314_heart_rna_dupsRemoved.bam	macacYN07-314_kidney_rna_dupsRemoved.bam	macacYN07-314_liver_rna_dupsRemoved.bam	macacYN07-314_lung_rna_dupsRemoved.bam	macacYN07-315_heart_rna_dupsRemoved.bam	macacYN07-315_kidney_rna_dupsRemoved.bam	macacYN07-315_liver_rna_dupsRemoved.bam	macacYN07-315_lung_rna_dupsRemoved.bam	macacYN07-317_heart_rna_dupsRemoved.bam	macacYN07-317_kidney_rna_dupsRemoved.bam	macacYN07-317_liver_rna_dupsRemoved.bam	macacYN07-317_lung_rna_dupsRemoved.bam	macacYN07-330_heart_rna_dupsRemoved.bam	macacYN07-330_kidney_rna_dupsRemoved.bam	macacYN07-330_liver_rna_dupsRemoved.bam	macacYN07-330_lung_rna_dupsRemoved.bam
gene:ENSMMUG00000023372	1	24988121	25067181	+	79061	1198	845	233	2041	1913	1126	430	3577	1140	2414	824	2655	1103	1251	331	2339
gene:ENSMMUG00000009184	1	25080245	25143964	+	63720	46	48	39	73	60	89	79	320	51	118	127	259	44	52	76	233
gene:ENSMMUG00000057453	1	25121437	25143928	+	22492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000010380	1	25163007	25261014	-	98008	281	384	740	247	639	660	598	466	605	1035	1653	614	595	598	692	467
gene:ENSMMUG00000010387	1	25263632	25283067	-	19436	594	683	742	326	905	875	872	540	796	998	1237	504	735	765	887	404
gene:ENSMMUG00000010389	1	25283757	25424688	+	140932	3275	2637	2490	2410	4915	3623	3706	4489	4098	4026	4508	3974	3412	2669	2908	3778
gene:ENSMMUG00000010395	1	25433592	25485147	-	51556	37	58	7	204	73	88	18	379	56	81	29	517	31	71	12	224
gene:ENSMMUG00000021166	1	25524144	25547326	+	23183	299	375	270	421	557	558	458	688	414	588	550	622	378	421	382	521
gene:ENSMMUG00000005283	1	25571331	25588009	+	16679	48	247	153	260	121	281	326	514	72	329	373	363	85	200	273	386
gene:ENSMMUG00000060729	1	25626500	25655607	+	29108	44	159	93	346	147	320	273	705	57	219	213	541	49	129	148	485
gene:ENSMMUG00000013779	1	25708309	25933687	+	225379	244	97	38	124	743	140	90	279	367	150	129	217	267	117	69	288
gene:ENSMMUG00000060218	1	25889177	25893850	-	4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000002932	1	26045838	26081676	-	35839	1057	489	485	1074	1216	851	723	1952	705	1234	907	2134	741	1235	527	2002
gene:ENSMMUG00000021078	1	26459697	26485944	+	26248	2292	6783	924	1619	3183	7486	1151	2643	2975	8228	1685	2521	2518	8345	1422	2192
gene:ENSMMUG00000021079	1	26485757	26693331	-	207575	125	335	92	301	218	506	189	591	152	612	278	599	162	392	155	534
gene:ENSMMUG00000021080	1	26693392	26713695	+	20304	336	538	243	514	591	856	379	917	489	890	532	863	419	705	308	759
gene:ENSMMUG00000000065	1	26719904	26754351	-	34448	661	1047	206	536	884	1408	251	878	714	1439	274	643	925	1298	227	845
gene:ENSMMUG00000013039	1	26793087	26811206	-	18120	834	1163	2021	868	2372	1678	3501	1370	2203	1760	3970	1376	1232	1200	2227	1143
gene:ENSMMUG00000042510	1	26834834	26911314	-	76481	34	1253	6640	375	147	1936	8688	712	408	2115	10529	712	100	2802	9066	570
gene:ENSMMUG00000013044	1	26915121	26956041	-	40921	41	32	23	593	44	53	32	1285	358	72	43	1049	18	61	41	708
gene:ENSMMUG00000054881	1	26987268	26989499	-	2232	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
gene:ENSMMUG00000016579	1	27014904	27036952	-	22049	26	23	45	463	61	27	94	1343	59	54	256	802	24	61	103	627
gene:ENSMMUG00000016580	1	27048507	27060035	-	11529	24	180	119	32	39	117	74	63	38	131	184	18	23	21	8	41
gene:ENSMMUG00000016581	1	27122519	27124989	-	2471	108	244	132	292	169	293	213	447	123	336	269	399	157	273	205	354
gene:ENSMMUG00000016582	1	27125144	27185649	+	60506	69	192	66	288	142	314	157	781	108	391	237	679	96	230	160	556
gene:ENSMMUG00000016583	1	27182795	27225777	-	42983	204	473	278	586	301	713	476	1228	265	780	620	996	231	628	465	1083
gene:ENSMMUG00000010081	1	27252307	27399683	-	147377	638	967	290	1028	1153	1217	431	1706	760	1276	598	1367	758	1092	410	1354
gene:ENSMMUG00000059773	1	27465600	27485700	+	20101	51	1	2	4	273	0	1	9	96	1	0	6	36	4	0	10
gene:ENSMMUG00000014674	1	27843707	27864846	+	21140	148	414	204	470	195	524	493	844	167	571	642	700	123	410	353	620
gene:ENSMMUG00000063414	1	27922839	27924235	-	1397	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
gene:ENSMMUG00000050865	1	27973789	28044765	+	70977	38	34	7	51	91	25	5	119	70	31	14	80	41	42	9	104
gene:ENSMMUG00000013380	1	28243944	28381976	+	138033	11	30	13	21	16	52	21	38	10	61	21	23	12	33	17	19
gene:ENSMMUG00000007952	1	28406246	28430987	+	24742	259	475	7208	401	474	1154	7780	505	785	1143	12371	215	353	693	7334	608
gene:ENSMMUG00000056051	1	28463099	28476890	+	13792	2	19	3	5	16	65	51	35	6	45	35	10	21	45	50	39
gene:ENSMMUG00000019727	1	28506542	28527656	+	21115	170	1105	435	5161	276	627	302	6996	353	2237	711	6780	370	669	1449	6394
gene:ENSMMUG00000005069	1	28589617	28618003	+	28387	41	3109	492	118	132	4346	133	187	84	4394	386	172	67	2996	454	153
gene:ENSMMUG00000014230	1	28651208	28679609	+	28402	55	1908	699	204	158	2608	1053	352	116	2700	1095	369	99	2406	1152	300
gene:ENSMMUG00000013639	1	28842750	28923080	+	80331	1267	2705	1470	2614	1986	3576	2518	4804	1831	4449	3455	4562	1692	3365	2481	4339
gene:ENSMMUG00000056198	1	28949032	28962571	+	13540	2	2	4	1	3	3	2	7	1	1	2	1	5	4	2	2
gene:ENSMMUG00000013649	1	28959063	28975510	-	16448	76	12	3	7	180	9	8	44	46	7	10	31	63	21	4	41
gene:ENSMMUG00000023203	1	29012884	29053872	-	40989	277	645	363	980	476	836	670	1684	376	906	684	1532	366	743	574	1407
gene:ENSMMUG00000057650	1	29053929	29070783	+	16855	224	307	95	248	411	419	211	491	226	428	178	314	175	308	159	301
gene:ENSMMUG00000007266	1	29090457	29124131	+	33675	198	409	285	473	434	553	461	787	295	633	750	763	198	453	424	579
gene:ENSMMUG00000007273	1	29151567	29716078	+	564512	313	551	274	950	473	641	490	1791	452	923	570	1906	288	689	344	1726
gene:ENSMMUG00000051559	1	29203003	29206830	-	3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000007278	1	29718499	29766646	+	48148	2	7	0	2	4	7	2	10	4	10	4	9	5	4	6	12
gene:ENSMMUG00000007279	1	29739161	29836212	-	97052	6	23	11	13	4	18	23	30	6	26	51	34	7	21	14	12
gene:ENSMMUG00000007280	1	29836949	29918497	+	81549	516	1392	510	1115	969	2015	849	1797	789	2299	1572	1631	848	1707	784	1510
gene:ENSMMUG00000065134	1	29963715	29970878	+	7164	6	9	14	69	8	13	10	153	7	30	33	129	7	18	13	160
gene:ENSMMUG00000059499	1	30346290	30355878	-	9589	0	6	0	93	0	5	0	131	0	9	1	68	1	13	1	129
gene:ENSMMUG00000058865	1	30382751	30386575	-	3825	1	2	0	1	3	1	5	6	0	6	6	8	1	1	0	3
gene:ENSMMUG00000057372	1	30468386	30470608	-	2223	0	5	1	1	0	0	0	2	0	4	2	1	0	1	3	2
gene:ENSMMUG00000061368	1	30491751	30511972	-	20222	7	29	2	19	14	11	26	28	6	24	7	30	14	22	14	29
gene:ENSMMUG00000052789	1	30588684	30590624	+	1941	1	1	0	1	1	4	0	0	0	0	2	1	1	1	0	0
gene:ENSMMUG00000008776	1	30767148	30778814	+	11667	1084	2122	1032	1482	1659	2322	1710	1890	1326	2425	1940	1661	1097	1974	1418	1383
gene:ENSMMUG00000008779	1	30793188	30890002	-	96815	8	20	9	18	10	29	18	38	10	40	21	17	7	23	16	46
gene:ENSMMUG00000010683	1	30907366	30956371	-	49006	3	22	3	5	10	29	6	42	8	32	14	20	9	25	10	74
gene:ENSMMUG00000052807	1	30930588	30932095	+	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000016792	1	31012906	31080881	+	67976	228	308	154	448	448	596	365	874	294	626	406	727	252	402	249	624
gene:ENSMMUG00000008572	1	31095882	31122310	-	26429	27	43	16	54	35	53	27	87	32	66	65	68	22	40	30	60
gene:ENSMMUG00000022798	1	31122751	31156927	+	34177	455	659	377	540	647	817	550	649	496	931	757	568	549	674	517	646
gene:ENSMMUG00000022801	1	31168415	31185093	+	16679	15	39	119	38	32	58	112	70	19	70	152	73	11	40	164	55
gene:ENSMMUG00000000629	1	31202710	31218841	-	16132	71	320	3907	723	423	890	4720	684	889	763	4877	369	264	770	4484	579
gene:ENSMMUG00000000630	1	31238498	31324604	-	86107	38	152	117	135	128	300	233	379	116	356	340	319	47	160	183	294
gene:ENSMMUG00000064770	1	31313244	31316421	-	3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000001565	1	31462253	32256115	+	793863	2874	1520	1519	3579	5544	2425	2938	5636	3936	2695	3760	4989	3464	1831	2670	4921
gene:ENSMMUG00000001571	1	32260928	32273107	+	12180	667	682	417	902	1049	961	533	1430	969	1253	875	1597	850	884	649	1379
gene:ENSMMUG00000051176	1	32276025	32286557	-	10533	548	449	406	429	840	543	596	654	634	615	688	568	542	533	466	494
gene:ENSMMUG00000000545	1	32348880	32409138	+	60259	30	178	108	302	86	307	330	816	57	236	277	434	36	271	250	383
gene:ENSMMUG00000000546	1	32418596	32453328	-	34733	427	755	1177	1688	645	1031	1951	3256	533	1303	2498	2527	469	1528	2555	3258
gene:ENSMMUG00000015723	1	32571027	32997691	-	426665	13	87	14	28	22	250	45	53	10	163	60	36	9	100	37	67
gene:ENSMMUG00000059669	1	33206884	33463424	-	256541	414	615	509	841	664	856	891	1531	553	946	1069	1410	483	747	857	1319
gene:ENSMMUG00000063647	1	33361078	33361488	+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000023214	1	33785001	34084445	+	299445	15	116	55	33	40	362	134	59	33	209	118	47	19	182	122	46
gene:ENSMMUG00000023216	1	34032599	34409454	-	376856	140	120	41	36	293	401	116	52	665	248	72	73	447	235	83	50
gene:ENSMMUG00000022935	1	34416280	34525030	+	108751	398	38	16	53	1024	87	27	79	748	48	25	61	797	26	51	80
gene:ENSMMUG00000020320	1	35159427	35210142	-	50716	289	1382	10028	312	588	2364	14764	335	684	1525	18754	237	821	1091	12795	285
gene:ENSMMUG00000021073	1	35333347	35702445	+	369099	1456	715	321	1368	2176	913	450	2258	2399	1120	673	2291	1832	782	351	2026
gene:ENSMMUG00000053325	1	35468344	35470641	-	2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000056058	1	35705041	35722655	-	17615	290	148	44	479	429	265	58	726	328	183	84	700	374	127	40	461
gene:ENSMMUG00000054486	1	35737952	35750052	+	12101	0	147	0	4	3	74	1	8	0	205	3	6	7	108	1	10
gene:ENSMMUG00000017551	1	35948334	36134029	+	185696	470	466	870	896	882	699	2279	1538	596	979	4220	1793	797	592	2025	1250
gene:ENSMMUG00000017553	1	36064094	36083969	-	19876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000006260	1	36228907	36278875	+	49969	1108	1421	640	1599	1785	2084	1261	2425	1200	2193	1455	2182	1326	1762	1168	1945
gene:ENSMMUG00000006261	1	36284395	36298613	+	14219	150	469	484	908	388	677	1179	1885	213	711	983	1503	224	641	914	1261
gene:ENSMMUG00000006262	1	36309666	36429087	-	119422	98	231	144	299	223	316	326	815	197	437	330	570	149	293	316	588
gene:ENSMMUG00000049630	1	36376516	36377914	+	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000003768	1	36484544	36546238	+	61695	311	577	470	922	469	828	832	1520	453	1087	1805	1420	338	853	1509	1150
gene:ENSMMUG00000055309	1	36554442	36555917	+	1476	1	3	2	3	1	4	3	10	3	5	8	4	1	1	3	4
gene:ENSMMUG00000003769	1	36566001	36766846	+	200846	144	612	80	155	216	934	139	284	220	849	216	248	197	956	140	209
gene:ENSMMUG00000003770	1	36763468	36788370	-	24903	4	897	4	1	15	1750	3	25	8	1680	12	14	10	2426	4	14
gene:ENSMMUG00000016033	1	36804785	36897596	+	92812	6	78	10	78	31	62	19	122	4	90	26	111	10	130	22	87
gene:ENSMMUG00000055256	1	37015962	37024579	+	8618	4	7	2	12	10	5	1	5	12	4	7	13	3	4	3	21
gene:ENSMMUG00000031279	1	37041573	37085341	-	43769	319	1353	1990	1381	522	1997	2911	2318	609	2223	3893	2607	415	1386	2912	1909
gene:ENSMMUG00000053617	1	37069685	37085774	-	16090	8	10	25	10	9	24	27	18	7	18	27	17	6	14	23	18
gene:ENSMMUG00000014873	1	37090215	37127721	+	37507	857	1278	1089	1583	1431	1585	1837	2566	1417	1845	2220	2303	1520	1446	1582	2078
gene:ENSMMUG00000002135	1	37160137	37317517	+	157381	284	881	680	636	513	1471	1131	1245	422	1755	1448	999	317	971	899	1117
gene:ENSMMUG00000059364	1	37360783	37407330	+	46548	684	1915	588	5497	1148	1937	873	7258	918	2746	2174	7383	832	2272	1885	5794
gene:ENSMMUG00000055544	1	37422364	37481519	+	59156	4	9	0	23	8	8	2	13	7	14	2	12	8	10	5	14
gene:ENSMMUG00000012051	1	37454585	37703355	-	248771	425	771	323	755	688	1057	427	1266	509	1210	600	1163	522	774	423	964
gene:ENSMMUG00000012848	1	37835853	38092808	+	256956	749	666	237	483	1162	1072	438	1024	837	1356	584	875	397	754	386	948
gene:ENSMMUG00000016234	1	37920890	37921384	-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000054762	1	38002199	38004166	-	1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000020019	1	38119162	38156143	+	36982	95	415	9	216	176	403	19	552	135	797	47	644	102	466	26	372
gene:ENSMMUG00000020021	1	38178834	38229016	-	50183	280	907	182	1026	463	1107	285	1636	308	1183	425	1519	319	891	250	1216
gene:ENSMMUG00000020023	1	38239763	38263008	+	23246	100	371	204	599	193	469	297	1017	111	531	384	879	117	496	216	732
gene:ENSMMUG00000031286	1	38293937	38294920	+	984	81	35	15	220	118	38	12	365	89	55	52	340	71	67	13	291
gene:ENSMMUG00000058944	1	38344411	38350185	+	5775	4	1	4	5	6	1	0	4	2	1	1	5	0	3	0	0
gene:ENSMMUG00000014498	1	38578900	39019299	+	440400	19	45	38	42	37	55	44	67	17	37	25	44	27	86	41	65
gene:ENSMMUG00000059328	1	39279327	39281027	-	1701	0	0	0	0	2	0	0	1	5	2	0	1	0	0	0	2
gene:ENSMMUG00000022884	1	39623410	39632263	-	8854	2351	1680	4213	3667	3164	2170	4455	5411	3746	2422	4677	5497	3403	2131	3645	4927
gene:ENSMMUG00000022886	1	39657049	39657873	-	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000031291	1	39706366	39804203	+	97838	7	14	23	20	11	24	10	44	8	29	29	31	9	15	17	23
gene:ENSMMUG00000005634	1	39825939	39841846	-	15908	217	468	182	656	331	551	281	1289	279	669	323	1088	347	526	236	1079
gene:ENSMMUG00000055481	1	39848119	39880410	-	32292	120	1680	187	296	239	2273	265	746	131	2290	612	579	136	1974	240	567
gene:ENSMMUG00000008990	1	39895999	39937970	-	41972	15	21	2	2	36	24	10	2	18	18	20	3	4	33	7	6
gene:ENSMMUG00000008992	1	40040683	40080647	+	39965	131	2123	534	484	227	3218	1013	1055	157	5015	1364	874	204	2162	917	899
gene:ENSMMUG00000005635	1	40088603	40138069	+	49467	1177	2451	1377	2275	2002	3391	2142	3777	1754	3885	2851	3564	1574	2804	2079	3235
gene:ENSMMUG00000015081	1	40150394	40199068	-	48675	87	69	58	78	67	99	63	145	120	110	83	136	106	88	51	122
gene:ENSMMUG00000015084	1	40270068	40389058	+	118991	2263	917	548	1684	2891	1204	824	2618	2846	1552	1218	2873	2349	1216	756	2500
gene:ENSMMUG00000001479	1	40425678	40493781	+	68104	130	212	73	2063	210	171	97	3336	271	186	177	3162	297	180	68	2669
gene:ENSMMUG00000001481	1	40497153	40671719	-	174567	282	36	20	133	630	60	26	228	351	74	56	126	371	46	49	146
gene:ENSMMUG00000018458	1	40733146	40821137	+	87992	1341	2001	1031	2152	2245	2812	1831	3711	2101	3316	2870	3449	1592	2464	1800	3083
gene:ENSMMUG00000018460	1	40820617	40858496	-	37880	117	469	97	1279	234	429	175	3357	104	371	441	2931	104	538	155	2115
gene:ENSMMUG00000061128	1	40887087	40896548	-	9462	535	1029	777	1762	785	1316	994	2531	629	1466	1350	2560	526	1104	964	1993
gene:ENSMMUG00000016399	1	40896935	41187630	+	290696	1240	1872	500	1903	1930	2909	938	2822	1317	3191	1349	2846	1586	2128	841	2387
gene:ENSMMUG00000060284	1	40909057	40910148	-	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000016405	1	41197409	41298496	-	101088	369	93	13	45	481	170	21	95	333	178	17	57	391	174	90	134
gene:ENSMMUG00000064206	1	41312203	41382391	+	70189	612	401	369	542	827	572	407	678	578	559	495	603	584	501	451	567
gene:ENSMMUG00000058107	1	41586167	41586976	+	810	153	167	154	206	199	207	218	285	158	215	266	258	131	142	146	212
gene:ENSMMUG00000062353	1	41637936	41887362	+	249427	1112	213	154	724	1683	308	243	1368	1347	644	379	1524	874	405	214	1433
gene:ENSMMUG00000058713	1	41699444	41701123	-	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000005410	1	41950285	42019500	-	69216	837	1609	2602	1867	1368	2217	3536	2815	1404	2522	4093	2591	1037	1836	3501	2465
gene:ENSMMUG00000019515	1	42055367	42227348	-	171982	4488	270	123	1417	6664	265	151	2434	6389	450	260	2150	5700	354	154	2237
gene:ENSMMUG00000063736	1	42274188	42275631	-	1444	0	0	0	0	1	0	0	3	0	0	1	1	0	1	0	0
gene:ENSMMUG00000013878	1	42292882	42348090	+	55209	288	401	158	486	403	566	239	962	323	598	335	865	305	500	233	873
gene:ENSMMUG00000013879	1	42365638	42404470	-	38833	572	1138	855	1112	928	1604	1374	1808	727	1718	1501	1498	769	1339	1478	1475
gene:ENSMMUG00000013882	1	42404707	42531522	+	126816	594	1289	1997	2267	970	1493	3534	3457	988	2631	4109	3946	964	1745	2725	3571
gene:ENSMMUG00000013884	1	42536191	42556899	-	20709	3965	7672	1434	3062	5906	9529	2665	5635	6298	11137	3121	5420	4509	9230	2354	4891
gene:ENSMMUG00000010474	1	42966608	43419173	+	452566	1036	2036	69	1062	1381	1961	108	2129	1200	5486	171	2568	916	1948	117	2037
gene:ENSMMUG00000009076	1	43518929	43535777	+	16849	43	61	1820	1675	274	78	3433	2071	117	61	3023	1788	94	79	2633	949
gene:ENSMMUG00000009081	1	43535655	43598418	-	62764	1965	2079	1278	2703	2671	2943	2154	4736	2536	3248	2772	4208	2121	2406	1928	4154
gene:ENSMMUG00000009085	1	43598632	43642724	+	44093	448	886	641	857	766	1348	1085	1539	548	1436	1308	1424	569	1014	944	1155
gene:ENSMMUG00000064825	1	43664973	43670557	-	5585	5	3	73	3	10	8	56	11	8	8	30	8	12	10	45	5
gene:ENSMMUG00000016857	1	43910149	43921060	-	10912	39	131	42	247	88	235	67	687	161	199	54	579	53	266	57	1045
gene:ENSMMUG00000021423	1	44015532	44213034	+	197503	29	93	80	278	128	241	325	943	70	154	276	692	56	233	267	721
gene:ENSMMUG00000055981	1	45168680	45170593	+	1914	261	299	315	311	343	336	332	363	275	354	396	375	271	319	329	346
gene:ENSMMUG00000059986	1	45279756	45284218	+	4463	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0
gene:ENSMMUG00000010110	1	47371750	47769593	-	397844	13	35	20	40	30	42	28	69	19	62	56	47	18	40	32	56
gene:ENSMMUG00000013995	1	49463684	49493317	+	29634	22	41	66	401	65	45	200	1061	39	72	317	695	24	80	120	538
gene:ENSMMUG00000052426	1	49646733	49670244	+	23512	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
gene:ENSMMUG00000003486	1	49869514	49873898	+	4385	71	87	16	184	71	47	45	591	114	222	73	785	78	115	45	906
gene:ENSMMUG00000059086	1	49929734	49951770	+	22037	0	1	5	6	1	1	414	15	4	1	260	21	1	3	4	58
gene:ENSMMUG00000049590	1	50104044	50107289	+	3246	78	240	122	1451	178	537	221	2398	198	693	328	2329	73	1000	224	3084
gene:ENSMMUG00000022641	1	50308310	50364156	-	55847	799	1071	614	1030	1284	1560	1000	1738	946	1662	1287	1540	936	1208	880	1365
gene:ENSMMUG00000022643	1	50363532	50397047	+	33516	235	686	381	568	461	935	618	1050	307	867	721	810	282	703	576	859
gene:ENSMMUG00000065201	1	50384774	50386783	-	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000022645	1	50405570	50414992	-	9423	211	246	189	248	355	390	336	546	274	423	454	483	229	351	267	416
gene:ENSMMUG00000022647	1	50431525	50571751	+	140227	571	1086	489	1140	958	1510	872	2054	806	1598	1071	1796	717	1258	712	1744
gene:ENSMMUG00000022648	1	50492001	50499590	-	7590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000056654	1	52841191	52842650	-	1460	684	705	761	787	816	833	845	799	773	848	971	870	741	740	840	792
gene:ENSMMUG00000021082	1	53610539	54006298	-	395760	9	201	569	269	28	178	935	471	34	222	791	384	27	172	524	411
gene:ENSMMUG00000045497	1	54054405	54242415	+	188011	291	1766	13628	3233	910	1805	16294	4490	1589	2409	18175	4423	664	2403	14583	3778
gene:ENSMMUG00000000243	1	54336758	54397882	+	61125	11	30	4873	271	115	65	6423	176	416	26	6953	56	94	163	5407	139
gene:ENSMMUG00000000244	1	54413177	54449767	-	36591	5	5	3388	102	71	19	4877	64	156	15	4421	22	34	63	3727	40
gene:ENSMMUG00000000245	1	54474826	54537109	-	62284	11	18	66	46	33	41	162	83	13	25	248	65	6	25	141	87
gene:ENSMMUG00000058395	1	54550368	54596024	-	45657	105	188	118	74	169	296	240	186	102	256	262	144	93	182	244	192
gene:ENSMMUG00000055405	1	54618040	54619363	+	1324	24	74	43	48	21	76	32	51	18	80	54	58	33	97	65	68
gene:ENSMMUG00000012322	1	54669714	54876688	+	206975	33	69	29	52	65	68	41	114	51	63	30	61	33	37	33	69
gene:ENSMMUG00000013962	1	54908305	55188522	-	280218	255	352	169	345	412	433	292	581	347	491	346	432	285	292	332	523
gene:ENSMMUG00000060620	1	55325000	55329632	+	4633	49	42	27	15	101	41	37	27	87	33	53	21	60	46	34	18
gene:ENSMMUG00000012259	1	55340341	55351760	+	11420	0	1	0	1	0	2	1	0	0	1	3	0	1	1	2	2
gene:ENSMMUG00000021649	1	55565604	55711514	+	145911	2767	2477	1339	2773	3522	3231	2232	4415	3202	3885	2404	3975	2240	2935	2221	3731
gene:ENSMMUG00000011992	1	55939592	55957729	-	18138	3	336	0	4	4	455	3	14	7	583	2	11	3	461	2	11
gene:ENSMMUG00000000009	1	56060280	56182725	+	122446	253	392	394	2695	429	536	814	5145	263	956	1762	4292	194	564	670	3886
gene:ENSMMUG00000016188	1	57461517	57608709	+	147193	47	47	1241	95	68	47	1620	205	82	61	2254	177	55	59	1539	171
gene:ENSMMUG00000007334	1	57828164	57834042	-	5879	134	346	579	375	228	472	731	753	254	543	1454	628	185	380	783	654
gene:ENSMMUG00000050830	1	57919988	57921425	-	1438	1	0	3	2	1	1	2	1	1	3	5	0	0	0	3	1
gene:ENSMMUG00000004266	1	57978277	58044271	-	65995	245	260	272	381	308	282	312	457	285	308	385	436	258	301	308	386
gene:ENSMMUG00000004268	1	58075601	58101743	-	26143	339	602	336	688	523	752	511	1312	395	821	645	1000	455	617	492	976
gene:ENSMMUG00000012218	1	58171565	58286850	+	115286	333	654	225	816	565	949	410	1634	495	1182	539	1450	409	891	423	1480
gene:ENSMMUG00000012219	1	58300756	58301841	+	1086	0	0	0	5	0	0	0	14	0	0	1	15	0	0	0	7
gene:ENSMMUG00000063678	1	58318827	58345783	+	26957	6	1071	22	267	20	1611	36	461	10	1660	49	153	8	1115	25	226
gene:ENSMMUG00000052462	1	58344143	58397663	+	53521	6	18	4	24	13	25	17	43	10	25	30	28	8	27	14	32
gene:ENSMMUG00000005921	1	58397679	58452172	-	54494	53	66	300	763	93	85	375	1520	36	163	597	1259	39	98	374	939
gene:ENSMMUG00000017414	1	58468620	58543348	-	74729	6	3	4	10	9	11	9	17	8	6	10	12	5	4	10	12
gene:ENSMMUG00000017419	1	58545290	58545910	-	621	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000013500	1	58561694	58602047	-	40354	456	991	343	843	839	1070	444	1196	532	1430	639	1138	566	1102	457	937
gene:ENSMMUG00000013504	1	58624006	58656280	+	32275	4	2	2	3	4	6	8	33	6	7	5	9	3	8	5	5
gene:ENSMMUG00000013506	1	58704062	58753436	+	49375	0	18	1	2	1	14	0	18	3	8	4	2	3	12	3	45
gene:ENSMMUG00000056199	1	58779795	58798453	-	18659	9518	477	455	288	13561	544	212	702	10903	625	437	349	13432	906	273	961
gene:ENSMMUG00000013507	1	58798356	58820089	-	21734	30	1525	662	188	95	1765	973	343	74	1829	1486	367	37	1637	1318	198
gene:ENSMMUG00000046222	1	58829999	58843179	-	13181	22	304	189	120	45	506	330	122	129	328	278	133	24	513	503	111
gene:ENSMMUG00000061689	1	58878761	58890941	-	12181	42	67	13	189	63	141	46	242	63	128	86	426	35	103	39	280
gene:ENSMMUG00000047008	1	58886243	58890664	-	4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000020772	1	58904700	58967503	-	62804	1189	2105	2013	5012	1694	2109	2410	6812	1887	3113	3219	6654	1651	2998	2326	6026
gene:ENSMMUG00000001908	1	59051755	59243419	+	191665	377	163	64	657	656	194	126	1484	692	307	259	1380	400	339	109	1156
gene:ENSMMUG00000001916	1	59253069	59306943	+	53875	779	1529	1003	2129	1390	1979	1445	3566	1146	2474	2018	3331	868	1777	1441	2610
gene:ENSMMUG00000001921	1	59317121	59321781	+	4661	994	159	117	457	1065	159	139	520	851	208	170	438	747	178	168	347
