# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/bumblebee_genome/GCF_000214255.1_Bter_1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR8929838_dupsRemoved.bam" "SRR8929839_dupsRemoved.bam" "SRR8929840_dupsRemoved.bam" "SRR8929841_dupsRemoved.bam" "SRR8929842_dupsRemoved.bam" "SRR8929843_dupsRemoved.bam" "SRR8929848_dupsRemoved.bam" "SRR8929849_dupsRemoved.bam" "SRR8929852_dupsRemoved.bam" "SRR8929853_dupsRemoved.bam" "SRR8929854_dupsRemoved.bam" "SRR8929855_dupsRemoved.bam" "SRR8929856_dupsRemoved.bam" "SRR8929857_dupsRemoved.bam" "SRR8929858_dupsRemoved.bam" "SRR8929859_dupsRemoved.bam" "SRR8929860_dupsRemoved.bam" "SRR8929861_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8929838_dupsRemoved.bam	SRR8929839_dupsRemoved.bam	SRR8929840_dupsRemoved.bam	SRR8929841_dupsRemoved.bam	SRR8929842_dupsRemoved.bam	SRR8929843_dupsRemoved.bam	SRR8929848_dupsRemoved.bam	SRR8929849_dupsRemoved.bam	SRR8929852_dupsRemoved.bam	SRR8929853_dupsRemoved.bam	SRR8929854_dupsRemoved.bam	SRR8929855_dupsRemoved.bam	SRR8929856_dupsRemoved.bam	SRR8929857_dupsRemoved.bam	SRR8929858_dupsRemoved.bam	SRR8929859_dupsRemoved.bam	SRR8929860_dupsRemoved.bam	SRR8929861_dupsRemoved.bam
gene200	NC_015762.1	3714951	3720310	+	5360	57	42	18	37	37	17	42	17	52	64	64	53	16	45	11	59	11	43
gene201	NC_015762.1	3744985	3989710	-	244726	458	477	508	226	433	391	483	576	328	539	440	437	497	439	502	439	589	434
gene202	NC_015762.1	3831957	3837092	+	5136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene203	NC_015762.1	4013481	4022565	+	9085	4	6	11	7	4	0	3	2	10	7	12	2	2	2	6	9	12	2
gene204	NC_015762.1	4031418	4050542	+	19125	1287	1168	1388	525	797	1371	1092	1042	915	946	968	699	875	1178	974	511	734	741
gene205	NC_015762.1	4032938	4041280	-	8343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene206	NC_015762.1	4050898	4057494	+	6597	749	873	758	475	591	662	806	592	637	657	648	574	618	665	574	546	786	693
gene207	NC_015762.1	4058015	4069914	+	11900	1334	1399	1339	774	1043	1136	1277	1087	1055	1288	1064	1060	1109	983	1128	1106	1554	1110
gene208	NC_015762.1	4070052	4079832	+	9781	900	960	923	636	718	821	890	864	803	884	815	660	733	783	836	702	1085	776
gene209	NC_015762.1	4075289	4077099	-	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene210	NC_015762.1	4080021	4083401	+	3381	152	135	141	99	114	123	147	145	93	116	117	104	107	112	110	94	111	109
gene211	NC_015762.1	4083282	4084968	-	1687	545	613	596	544	508	508	619	464	484	479	524	450	497	455	513	532	606	530
gene212	NC_015762.1	4085083	4108913	+	23831	280	297	296	153	218	253	263	216	211	200	225	216	209	207	265	207	254	223
gene213	NC_015762.1	4085848	4103782	-	17935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene214	NC_015762.1	4111343	4134180	-	22838	319	326	338	218	250	268	309	250	231	293	255	209	227	287	276	259	345	298
gene215	NC_015762.1	4116134	4121747	+	5614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene216	NC_015762.1	4116454	4118548	+	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene217	NC_015762.1	4122057	4125657	+	3601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene218	NC_015762.1	4126519	4127922	+	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene219	NC_015762.1	4129020	4133803	+	4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene220	NC_015762.1	4134213	4135215	-	1003	556	594	521	524	539	585	798	555	386	477	555	432	500	550	409	494	617	654
gene221	NC_015762.1	4136590	4140036	-	3447	49	41	27	30	31	32	48	33	27	30	37	26	29	36	34	21	40	29
gene222	NC_015762.1	4140670	4143222	+	2553	324	287	324	261	246	287	328	250	285	287	329	270	221	288	306	269	321	272
gene223	NC_015762.1	4143568	4146179	-	2612	446	488	546	420	507	423	683	432	427	442	503	476	367	415	339	480	538	522
gene224	NC_015762.1	4146250	4149846	+	3597	326	309	329	250	297	268	429	263	273	243	302	277	255	262	237	298	298	297
gene225	NC_015762.1	4149652	4150677	-	1026	147	139	121	113	144	175	220	129	104	107	143	112	112	125	152	129	146	166
gene226	NC_015762.1	4150862	4153992	+	3131	852	875	928	556	790	862	976	787	647	680	755	675	744	738	715	720	952	811
gene227	NC_015762.1	4154622	4156379	-	1758	320	320	331	306	375	370	538	406	286	272	385	318	303	298	325	360	388	379
gene228	NC_015762.1	4162870	4212074	-	49205	1285	1304	1292	299	1101	1312	1239	1103	1117	1313	1155	935	1137	935	1097	873	1254	1095
gene229	NC_015762.1	4164959	4167568	+	2610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene230	NC_015762.1	4186992	4219514	+	32523	465	427	437	198	369	574	450	405	447	412	412	319	552	422	490	256	372	388
gene231	NC_015762.1	4212268	4213915	-	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene232	NC_015762.1	4234322	4239851	+	5530	77	130	198	53	84	120	104	130	95	179	115	112	152	106	114	138	149	166
gene233	NC_015762.1	4241285	4397722	-	156438	2893	3592	3448	1422	2286	2373	3283	2780	2464	2766	2576	2365	2470	2163	2599	2378	2973	2451
gene234	NC_015762.1	4398873	4405314	+	6442	332	383	323	199	236	282	293	221	299	266	265	222	228	267	238	225	315	252
gene235	NC_015762.1	4405423	4409576	-	4154	286	308	302	184	239	291	284	270	245	293	258	257	238	202	299	208	296	233
gene236	NC_015762.1	4409875	4412871	+	2997	225	212	218	154	209	246	252	202	208	155	232	181	184	189	210	170	243	228
gene237	NC_015762.1	4412980	4414683	-	1704	1075	995	1056	924	999	997	1321	970	779	790	929	855	964	1031	869	934	1103	1083
gene238	NC_015762.1	4414887	4417773	+	2887	189	271	231	104	175	165	213	185	151	168	180	152	197	127	197	187	284	207
gene239	NC_015762.1	4417634	4421682	-	4049	492	494	479	361	421	416	532	334	387	371	417	353	392	418	354	381	524	467
gene240	NC_015762.1	4422014	4442405	+	20392	3370	3787	3262	1514	2587	3504	3329	2822	2607	3223	2983	2461	3010	2639	2758	2412	3558	2917
gene241	NC_015762.1	4442250	4462359	-	20110	533	481	515	257	382	485	464	458	367	429	521	340	395	454	404	386	555	392
gene242	NC_015762.1	4445077	4446983	-	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene243	NC_015762.1	4462452	4465366	-	2915	357	340	339	363	387	419	448	344	303	341	371	307	373	388	417	293	394	403
gene244	NC_015762.1	4466126	4470774	+	4649	606	551	650	311	604	664	755	566	510	573	569	483	516	500	490	524	621	585
gene245	NC_015762.1	4472504	4475134	+	2631	612	603	588	480	552	598	714	517	478	513	536	490	527	550	539	522	684	580
gene246	NC_015762.1	4475748	4483364	+	7617	1543	1476	1476	1009	1463	1480	1803	1383	1320	1321	1302	1283	1213	1444	1236	1389	1652	1492
gene247	NC_015762.1	4483730	4489058	+	5329	566	531	489	267	392	487	516	448	435	411	439	369	384	445	407	375	476	414
gene248	NC_015762.1	4489138	4491807	+	2670	79	69	60	46	46	92	80	67	57	58	68	38	69	58	46	49	73	67
gene249	NC_015762.1	4492731	4498790	-	6060	575	612	626	281	516	620	713	498	532	517	508	461	475	474	502	480	603	581
gene250	NC_015762.1	4499652	4505374	+	5723	572	595	622	243	499	617	665	477	433	445	495	417	505	436	476	418	583	527
gene251	NC_015762.1	4506099	4509201	+	3103	88	88	73	79	58	57	64	59	61	56	48	54	65	69	63	48	73	79
gene252	NC_015762.1	4509595	4513730	+	4136	154	152	148	79	117	145	153	142	118	108	135	80	109	134	135	102	156	153
gene253	NC_015762.1	4514144	4515567	-	1424	333	322	336	301	343	325	348	306	253	304	300	317	334	279	286	312	410	333
gene254	NC_015762.1	4515751	4516987	-	1237	1640	1433	1322	1798	1397	1668	1970	1267	1486	1416	1331	1232	1363	1448	1346	1436	1775	1702
gene255	NC_015762.1	4517281	4520978	-	3698	1554	1769	1333	1113	1206	1701	1741	1559	969	1368	1507	1041	1408	1195	1351	1019	1821	1335
gene256	NC_015762.1	4519860	4525380	+	5521	5240	4307	4099	5161	4517	3804	4111	3027	4611	4294	4918	3843	3670	4288	3388	4272	4158	4132
gene257	NC_015762.1	4525963	4534319	-	8357	2730	2626	2539	2067	2484	2614	2943	2536	2313	2444	2329	2129	2504	2444	2421	2211	2894	2519
gene258	NC_015762.1	4536379	4538546	-	2168	1042	1036	1060	817	963	1003	1163	837	803	789	854	773	880	922	812	950	1093	1000
gene259	NC_015762.1	4538639	4545874	-	7236	1	1	0	0	0	2	0	1	0	0	1	1	0	0	0	0	1	0
gene260	NC_015762.1	4547349	4549939	+	2591	265	287	210	178	222	211	262	214	214	163	218	200	205	220	263	191	241	238
gene261	NC_015762.1	4551232	4556800	-	5569	477	554	484	183	378	474	456	385	344	446	427	338	388	441	408	367	464	434
gene262	NC_015762.1	4557067	4560689	-	3623	376	379	371	234	278	372	395	311	327	302	307	279	268	346	302	323	339	357
gene263	NC_015762.1	4561325	4561798	+	474	148	105	102	90	92	96	123	93	102	85	93	76	77	94	105	69	129	91
gene264	NC_015762.1	4569208	4609749	-	40542	522	563	582	34	295	592	434	468	363	499	516	267	293	332	380	307	395	310
gene265	NC_015762.1	4610089	4623150	+	13062	1082	1077	1047	345	749	1018	1039	860	793	849	861	682	818	826	897	651	893	894
gene266	NC_015762.1	4625565	4636013	-	10449	531	556	454	426	579	513	500	379	449	489	437	506	475	533	573	403	498	494
gene267	NC_015762.1	4632514	4650363	-	17850	598	719	621	136	500	566	691	561	576	548	521	504	470	407	510	482	592	508
gene268	NC_015762.1	4646457	4648279	+	1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene269	NC_015762.1	4648265	4652872	+	4608	184	190	167	159	118	175	183	211	140	156	199	113	131	123	165	109	157	148
gene270	NC_015762.1	4653205	4658559	-	5355	755	810	778	387	649	663	726	615	661	638	681	575	537	627	568	569	701	664
gene271	NC_015762.1	4659550	4660797	+	1248	124	89	110	115	120	113	115	89	88	80	105	99	104	90	104	80	128	114
gene272	NC_015762.1	4663108	4730279	+	67172	80	90	83	21	61	69	87	84	46	94	106	58	67	79	73	51	106	66
gene273	NC_015762.1	4730384	4735211	+	4828	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
gene274	NC_015762.1	4735278	4740462	-	5185	215	175	224	158	175	249	232	189	169	173	157	124	201	200	224	146	239	198
gene275	NC_015762.1	4738752	4745337	-	6586	411	447	415	105	283	367	372	337	324	336	382	285	289	325	311	263	355	335
gene276	NC_015762.1	4749834	4751745	+	1912	239	287	244	233	252	278	333	271	206	227	249	209	277	269	231	251	340	306
gene277	NC_015762.1	4752957	4761063	-	8107	299	350	309	147	234	282	291	235	249	268	238	239	225	252	234	229	320	246
gene278	NC_015762.1	4759966	4766645	+	6680	403	436	372	354	335	349	379	316	377	369	330	305	348	362	351	286	399	323
gene279	NC_015762.1	4767585	4769441	+	1857	10751	13411	14368	11184	13863	13106	17530	12514	13451	13730	10363	13112	12316	12551	13803	14837	17953	17839
gene280	NC_015762.1	4769728	4773259	-	3532	187	192	254	398	473	359	428	193	319	305	201	377	390	374	327	288	284	366
gene281	NC_015762.1	4774128	4782258	+	8131	77	83	90	92	60	62	76	58	71	57	60	52	45	67	50	63	72	52
gene282	NC_015762.1	4782402	4789057	-	6656	666	743	605	269	491	556	640	561	559	585	612	482	488	484	552	414	614	508
gene283	NC_015762.1	4788862	4792520	+	3659	390	356	357	337	314	390	411	296	313	323	340	284	342	338	337	246	402	315
gene284	NC_015762.1	4792681	4808825	-	16145	620	667	588	386	538	646	616	536	506	501	556	438	466	546	478	444	570	532
gene285	NC_015762.1	4799298	4801780	+	2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene286	NC_015762.1	4808981	4819137	-	10157	284	296	255	295	209	229	223	188	228	159	230	213	197	216	243	149	267	216
gene287	NC_015762.1	4819945	4821019	+	1075	62	60	54	52	47	68	79	43	49	33	46	44	43	58	51	43	63	52
gene288	NC_015762.1	4819945	4820543	+	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene289	NC_015762.1	4822058	4825384	-	3327	415	411	342	189	346	413	427	379	321	362	348	295	327	366	320	349	339	394
gene290	NC_015762.1	4828057	4829040	+	984	48	29	31	111	31	38	47	14	35	33	44	35	18	37	54	32	82	44
gene293	NC_015762.1	4835684	4836163	-	480	4	3	6	10	4	6	2	4	7	3	3	1	3	3	2	3	1	3
gene294	NC_015762.1	4838365	4839231	-	867	7	8	2	3	2	5	8	5	5	7	0	4	7	4	6	2	2	3
gene295	NC_015762.1	4840168	4840889	+	722	2	9	5	2	7	5	6	2	0	2	1	3	2	5	2	7	7	4
gene296	NC_015762.1	4842025	4842541	+	517	14	14	31	39	28	17	46	16	10	10	22	20	14	27	8	20	11	22
gene297	NC_015762.1	4842642	4845123	+	2482	359	381	338	266	330	371	430	351	263	271	308	296	299	298	284	307	395	355
gene298	NC_015762.1	4853468	4858193	+	4726	67	57	61	53	39	64	57	53	28	53	38	34	40	51	43	40	42	45
gene299	NC_015762.1	4858448	4860915	+	2468	324	299	312	261	260	293	333	250	234	230	238	225	245	274	272	250	349	281
gene300	NC_015762.1	4861190	4865088	-	3899	2606	2613	2676	2189	2413	2112	2531	1828	2238	2185	2503	2143	1972	2225	1971	2233	2315	2277
gene301	NC_015762.1	4865438	4898078	-	32641	62	70	65	79	46	53	50	39	38	40	41	32	54	73	47	25	44	52
gene302	NC_015762.1	4867089	4913409	+	46321	19	21	12	2	9	15	9	10	13	11	7	1	11	7	9	6	5	15
gene303	NC_015762.1	4914357	4959944	+	45588	892	910	794	27	624	1060	757	639	615	811	820	449	500	607	527	501	712	551
gene304	NC_015762.1	4961954	4966528	+	4575	810	806	725	500	585	866	669	657	487	590	696	403	583	848	547	398	763	517
gene305	NC_015762.1	4966614	4968609	-	1996	437	465	418	340	343	401	394	320	373	313	332	271	342	370	367	336	404	321
gene306	NC_015762.1	4968515	4970612	-	2098	231	202	270	230	250	251	397	216	193	203	257	202	207	243	224	240	306	273
gene307	NC_015762.1	4970542	4974583	+	4042	259	284	273	189	200	289	275	240	234	270	235	199	248	245	267	201	269	230
gene308	NC_015762.1	4974738	4976449	-	1712	317	237	212	258	231	223	241	192	251	191	239	193	215	217	178	229	253	227
gene309	NC_015762.1	4976931	5080183	-	103253	66	71	64	23	41	96	72	58	66	60	64	28	56	70	73	30	54	55
gene310	NC_015762.1	4977838	4980117	+	2280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene311	NC_015762.1	5081253	5083658	+	2406	76	92	68	50	52	55	62	50	56	46	57	42	53	49	43	47	76	56
gene312	NC_015762.1	5083864	5084989	-	1126	292	286	321	280	270	274	385	221	261	205	283	232	232	253	246	295	374	346
gene313	NC_015762.1	5085555	5087872	+	2318	197	204	217	153	166	215	253	194	166	157	195	139	192	214	225	177	234	202
gene314	NC_015762.1	5089060	5091428	+	2369	193	224	240	177	173	262	282	224	204	207	182	175	229	196	280	152	245	199
gene315	NC_015762.1	5091744	5092859	+	1116	43	36	37	39	28	47	42	41	37	32	32	37	35	51	47	25	51	32
gene316	NC_015762.1	5103221	5109201	+	5981	7	4	4	6	5	8	3	6	5	5	1	4	7	3	5	1	11	5
gene317	NC_015762.1	5110868	5113711	+	2844	2108	3541	2091	1268	2454	1601	1605	988	3145	3638	1938	2661	1410	1671	1506	2244	1726	2371
gene318	NC_015762.1	5113982	5114995	+	1014	195	201	172	155	155	201	196	215	133	164	165	136	191	131	161	162	218	212
gene319	NC_015762.1	5115350	5124639	+	9290	1459	1752	1221	638	1542	1713	1918	1647	1413	1688	1287	1328	1646	1228	1337	1445	2020	1552
gene320	NC_015762.1	5124540	5126873	+	2334	297	292	287	271	256	277	327	232	263	232	262	222	284	308	273	235	323	270
gene321	NC_015762.1	5127280	5132017	+	4738	5	5	2	5	0	1	0	3	2	1	2	0	4	3	7	3	7	0
gene322	NC_015762.1	5132411	5172015	+	39605	43	33	30	18	20	50	20	33	31	18	38	23	31	27	21	24	18	23
gene323	NC_015762.1	5190589	5195537	+	4949	197	178	189	141	130	121	182	123	156	121	163	112	115	116	101	142	186	143
gene324	NC_015762.1	5195938	5235039	+	39102	117	130	147	94	135	91	143	119	145	183	80	117	123	125	110	91	117	133
gene325	NC_015762.1	5242164	5355395	-	113232	311	322	303	35	172	291	246	218	247	257	287	182	147	166	202	158	199	211
gene326	NC_015762.1	5355359	5380670	-	25312	11	11	10	1	7	14	13	10	12	12	5	5	5	5	11	5	7	12
gene327	NC_015762.1	5382608	5391086	-	8479	1043	1111	1029	525	920	1018	1101	872	807	896	913	818	868	870	856	841	1075	878
gene328	NC_015762.1	5390322	5393404	+	3083	609	566	625	563	555	567	767	503	492	488	552	510	445	583	487	601	665	619
gene329	NC_015762.1	5393519	5394544	+	1026	514	471	493	474	541	535	686	519	480	469	467	477	504	491	517	473	613	609
gene330	NC_015762.1	5394542	5396661	-	2120	123	115	107	97	70	75	81	98	81	92	105	85	65	94	114	66	98	84
gene331	NC_015762.1	5396758	5398817	-	2060	150	101	100	78	62	89	77	68	64	83	89	72	88	91	77	78	98	73
gene332	NC_015762.1	5398847	5401298	+	2452	152	149	173	113	117	149	142	114	120	120	135	121	103	105	129	110	142	121
gene333	NC_015762.1	5401368	5403419	-	2052	4	7	1	7	2	5	6	9	3	9	4	7	5	3	5	3	3	6
gene334	NC_015762.1	5406056	5411723	+	5668	336	361	345	255	284	335	383	318	329	324	348	247	262	309	354	267	378	311
gene335	NC_015762.1	5411748	5428231	-	16484	2504	2582	2494	1170	1538	1628	1979	1809	2165	2201	1814	1358	1687	1408	1582	1795	2651	1433
gene336	NC_015762.1	5423907	5478078	+	54172	45	58	57	36	45	56	66	41	45	44	38	33	38	41	47	37	43	37
gene337	NC_015762.1	5429805	5440791	-	10987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene338	NC_015762.1	5489259	5500658	-	11400	4	9	3	2	5	2	1	3	1	3	1	5	5	2	4	0	8	1
gene339	NC_015762.1	5569595	5571752	+	2158	242	236	212	219	152	239	172	165	196	154	174	124	162	155	152	148	164	166
gene340	NC_015762.1	5572273	5575031	-	2759	189	178	201	171	131	159	205	145	120	132	163	113	120	139	121	111	156	121
gene341	NC_015762.1	5575059	5582065	+	7007	241	253	229	163	189	213	238	183	185	200	197	171	177	206	186	156	210	179
gene342	NC_015762.1	5584735	5593444	-	8710	141	201	173	69	110	159	163	182	122	126	194	102	105	105	134	103	146	103
gene343	NC_015762.1	5596357	5892069	+	295713	333	439	377	163	754	682	560	459	201	569	430	665	712	654	621	323	354	505
gene344	NC_015762.1	5749575	5753724	+	4150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene345	NC_015762.1	5754081	5757953	+	3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene346	NC_015762.1	5843309	5846288	+	2980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene347	NC_015762.1	5851191	5855268	-	4078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene348	NC_015762.1	5857914	5866134	-	8221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene349	NC_015762.1	5867226	5869958	-	2733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene350	NC_015762.1	5893494	6093357	+	199864	779	1021	923	353	693	868	972	956	820	1281	861	706	798	586	758	685	1190	688
gene351	NC_015762.1	6013196	6014282	+	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene352	NC_015762.1	6016448	6017255	-	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene353	NC_015762.1	6093651	6178855	-	85205	1240	1435	1235	491	1024	1001	1209	1134	979	1176	1060	861	1002	988	1103	927	1331	1010
gene354	NC_015762.1	6180177	6221247	-	41071	294	336	326	291	341	254	435	387	301	429	270	303	289	317	230	268	403	387
gene355	NC_015762.1	6221480	6226885	+	5406	5	7	7	4	13	7	14	6	12	8	14	13	6	7	9	11	5	7
gene356	NC_015762.1	6228638	6230038	-	1401	307	327	314	213	273	275	318	234	272	244	266	226	232	256	240	251	268	307
gene357	NC_015762.1	6230384	6232612	-	2229	513	556	460	354	400	608	571	508	397	383	466	403	464	455	479	334	501	470
gene358	NC_015762.1	6232734	6251507	+	18774	1374	1378	1345	805	1290	1294	1528	1217	1015	1138	1296	1117	999	1003	1172	1160	1322	1186
gene359	NC_015762.1	6236575	6247458	-	10884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene360	NC_015762.1	6255240	6258312	-	3073	271	281	302	160	251	297	361	269	218	238	282	224	273	276	222	264	348	308
gene361	NC_015762.1	6258630	6267924	+	9295	144	175	129	72	98	107	100	162	87	153	122	81	108	107	101	135	167	105
gene362	NC_015762.1	6268473	6270444	+	1972	172	159	172	149	167	151	249	164	142	130	175	124	143	166	159	152	187	191
gene363	NC_015762.1	6270627	6278343	+	7717	85	88	88	18	74	73	107	43	45	85	88	54	56	55	54	81	82	113
gene364	NC_015762.1	6294686	6308443	+	13758	146	182	188	185	184	183	250	178	135	122	125	143	158	231	134	150	233	213
gene365	NC_015762.1	6297855	6303568	-	5714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene366	NC_015762.1	6308446	6310335	-	1890	170	140	155	134	149	163	215	149	128	128	167	130	131	156	146	149	154	181
gene367	NC_015762.1	6309855	6311923	+	2069	358	299	376	250	317	326	456	285	317	263	312	300	299	327	251	305	337	353
gene368	NC_015762.1	6312519	6316761	-	4243	194	177	169	105	123	184	171	137	114	178	150	106	147	145	175	123	206	141
gene369	NC_015762.1	6317676	6327084	+	9409	618	572	618	272	594	581	616	494	487	623	553	531	442	459	444	503	544	578
gene370	NC_015762.1	6331788	6334918	-	3131	316	357	284	265	269	282	308	206	279	225	247	224	245	253	251	235	323	293
gene371	NC_015762.1	6335013	6337175	+	2163	103	114	101	80	81	107	148	83	92	86	93	55	69	93	75	85	96	90
gene372	NC_015762.1	6337555	6345552	-	7998	464	489	440	361	400	594	476	493	404	442	431	374	543	459	480	359	450	412
gene373	NC_015762.1	6343455	6431956	+	88502	56	54	81	29	36	86	38	44	126	43	76	53	143	30	126	24	46	26
gene374	NC_015762.1	6436598	6442375	-	5778	26	22	13	18	12	22	25	9	20	13	27	13	16	12	15	11	16	10
gene375	NC_015762.1	6444318	6447598	-	3281	199	232	180	137	194	204	224	153	166	168	189	151	194	205	137	170	214	200
gene376	NC_015762.1	6449057	6453289	-	4233	667	635	696	170	562	602	611	519	521	611	734	638	523	461	492	643	674	623
gene377	NC_015762.1	6453256	6455207	+	1952	437	408	354	426	344	422	567	331	329	310	416	302	321	330	349	335	395	426
gene378	NC_015762.1	6455505	6463307	-	7803	571	525	526	261	419	588	584	497	344	420	461	403	442	470	460	410	566	488
gene379	NC_015762.1	6463749	6466130	-	2382	333	371	367	322	305	297	471	250	238	233	288	275	232	303	251	264	272	334
gene380	NC_015762.1	6466386	6466636	+	251	349	379	299	350	311	337	482	321	265	281	329	298	285	324	310	319	349	388
gene381	NC_015762.1	6467060	6473138	-	6079	880	905	808	564	795	874	1178	715	764	644	729	684	652	790	661	682	864	847
gene382	NC_015762.1	6467635	6468381	+	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene383	NC_015762.1	6473357	6476336	-	2980	426	365	399	291	372	478	544	383	356	332	339	319	328	367	334	379	447	370
gene384	NC_015762.1	6476550	6477605	-	1056	609	551	540	505	582	612	780	546	432	488	578	522	514	546	489	537	658	703
gene385	NC_015762.1	6477946	6480461	+	2516	302	325	296	264	317	332	419	286	248	293	279	264	297	306	269	273	320	313
gene386	NC_015762.1	6480968	6482926	+	1959	188	193	182	162	174	176	206	134	164	143	153	139	157	173	147	149	205	151
gene387	NC_015762.1	6482541	6483889	-	1349	131	102	100	90	116	108	149	93	88	73	107	76	80	105	82	93	114	119
gene388	NC_015762.1	6483996	6490005	+	6010	550	532	519	366	508	559	684	458	427	426	477	440	383	464	413	439	487	551
gene389	NC_015762.1	6490484	6493876	-	3393	437	480	490	383	485	540	628	409	456	439	468	451	420	451	416	450	582	511
gene390	NC_015762.1	6493925	6497237	+	3313	118	114	115	50	87	139	159	114	90	101	88	88	91	87	104	98	119	128
gene391	NC_015762.1	6498402	6502722	-	4321	233	251	215	124	188	219	210	162	195	181	175	164	174	170	193	157	179	177
gene392	NC_015762.1	6503130	6505922	-	2793	109	83	91	58	75	65	93	59	60	53	68	55	65	71	86	63	80	80
gene393	NC_015762.1	6519785	6560283	+	40499	605	825	652	330	416	527	512	763	556	523	559	404	531	478	564	464	654	437
gene394	NC_015762.1	6562227	6564603	-	2377	189	175	159	142	149	154	167	149	135	153	166	124	135	185	199	148	189	188
gene395	NC_015762.1	6565241	6599985	+	34745	2415	2857	2185	571	1736	2288	1936	1938	2021	2158	2023	1563	1721	1437	2130	1355	1970	1691
gene396	NC_015762.1	6607506	6827845	+	220340	452	490	436	177	311	532	389	395	383	387	336	256	341	350	343	231	410	322
gene397	NC_015762.1	6831801	6847074	+	15274	301	325	319	219	186	216	303	252	226	264	260	186	225	212	179	229	324	208
gene398	NC_015762.1	6849755	6948125	-	98371	903	932	807	95	499	934	715	786	549	789	676	521	558	623	796	438	813	640
gene399	NC_015762.1	6954974	6966619	-	11646	968	992	948	440	761	875	868	872	804	853	814	649	737	713	718	656	866	713
gene400	NC_015762.1	6967090	6972239	+	5150	1287	1289	1395	1040	1204	1314	1423	1157	1101	1144	1158	1092	1037	1237	981	1191	1280	1171
gene401	NC_015762.1	6974810	6985678	-	10869	764	930	944	193	819	890	1053	766	637	841	868	753	714	699	673	718	724	844
gene402	NC_015762.1	6986477	6993694	-	7218	865	848	892	370	748	902	1003	829	706	872	769	726	721	760	731	714	771	786
gene403	NC_015762.1	6993843	6996456	-	2614	20	41	111	100	140	147	130	63	79	117	77	139	219	142	143	73	124	157
gene404	NC_015762.1	6996484	7002474	+	5991	156	151	145	96	131	138	142	123	134	123	120	131	119	147	139	134	142	123
gene405	NC_015762.1	6998235	7000659	-	2425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene406	NC_015762.1	7002501	7005225	-	2725	106	118	108	86	97	93	104	92	84	76	75	70	95	94	73	89	115	112
gene407	NC_015762.1	7005230	7006309	+	1080	120	132	107	122	107	101	120	75	111	97	100	88	122	110	114	94	121	99
gene408	NC_015762.1	7006137	7011287	-	5151	209	227	201	210	295	203	317	240	267	193	222	240	183	285	211	195	180	206
gene409	NC_015762.1	7012923	7017454	+	4532	99	104	102	200	141	63	115	130	144	91	96	92	84	143	109	119	123	95
gene410	NC_015762.1	7019792	7023644	-	3853	478	475	443	283	361	432	420	398	350	340	418	300	348	362	342	318	443	361
gene411	NC_015762.1	7024228	7027239	+	3012	240	246	191	190	164	227	200	204	198	214	180	178	193	190	222	171	249	192
