# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ooceraea_biroi_genome/GCF_003672135.1_Obir_v5.4_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR2969431_dupsRemoved.bam" "SRR2969433_dupsRemoved.bam" "SRR2969435_dupsRemoved.bam" "SRR2969436_dupsRemoved.bam" "SRR2969437_dupsRemoved.bam" "SRR2969438_dupsRemoved.bam" "SRR2969440_dupsRemoved.bam" "SRR2969447_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2969431_dupsRemoved.bam	SRR2969433_dupsRemoved.bam	SRR2969435_dupsRemoved.bam	SRR2969436_dupsRemoved.bam	SRR2969437_dupsRemoved.bam	SRR2969438_dupsRemoved.bam	SRR2969440_dupsRemoved.bam	SRR2969447_dupsRemoved.bam
gene-LOC105280429	NC_039506.1	3659586	3661276	+	1691	1608	1465	935	942	997	1047	1649	1530
gene-LOC105280430	NC_039506.1	3661768	3667249	+	5482	18163	17020	10720	9178	11536	10241	18537	16544
gene-LOC105280434	NC_039506.1	3668351	3700229	+	31879	6571	5285	3804	3977	4198	3806	7749	4958
gene-LOC105280432	NC_039506.1	3672638	3689929	-	17292	0	0	0	0	0	0	0	0
gene-LOC105280431	NC_039506.1	3690925	3698118	-	7194	0	0	0	0	0	0	0	0
gene-LOC105280435	NC_039506.1	3700294	3701904	-	1611	1432	1529	822	718	798	837	1279	1611
gene-LOC105280437	NC_039506.1	3703283	3705036	+	1754	7806	5983	4603	3102	5235	3601	10084	5801
gene-LOC105280436	NC_039506.1	3705027	3709802	-	4776	5310	5126	3611	3122	4111	3839	7049	4802
gene-LOC105280485	NC_039506.1	3710824	3729664	+	18841	10	2	11	4	12	5	16	3
gene-LOC109611042	NC_039506.1	3714497	3729664	+	15168	0	0	0	0	0	0	0	0
gene-LOC105280441	NC_039506.1	3717910	3719469	+	1560	0	0	0	0	0	0	0	0
gene-LOC113561620	NC_039506.1	3724020	3724863	+	844	0	0	0	0	0	0	0	0
gene-LOC105280438	NC_039506.1	3729748	3735421	+	5674	127	134	107	79	115	89	123	79
gene-LOC105280443	NC_039506.1	3735517	3739741	+	4225	969	870	1135	919	1004	973	768	593
gene-LOC105280445	NC_039506.1	3738028	3777802	-	39775	306	374	517	683	526	670	469	707
gene-LOC105280444	NC_039506.1	3778062	3781307	+	3246	33	65	24	61	16	62	28	73
gene-LOC105280447	NC_039506.1	3802356	3804570	-	2215	2873	3138	1612	1645	1720	1838	2735	3159
gene-LOC105280449	NC_039506.1	3804873	3810855	+	5983	16855	16087	10773	10558	12247	12696	20252	16589
gene-LOC105280448	NC_039506.1	3810868	3814867	-	4000	3842	3469	2428	2176	2811	2615	4424	3522
gene-LOC105280450	NC_039506.1	3817368	3821309	+	3942	3637	2948	2331	2049	2662	2239	4137	3033
gene-LOC105280451	NC_039506.1	3821511	3833921	-	12411	12570	10957	9640	8170	9217	8263	13996	10552
gene-LOC105280452	NC_039506.1	3834508	3836620	+	2113	3400	2415	1968	1355	2431	1569	3817	2487
gene-LOC113561864	NC_039506.1	3850890	3851850	-	961	6	6	6	5	7	4	5	12
gene-LOC105280453	NC_039506.1	3851116	3857860	+	6745	762	748	1036	703	1149	665	831	477
gene-LOC105280454	NC_039506.1	3858649	3861846	+	3198	317	219	361	374	341	252	366	194
gene-LOC105280457	NC_039506.1	3865351	3867889	-	2539	5236	3766	2682	2187	3225	2331	5994	3845
gene-LOC105280456	NC_039506.1	3868023	3880498	+	12476	6834	5685	5294	4874	6088	4468	7078	4152
gene-LOC105280459	NC_039506.1	3884257	3891792	-	7536	3027	2305	2023	1880	2127	1367	3517	2229
gene-LOC105280462	NC_039506.1	3893435	3901729	+	8295	2773	2714	2790	2717	2896	2271	3655	2241
gene-LOC105280461	NC_039506.1	3902190	3905148	+	2959	622	869	376	510	290	426	471	642
gene-LOC105280460	NC_039506.1	3903150	3903428	-	279	0	0	0	0	0	0	0	0
gene-LOC105280466	NC_039506.1	3904885	3906876	-	1992	63	90	42	63	27	69	44	71
gene-LOC105280465	NC_039506.1	3907000	3912905	-	5906	16217	11361	9154	7340	10874	7075	17473	10608
gene-LOC105280464	NC_039506.1	3910540	3918500	-	7961	765	578	426	399	483	431	649	509
gene-LOC105280463	NC_039506.1	3915109	3923685	+	8577	1832	2174	1084	1139	1140	1198	1660	2095
gene-LOC105280468	NC_039506.1	3924004	3929121	-	5118	6831	6905	4608	4095	4972	4368	7857	6864
gene-LOC105280469	NC_039506.1	3929216	3931981	+	2766	5811	4624	3858	3153	4251	3468	6705	5142
gene-LOC105280472	NC_039506.1	3932374	3934048	+	1675	3317	2777	2045	1591	2403	2086	3614	3108
gene-LOC105280471	NC_039506.1	3933686	3935783	-	2098	143	167	85	81	103	103	123	136
gene-LOC105280470	NC_039506.1	3935973	3940743	-	4771	5897	4892	5025	4119	5690	4476	7172	4892
gene-LOC105280473	NC_039506.1	3941018	3942833	-	1816	3243	2697	1971	1393	2287	1892	3588	3120
gene-LOC105280474	NC_039506.1	3946446	3951426	+	4981	970	991	371	379	650	729	1004	973
gene-LOC105280475	NC_039506.1	3951588	3957782	-	6195	87	139	82	133	165	162	295	346
gene-LOC105286871	NC_039506.1	3967632	3974252	-	6621	1	0	2	3	2	3	0	0
gene-LOC105286873	NC_039506.1	3979248	3981190	-	1943	3	4	0	1	3	0	0	0
gene-LOC105286874	NC_039506.1	3990697	3994844	+	4148	6	2	10	8	1	15	2	0
gene-LOC105286855	NC_039506.1	3994946	3998075	+	3130	39	63	19	29	28	48	33	48
gene-LOC105286857	NC_039506.1	3999764	4001339	-	1576	1171	1077	661	555	748	695	1299	991
gene-LOC105286856	NC_039506.1	4001775	4002805	-	1031	124	106	75	55	93	69	146	55
gene-LOC105286858	NC_039506.1	4003069	4007076	-	4008	3029	2558	1832	1362	2009	1470	3579	2658
gene-LOC105286859	NC_039506.1	4007316	4009304	-	1989	974	842	641	454	723	552	1039	793
gene-LOC105286860	NC_039506.1	4009441	4129910	+	120470	5556	5697	4707	4366	4810	3862	6052	4503
gene-LOC105286863	NC_039506.1	4141805	4259973	-	118169	1430	1587	932	1190	1098	849	1328	1083
gene-LOC113561799	NC_039506.1	4396732	4397243	+	512	49	37	19	29	16	15	14	22
gene-LOC105286865	NC_039506.1	4413784	4419826	-	6043	1123	964	692	609	865	581	1367	1221
gene-LOC105286866	NC_039506.1	4419916	4422148	-	2233	2927	2695	1786	1552	1915	1821	3300	2997
gene-LOC105286875	NC_039506.1	4423404	4434012	-	10609	1516	1614	1784	1803	1648	1564	1938	1260
gene-LOC105286868	NC_039506.1	4447031	4477164	-	30134	932	804	851	632	758	428	891	511
gene-LOC105286876	NC_039506.1	4471020	4475900	+	4881	0	0	0	0	0	0	0	0
gene-LOC105286869	NC_039506.1	4477920	4484010	+	6091	4094	3930	2861	2795	2940	3218	4456	3435
gene-LOC105286870	NC_039506.1	4484507	4488088	-	3582	2529	2253	1937	1821	1639	1303	1385	1065
gene-LOC105285991	NC_039506.1	4490891	4491971	+	1081	1797	1752	1084	1157	1116	1268	1779	1965
gene-LOC105285990	NC_039506.1	4492394	4493734	+	1341	776	806	472	429	533	464	804	831
gene-LOC105285989	NC_039506.1	4494934	4615379	-	120446	610	857	399	519	363	420	528	449
gene-LOC109611409	NC_039506.1	4615506	4618960	+	3455	0	4	2	1	0	0	0	0
gene-LOC105285992	NC_039506.1	4726429	4728867	+	2439	5	0	4	2	7	2	0	0
gene-LOC109611408	NC_039506.1	4730266	4733131	+	2866	0	0	2	1	0	2	0	2
gene-LOC113563308	NC_039506.1	4734083	4736523	+	2441	15	7	26	11	33	16	2	9
gene-LOC113563320	NC_039506.1	4740487	4742928	+	2442	4	2	20	6	15	1	7	1
gene-LOC105287485	NC_039506.1	4745199	4747784	+	2586	3	5	2	9	2	13	2	1
gene-LOC105287119	NC_039506.1	4769630	4776754	+	7125	13	24	18	23	29	11	10	23
gene-LOC109611505	NC_039506.1	4776658	4778039	+	1382	1	6	3	3	10	9	0	3
gene-LOC113563330	NC_039506.1	4778054	4778827	+	774	0	3	1	2	0	1	0	2
gene-LOC105277924	NC_039506.1	4781359	4856550	+	75192	646	861	624	672	739	626	650	645
gene-LOC105287121	NC_039506.1	4790015	4823533	-	33519	0	0	0	0	0	0	0	0
gene-LOC105287120	NC_039506.1	4795931	4802747	+	6817	0	0	0	0	0	0	0	0
gene-LOC105277917	NC_039506.1	4804131	4807556	+	3426	0	0	0	0	0	0	0	0
gene-LOC105277916	NC_039506.1	4808412	4810917	+	2506	0	0	0	0	0	0	0	0
gene-LOC105277913	NC_039506.1	4856626	4857565	-	940	0	0	3	2	5	2	0	0
gene-LOC105277911	NC_039506.1	4860084	4871500	+	11417	4087	3306	2285	2131	2563	1904	4251	2822
gene-LOC105277912	NC_039506.1	4871517	4874144	-	2628	1064	1135	745	690	719	741	1123	1173
gene-LOC105277909	NC_039506.1	4874444	4880252	-	5809	4954	4715	4695	3811	5492	4366	6340	4291
gene-LOC105277908	NC_039506.1	4880358	4882092	-	1735	138	216	133	116	134	129	201	267
gene-LOC105277907	NC_039506.1	4882346	4888584	+	6239	9171	9272	7871	6432	8565	6187	10617	8002
gene-LOC105277906	NC_039506.1	4891172	4913568	-	22397	39525	34483	28215	30082	34252	24623	44553	25219
gene-LOC109610864	NC_039506.1	4907209	4907898	+	690	0	0	0	0	0	0	0	0
gene-LOC105277903	NC_039506.1	4914011	4915845	-	1835	3835	2761	2135	1374	2700	1807	4589	2762
gene-LOC105277904	NC_039506.1	4915945	5037492	+	121548	2440	2356	1727	1925	1518	1393	2117	1842
gene-LOC105277905	NC_039506.1	5037909	5039937	+	2029	349	351	157	173	180	145	253	291
gene-LOC105277902	NC_039506.1	5040570	5042889	+	2320	2920	2548	1844	1461	1976	1630	3176	2673
gene-LOC105277901	NC_039506.1	5043089	5045036	-	1948	2693	2999	1680	1735	1489	1998	2659	3295
gene-LOC105277900	NC_039506.1	5046391	5053337	+	6947	11578	5730	4865	4520	4921	3144	10942	6281
gene-LOC105277899	NC_039506.1	5059733	5075505	+	15773	8350	6485	7197	6118	8025	5068	10604	5277
gene-LOC105277898	NC_039506.1	5062056	5065516	-	3461	0	0	0	0	0	0	0	0
gene-LOC105277896	NC_039506.1	5075702	5082679	-	6978	76	102	70	57	97	47	113	93
gene-LOC105277897	NC_039506.1	5082680	5086841	+	4162	3665	3036	2509	2185	2735	2397	4110	2947
gene-LOC105277895	NC_039506.1	5087282	5088661	-	1380	25257	23876	14637	11937	17351	16048	23862	22474
gene-LOC105277893	NC_039506.1	5089305	5109877	-	20573	14225	15163	8969	10107	9784	9035	14697	14330
gene-LOC105277894	NC_039506.1	5110326	5120458	-	10133	35	62	41	37	34	14	18	17
gene-LOC113561993	NC_039506.1	5133556	5135493	-	1938	1	3	0	2	0	0	3	4
gene-LOC105277892	NC_039506.1	5160747	5176081	+	15335	121	164	84	78	115	68	132	62
gene-LOC105277891	NC_039506.1	5179238	5182635	-	3398	166	434	264	250	252	337	198	222
gene-Trnas-cga	NC_039506.1	5183448	5183529	-	82	0	0	1	0	0	0	0	0
gene-LOC105277888	NC_039506.1	5186980	5220818	+	33839	4831	3913	3180	3964	3232	2597	5496	3675
gene-LOC105277890	NC_039506.1	5281664	5289164	-	7501	12	3	16	7	5	2	11	4
gene-LOC105277887	NC_039506.1	5299732	5334818	+	35087	722	1026	654	819	723	712	534	655
gene-LOC105277881	NC_039506.1	5365909	5371456	-	5548	2	14	6	14	21	6	16	14
gene-LOC105277882	NC_039506.1	5371601	5377150	+	5550	2431	1989	1191	1450	1309	1387	2596	1981
gene-LOC105277883	NC_039506.1	5377841	5390526	+	12686	11569	10206	10761	8636	12788	8608	15746	8246
gene-LOC105277885	NC_039506.1	5391089	5410491	+	19403	3596	4025	4306	4093	3322	3568	3938	3349
gene-LOC105277884	NC_039506.1	5407063	5407322	-	260	0	0	0	0	0	0	0	0
gene-LOC105277877	NC_039506.1	5410680	5425513	-	14834	6912	7072	6523	4265	5715	4804	7062	6462
gene-LOC105277879	NC_039506.1	5419827	5421563	+	1737	0	0	0	0	0	0	0	0
gene-LOC105277876	NC_039506.1	5422481	5433045	-	10565	4327	2452	2428	1572	2972	1661	5046	2562
gene-LOC105277875	NC_039506.1	5427441	5429404	+	1964	0	0	0	0	0	0	0	0
gene-LOC105277874	NC_039506.1	5433513	5435570	+	2058	6841	5729	3874	3094	4610	3775	8069	5764
gene-LOC105277872	NC_039506.1	5437055	5451887	-	14833	14717	19671	11682	13179	9917	14289	13238	19539
gene-LOC105277871	NC_039506.1	5451997	5453055	+	1059	54	43	53	41	24	45	49	26
gene-LOC105277870	NC_039506.1	5452773	5457014	-	4242	4589	4560	3430	3025	3954	3369	5253	4039
gene-LOC105277868	NC_039506.1	5457333	5459619	+	2287	2194	1920	1177	902	1427	1182	2421	2022
gene-LOC105277869	NC_039506.1	5459587	5463734	-	4148	894	718	540	494	591	507	1010	783
gene-LOC105277867	NC_039506.1	5464206	5466164	+	1959	7143	6521	4463	3317	4672	3940	7804	6235
gene-LOC105277866	NC_039506.1	5466806	5499850	-	33045	10341	9246	8108	8475	8349	6792	11787	7723
gene-LOC105277863	NC_039506.1	5470413	5473230	+	2818	0	0	0	0	0	0	0	0
gene-LOC105277865	NC_039506.1	5481909	5492109	+	10201	0	0	0	0	0	0	0	0
gene-LOC105277862	NC_039506.1	5500525	5502014	+	1490	6291	8488	4629	4474	4345	4990	5663	8782
gene-LOC105277861	NC_039506.1	5502775	5504701	+	1927	2020	1958	1222	930	1257	1201	1970	1963
gene-LOC105277860	NC_039506.1	5505158	5510996	-	5839	963	777	793	545	866	461	1114	630
gene-LOC105277859	NC_039506.1	5512325	5518534	+	6210	15363	10033	8252	9006	11200	8109	20562	10856
gene-LOC113563532	NC_039506.1	5520098	5521139	-	1042	0	0	6	0	2	3	2	1
gene-LOC113563537	NC_039506.1	5521182	5521787	-	606	0	0	0	0	0	0	0	0
gene-LOC105277858	NC_039506.1	5525736	5532198	-	6463	4202	4215	2738	1955	3802	2362	5890	4894
gene-LOC105277857	NC_039506.1	5534023	5538479	+	4457	1350	1010	881	863	1220	858	2036	1225
gene-LOC105277854	NC_039506.1	5538905	5548117	-	9213	8433	7292	7462	6738	7004	6705	8993	6027
gene-LOC105277855	NC_039506.1	5548477	5550057	+	1581	2139	1836	1460	1055	1628	1324	2431	1929
gene-LOC105277856	NC_039506.1	5550309	5553750	-	3442	2138	1905	1707	1675	2001	2039	2434	2405
gene-LOC105277853	NC_039506.1	5554226	5556433	+	2208	8586	9117	4625	4477	4481	5389	7675	8759
gene-LOC105277852	NC_039506.1	5556555	5558136	-	1582	148	126	188	164	522	374	698	551
gene-LOC105277851	NC_039506.1	5558247	5570661	+	12415	2621	2566	2556	2598	2674	1935	3467	2138
gene-LOC105277921	NC_039506.1	5575564	5585665	+	10102	5	22	9	17	15	1	8	12
gene-LOC105277850	NC_039506.1	5587166	5591658	-	4493	6	4	4	5	6	2	1	5
gene-LOC105277849	NC_039506.1	5594174	5596919	-	2746	7300	4020	3670	3322	4600	4051	7435	4718
gene-LOC105277848	NC_039506.1	5597922	5620533	-	22612	1051	734	1015	770	1180	805	1432	596
gene-LOC105277847	NC_039506.1	5621358	5627298	+	5941	4816	4544	2649	2507	3024	2987	5202	4325
gene-LOC109610871	NC_039506.1	5621530	5624244	+	2715	0	0	0	0	0	0	0	0
gene-LOC105277846	NC_039506.1	5628051	5633283	-	5233	2924	2740	2834	2916	1695	2109	1765	1398
gene-LOC105277845	NC_039506.1	5633522	5635799	+	2278	75	73	42	63	45	31	87	65
gene-LOC105277843	NC_039506.1	5635914	5653371	-	17458	1023	1052	685	750	903	905	1280	1329
gene-LOC105277841	NC_039506.1	5653611	5663780	+	10170	1623	1890	1068	1342	997	1416	1754	1947
gene-LOC109610867	NC_039506.1	5654983	5656685	+	1703	0	0	0	0	0	0	0	0
gene-LOC105277842	NC_039506.1	5663726	5666814	-	3089	648	919	398	557	384	642	623	1007
gene-LOC105277839	NC_039506.1	5667716	5676128	+	8413	1412	1932	1803	2816	1793	2653	1420	1672
gene-LOC105277840	NC_039506.1	5676776	5684367	+	7592	938	1225	593	862	418	723	687	1243
gene-LOC105277837	NC_039506.1	5684506	5696519	+	12014	229	348	185	304	101	222	214	248
gene-LOC105277838	NC_039506.1	5696739	5701413	-	4675	77	171	45	115	65	81	61	143
gene-LOC105277836	NC_039506.1	5701521	5712967	+	11447	20	45	66	63	32	37	9	22
gene-LOC109610862	NC_039506.1	5712201	5715161	+	2961	13	16	18	26	6	8	9	14
gene-LOC105277834	NC_039506.1	5718854	5720407	+	1554	4636	4580	3059	2413	3367	3012	5182	4670
gene-LOC105277835	NC_039506.1	5720493	5723452	-	2960	3351	2741	1845	1680	1802	1364	4039	2709
gene-LOC105277833	NC_039506.1	5726185	5727047	+	863	2480	2264	1396	1344	1634	1479	2808	2147
gene-LOC105277831	NC_039506.1	5728667	5733026	-	4360	9980	9057	7462	5854	7849	7183	11355	9375
gene-LOC105277829	NC_039506.1	5733131	5737782	+	4652	2444	2203	1499	1327	1533	1369	2612	2009
gene-LOC105277828	NC_039506.1	5738184	5742025	-	3842	1206	1002	609	731	600	738	1323	1100
gene-LOC113562329	NC_039506.1	5741107	5741795	+	689	0	0	0	0	0	0	0	0
gene-LOC105277825	NC_039506.1	5743577	5752688	-	9112	2704	1929	2069	1681	2645	1359	3600	1737
gene-LOC105277826	NC_039506.1	5753039	5754154	+	1116	888	714	469	404	571	446	938	661
gene-LOC105277822	NC_039506.1	5754220	5785371	-	31152	1882	1581	1408	1055	1495	818	2026	1339
gene-LOC109610870	NC_039506.1	5760174	5765511	+	5338	0	0	0	0	0	0	0	0
gene-LOC105277823	NC_039506.1	5785796	5791923	+	6128	9	13	8	12	15	2	19	21
gene-LOC105277821	NC_039506.1	5795386	5906313	+	110928	7579	9034	5627	6960	5813	5836	8430	7821
gene-LOC113562162	NC_039506.1	5851924	5854281	-	2358	0	0	0	0	0	0	0	0
gene-LOC105277819	NC_039506.1	5869540	5872462	+	2923	0	0	0	0	0	0	0	0
gene-LOC105277818	NC_039506.1	5907104	5912440	+	5337	735	1019	1088	1502	1390	2069	1170	1757
gene-LOC105277816	NC_039506.1	5912544	5923365	-	10822	7738	7150	6920	6662	7009	5824	9732	6483
gene-LOC105277815	NC_039506.1	5923398	5977829	+	54432	4608	3825	3303	3486	3510	2929	5686	3565
gene-LOC105277813	NC_039506.1	5981879	5991782	+	9904	402	344	345	322	425	297	430	294
gene-LOC105277814	NC_039506.1	5992965	5998051	-	5087	1259	1207	756	858	761	782	1473	1132
gene-LOC105277812	NC_039506.1	5999229	6039262	-	40034	2725	2997	2063	1888	1749	2009	2352	2756
gene-LOC105277811	NC_039506.1	6040072	6048981	-	8910	3859	4345	4245	3645	4494	3420	4072	3591
gene-LOC105277809	NC_039506.1	6049681	6051286	+	1606	519	697	319	367	313	365	476	656
gene-LOC105277810	NC_039506.1	6051219	6052585	-	1367	614	722	406	363	467	454	629	693
gene-LOC105277920	NC_039506.1	6052594	6062653	+	10060	83	23	114	64	85	82	98	44
gene-LOC113562722	NC_039506.1	6063901	6082850	-	18950	43	17	53	37	38	32	54	15
gene-LOC105277806	NC_039506.1	6064243	6079689	+	15447	0	0	0	0	0	0	0	0
gene-LOC105277807	NC_039506.1	6079280	6082179	-	2900	0	0	0	0	0	0	0	0
gene-LOC105277801	NC_039506.1	6083060	6085352	+	2293	2215	2074	1147	1268	1260	1378	2266	2164
gene-LOC105277803	NC_039506.1	6085695	6089506	-	3812	5897	5850	3933	4461	3865	5259	6687	6114
gene-LOC105277804	NC_039506.1	6089683	6090856	+	1174	2390	1948	1703	1163	1978	1394	2721	1917
gene-LOC105277805	NC_039506.1	6090748	6099270	-	8523	1382	1734	1264	1749	1105	1594	1490	1696
gene-LOC105277799	NC_039506.1	6099868	6105932	+	6065	2218	2061	1551	1437	1603	1366	2573	1878
gene-LOC105277800	NC_039506.1	6107089	6135511	-	28423	1241	1273	1382	1113	1504	923	1338	803
gene-LOC105277798	NC_039506.1	6137982	6146992	-	9011	147	107	89	127	272	339	171	159
gene-LOC105277796	NC_039506.1	6150239	6153984	+	3746	2853	2565	1921	2039	1967	1966	3286	2392
gene-LOC105277797	NC_039506.1	6153959	6158320	-	4362	1998	1695	1306	1052	1598	1186	2623	1641
gene-LOC105277793	NC_039506.1	6158852	6248912	-	90061	4343	2915	4501	2776	4012	2346	4937	2250
gene-LOC105277795	NC_039506.1	6293447	6296348	-	2902	3	21	4	6	4	4	0	1
gene-LOC105277792	NC_039506.1	6299815	6302648	+	2834	1856	1881	1052	1037	1116	1070	2149	1879
gene-LOC105277791	NC_039506.1	6303052	6324009	-	20958	3482	2996	2279	1962	2423	2012	3697	2989
gene-LOC105277787	NC_039506.1	6328521	6329908	+	1388	915	1013	590	481	582	595	1094	1226
gene-LOC105277786	NC_039506.1	6330560	6338114	+	7555	7516	6268	5742	5234	6157	4595	9188	5417
gene-LOC105277785	NC_039506.1	6340370	6351211	-	10842	1164	1208	812	770	969	784	1235	890
gene-LOC105277782	NC_039506.1	6365513	6368163	+	2651	6	4	7	0	2	0	2	0
gene-LOC105277781	NC_039506.1	6371375	6388254	+	16880	9165	9766	6068	8058	5515	5694	8272	6595
gene-LOC105277780	NC_039506.1	6388024	6393692	-	5669	11185	7839	6987	6515	7410	6359	12490	7261
gene-LOC113563553	NC_039506.1	6393557	6393958	+	402	27	29	56	61	51	65	40	22
gene-LOC105277779	NC_039506.1	6400154	6424897	+	24744	1662	1762	1299	1498	1622	1264	1744	1354
gene-LOC105277778	NC_039506.1	6426018	6429549	-	3532	17220	10876	12401	9375	14270	9297	20777	10041
gene-LOC105277775	NC_039506.1	6430694	6434052	-	3359	2934	3191	1829	2055	1827	2100	3185	3309
gene-LOC105277776	NC_039506.1	6434190	6436234	-	2045	3252	3748	1917	1714	2018	2281	3249	3995
gene-LOC105277774	NC_039506.1	6436464	6438956	-	2493	2861	2700	1742	1493	1928	1744	3047	2601
gene-LOC105277773	NC_039506.1	6439449	6441657	+	2209	10305	7428	6004	4277	7822	4967	13042	7537
gene-LOC105277772	NC_039506.1	6441812	6443906	-	2095	1697	1725	1080	960	1097	1193	1806	1776
gene-LOC105277918	NC_039506.1	6444298	6447494	+	3197	1221	1121	604	831	726	932	1154	892
gene-LOC113562053	NC_039506.1	6450130	6450642	+	513	13	11	14	17	20	18	20	12
gene-LOC113562407	NC_039506.1	6451353	6453248	+	1896	790	757	669	495	775	479	937	550
gene-LOC105277771	NC_039506.1	6453326	6461424	-	8099	4101	3356	3236	2648	3437	2612	4712	3014
gene-LOC105286794	NC_039506.1	6475700	6482413	-	6714	11	16	4	21	10	13	9	14
gene-LOC105286793	NC_039506.1	6483133	6498343	+	15211	263	351	191	135	168	170	226	187
gene-LOC109611479	NC_039506.1	6488302	6491521	-	3220	0	0	0	0	0	0	0	0
gene-LOC109610665	NC_039506.1	6499339	6510987	-	11649	16	12	18	13	19	23	25	29
gene-LOC105286791	NC_039506.1	6511625	6514800	-	3176	0	2	3	4	3	1	6	5
gene-LOC113561829	NC_039506.1	6536927	6541791	-	4865	3966	4622	2311	2263	2419	2233	4055	4080
gene-LOC105286784	NC_039506.1	6543648	6545237	+	1590	303	267	225	199	286	221	432	209
gene-LOC105286782	NC_039506.1	6557731	6575730	+	18000	37550	30205	21319	18263	22469	17245	38183	27004
gene-LOC113562504	NC_039506.1	6569239	6570092	-	854	0	0	0	0	0	0	0	0
gene-LOC113562491	NC_039506.1	6575201	6592002	-	16802	571	596	448	494	228	265	273	259
gene-LOC105286779	NC_039506.1	6592164	6598577	+	6414	2002	1861	2168	1521	1846	1211	2100	1412
gene-LOC113562478	NC_039506.1	6602613	6605628	-	3016	144	145	165	172	172	175	148	99
gene-LOC113562500	NC_039506.1	6605719	6609780	+	4062	532	493	289	313	318	373	543	507
gene-LOC105286776	NC_039506.1	6609905	6614499	-	4595	871	1444	576	702	423	837	617	1269
gene-LOC113561375	NC_039506.1	6615550	6618546	-	2997	15550	13971	9240	7687	9628	7413	16835	12545
gene-LOC105286774	NC_039506.1	6618675	6625805	-	7131	3956	3145	2019	2075	2019	1884	4099	3049
gene-LOC113562667	NC_039506.1	6626998	6628082	-	1085	166	137	82	85	78	84	182	136
gene-LOC113561415	NC_039506.1	6629546	6636009	+	6464	1344	1294	1073	1255	1062	1295	1540	1214
gene-LOC113562662	NC_039506.1	6636745	6639745	+	3001	2082	2098	979	1344	1302	1393	2425	2278
gene-LOC105286771	NC_039506.1	6639882	6658325	-	18444	4022	3755	3613	3711	3876	2955	4921	3369
gene-LOC113563560	NC_039506.1	6691659	6696603	+	4945	3084	2864	2007	2038	1814	2180	3125	2852
gene-LOC105286765	NC_039506.1	6697298	6702913	-	5616	1572	1760	861	1173	978	1384	1552	1754
gene-LOC105286762	NC_039506.1	6710271	6732998	-	22728	2443	2616	1450	1873	1485	1532	2231	1929
gene-LOC113562359	NC_039506.1	6733484	6737153	-	3670	1222	1399	683	784	686	847	1165	1402
gene-LOC109611477	NC_039506.1	6737995	6738357	-	363	3	2	2	2	2	2	4	1
gene-LOC105286760	NC_039506.1	6738335	6748375	+	10041	776	775	449	503	443	545	780	803
gene-LOC105286759	NC_039506.1	6757764	6772743	+	14980	1932	1828	1150	1162	1064	916	1652	1345
gene-LOC113562356	NC_039506.1	6774927	6780280	-	5354	1424	1125	1050	983	1195	798	1782	1044
gene-LOC105286756	NC_039506.1	6781074	6800844	+	19771	1573	1562	1253	1379	1175	955	1101	951
gene-LOC113562358	NC_039506.1	6799980	6803535	-	3556	648	487	304	293	339	268	627	455
gene-LOC105286755	NC_039506.1	6803777	6805333	-	1557	10192	7517	5697	3635	6601	3935	11071	6162
gene-LOC113562021	NC_039506.1	6806386	6809461	+	3076	90	75	78	74	71	94	85	90
gene-LOC113562182	NC_039506.1	6811328	6813556	+	2229	622	739	423	383	384	359	686	632
gene-LOC105286743	NC_039506.1	6818791	6827588	-	8798	63677	55557	61434	47784	71973	52283	78998	49524
gene-LOC113563549	NC_039506.1	6827443	6828619	-	1177	14	12	18	5	11	9	8	8
gene-LOC113563542	NC_039506.1	6830926	6842053	-	11128	31	21	18	10	34	11	36	19
gene-LOC113563551	NC_039506.1	6853633	6856026	-	2394	278	207	145	125	207	139	312	205
gene-LOC113563550	NC_039506.1	6864750	6880262	-	15513	132	105	122	84	137	72	219	92
gene-LOC113562173	NC_039506.1	6886485	6893071	+	6587	463	378	473	409	514	409	419	359
gene-LOC113562172	NC_039506.1	6893206	6895055	-	1850	15	11	24	16	29	15	19	13
gene-LOC105285469	NC_039506.1	6894837	6904965	-	10129	9	0	0	0	2	3	2	0
gene-LOC105285467	NC_039506.1	6911997	6929826	+	17830	4293	5242	2677	2824	2373	2708	3645	4603
gene-LOC105285466	NC_039506.1	6930430	6935483	+	5054	2670	869	2253	700	2224	635	3791	768
gene-LOC113563155	NC_039506.1	6936103	6939754	+	3652	6492	4135	3684	2773	4717	2594	8592	3859
gene-LOC105285464	NC_039506.1	6940841	6984364	+	43524	3079	1393	2102	1721	1801	722	3003	1078
gene-LOC105285462	NC_039506.1	6991269	7032087	-	40819	42	73	62	61	73	70	87	56
gene-LOC105285461	NC_039506.1	7068352	7072795	+	4444	2	2	4	5	0	5	1	0
gene-LOC105285459	NC_039506.1	7087928	7195955	+	108028	6134	4901	6373	5611	5626	4608	6596	4121
