# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/silkworm_genome/GCF_000151625.1_ASM15162v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR10836807_dupsRemoved.bam" "SRR10836808_dupsRemoved.bam" "SRR10836809_dupsRemoved.bam" "SRR10836810_dupsRemoved.bam" "SRR10836811_dupsRemoved.bam" "SRR10836812_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10836807_dupsRemoved.bam	SRR10836808_dupsRemoved.bam	SRR10836809_dupsRemoved.bam	SRR10836810_dupsRemoved.bam	SRR10836811_dupsRemoved.bam	SRR10836812_dupsRemoved.bam
gene-LOC101739344	NW_004581680.1	4293181	4301901	+	8721	32	30	24	142	0	150
gene-LOC101744917	NW_004581680.1	4304087	4307544	+	3458	1	0	1	0	0	0
gene-LOC101745058	NW_004581680.1	4307646	4313880	+	6235	3	2	3	3	0	3
gene-LOC101745207	NW_004581680.1	4313854	4316737	-	2884	2	1	1	0	0	1
gene-LOC101745356	NW_004581680.1	4317067	4321876	-	4810	0	2	0	1	0	3
gene-LOC101739567	NW_004581680.1	4324577	4333968	-	9392	10	8	7	6	0	7
gene-LOC101739710	NW_004581680.1	4355575	4358322	+	2748	1021	1143	917	1269	0	1179
gene-LOC101745503	NW_004581680.1	4368427	4430434	+	62008	54	65	49	45	0	36
gene-LOC110384820	NW_004581680.1	4389189	4390826	-	1638	0	0	0	0	0	0
gene-LOC101740121	NW_004581680.1	4435515	4446860	+	11346	10	6	5	8	0	12
gene-LOC101739989	NW_004581680.1	4449511	4450486	-	976	930	1060	794	1383	0	1338
gene-LOC101740260	NW_004581680.1	4454072	4456321	+	2250	123	134	123	166	0	159
gene-LOC110384824	NW_004581680.1	4466019	4469994	+	3976	40	76	55	45	0	32
gene-LOC101745642	NW_004581680.1	4471833	4493489	-	21657	339	417	384	293	0	249
gene-LOC101740527	NW_004581680.1	4501499	4503671	+	2173	1	2	2	0	0	0
gene-LOC110384754	NW_004581680.1	4505726	4511375	+	5650	1	11	2	7	0	1
gene-LOC101740667	NW_004581680.1	4517733	4525468	-	7736	116	135	121	393	0	335
gene-LOC101745790	NW_004581680.1	4528840	4536992	-	8153	1558	1787	1484	1698	0	1531
gene-LOC732997	NW_004581680.1	4537693	4542273	+	4581	1134	1331	1123	1535	0	1475
gene-LOC101740811	NW_004581680.1	4543974	4544721	+	748	633	715	664	658	0	615
gene-Cide-b	NW_004581680.1	4545550	4548330	-	2781	725	820	677	977	0	905
gene-LOC101739525	NW_004581681.1	4873	40745	+	35873	3617	3950	3311	4237	0	3987
gene-LOC105841443	NW_004581681.1	6597	8901	+	2305	0	0	0	0	0	0
gene-LOC101739665	NW_004581681.1	41959	69785	+	27827	101	98	101	264	0	227
gene-SGF1	NW_004581681.1	112888	115967	+	3080	910	1010	887	1858	0	1688
gene-LOC101739808	NW_004581681.1	122973	134777	-	11805	13	22	16	41	0	35
gene-LOC105841388	NW_004581681.1	236151	244784	+	8634	12	8	9	16	0	12
gene-LOC101739942	NW_004581681.1	294840	298466	-	3627	356	419	313	689	0	606
gene-LOC110384913	NW_004581681.1	302713	305864	-	3152	232	269	236	521	0	480
gene-LOC101737562	NW_004581681.1	306249	324397	+	18149	1060	1131	951	2158	0	2096
gene-LOC101740079	NW_004581681.1	331393	407686	+	76294	295	301	268	649	0	616
gene-LOC101740216	NW_004581681.1	414924	506119	-	91196	42	35	47	36	0	47
gene-LOC110385050	NW_004581681.1	507887	508288	+	402	0	0	1	0	0	0
gene-LOC101740349	NW_004581681.1	509964	513377	+	3414	32	49	49	9	0	18
gene-LOC101737844	NW_004581681.1	513423	518230	-	4808	1232	1481	1142	1263	0	1173
gene-LOC101737978	NW_004581681.1	520806	578676	+	57871	2989	3421	2913	2169	0	2064
gene-LOC101738108	NW_004581681.1	578677	581556	-	2880	243	285	214	199	0	147
gene-Rad51	NW_004581681.1	580602	587119	+	6518	952	1029	916	968	0	941
gene-Sirt2	NW_004581681.1	589115	594633	-	5519	675	772	668	870	0	837
gene-LOC105841391	NW_004581681.1	595607	606575	-	10969	1	3	0	0	0	1
gene-Dsx	NW_004581681.1	616647	815528	+	198882	40	36	34	70	0	68
gene-LOC101738240	NW_004581681.1	823403	827005	+	3603	270	301	272	330	0	380
gene-LOC100302610	NW_004581681.1	837712	986416	-	148705	244	294	215	386	0	365
gene-LOC110384932	NW_004581681.1	998916	1001032	-	2117	0	0	0	0	0	0
gene-FIBH	NW_004581681.1	1022373	1036949	+	14577	0	0	1	3	0	2
gene-Mir2848	NW_004581681.1	1082038	1082135	+	98	0	0	0	0	0	0
gene-LOC110384934	NW_004581681.1	1205343	1230583	+	25241	17	10	10	13	0	14
gene-LOC110384937	NW_004581681.1	1260390	1268262	-	7873	0	0	0	0	0	0
gene-LOC101740619	NW_004581681.1	1262765	1276266	+	13502	28	34	32	27	0	20
gene-LOC101738513	NW_004581681.1	1276314	1277956	-	1643	325	395	281	464	0	443
gene-LOC101740758	NW_004581681.1	1279023	1286162	+	7140	1249	1461	1124	1562	0	1461
gene-Rabb	NW_004581681.1	1288277	1293301	+	5025	2344	2410	2181	2867	0	2770
gene-LOC110384941	NW_004581681.1	1294245	1297030	-	2786	1255	1433	1344	1236	0	1215
gene-LOC101738960	NW_004581681.1	1298996	1313711	-	14716	91	82	101	148	0	155
gene-LOC101739247	NW_004581681.1	1317017	1367991	+	50975	1837	2095	1790	1943	0	1745
gene-LOC101739106	NW_004581681.1	1328510	1339948	-	11439	0	0	0	0	0	0
gene-LOC110384948	NW_004581681.1	1345959	1347721	-	1763	0	0	0	0	0	0
gene-LOC101740898	NW_004581681.1	1368719	1370411	-	1693	188	197	162	202	0	170
gene-LOC101739383	NW_004581681.1	1371015	1373046	+	2032	1002	1012	905	1342	0	1339
gene-LOC101741041	NW_004581681.1	1375713	1383738	-	8026	307	311	282	351	0	261
gene-LOC101741191	NW_004581681.1	1426079	1494996	+	68918	196	227	172	170	0	174
gene-LOC101739524	NW_004581681.1	1497177	1523962	+	26786	2152	2482	2119	1226	0	1167
gene-LOC101739664	NW_004581681.1	1525621	1532221	+	6601	7	7	4	2	0	3
gene-LOC101739807	NW_004581681.1	1533467	1541459	+	7993	12	13	13	12	0	14
gene-LOC101740039	NW_004581681.1	1576767	1604030	+	27264	340	334	326	681	0	617
gene-LOC101741333	NW_004581681.1	1614620	1619211	-	4592	84	86	73	277	0	258
gene-LOC101740307	NW_004581681.1	1625368	1627662	+	2295	634	755	626	551	0	555
gene-LOC101740528	NW_004581681.1	1628465	1633618	-	5154	848	972	750	740	0	684
gene-Or-16	NW_004581681.1	1635610	1661225	+	25616	15	9	10	15	0	8
gene-Or-41	NW_004581681.1	1663583	1669706	+	6124	0	0	0	0	0	0
gene-LOC101740668	NW_004581681.1	1674515	1705756	-	31242	80	104	79	228	0	212
gene-LOC101740812	NW_004581681.1	1706542	1719098	+	12557	746	794	679	1143	0	1134
gene-LOC110384957	NW_004581681.1	1711960	1713457	+	1498	0	0	0	0	0	0
gene-sage	NW_004581681.1	1720253	1723164	+	2912	8	5	12	14	0	15
gene-LOC101740955	NW_004581681.1	1722882	1738789	-	15908	5	4	0	6	0	5
gene-LOC101741233	NW_004581681.1	1742119	1882350	+	140232	722	824	731	1090	0	991
gene-LOC110384958	NW_004581681.1	1872017	1874663	-	2647	0	0	0	0	0	0
gene-LOC100862752	NW_004581681.1	1883428	1930134	-	46707	1694	1864	1659	4592	0	4059
gene-LOC101741371	NW_004581681.1	1932095	1948210	-	16116	537	601	512	613	0	557
gene-LOC101741510	NW_004581681.1	1950478	1969329	+	18852	1400	1527	1275	1616	0	1468
gene-LOC101741650	NW_004581681.1	1982000	1983656	+	1657	0	0	0	0	0	0
gene-LOC101741470	NW_004581681.1	1983742	2083127	+	99386	28	36	28	35	0	37
gene-LOC101741789	NW_004581681.1	2056936	2059396	-	2461	0	0	0	0	0	0
gene-LOC101741937	NW_004581681.1	2087563	2125531	+	37969	148	142	104	133	0	131
gene-LOC101742323	NW_004581681.1	2127156	2141874	-	14719	1752	2044	1703	1762	0	1754
gene-LOC101742185	NW_004581681.1	2139812	2141511	-	1700	0	0	0	0	0	0
gene-LOC101742475	NW_004581681.1	2145069	2147527	+	2459	32	28	28	56	0	36
gene-LOC101741609	NW_004581681.1	2148916	2263026	-	114111	988	1212	950	1585	0	1383
gene-LOC733118	NW_004581681.1	2179019	2186997	+	7979	0	0	0	0	0	0
gene-GSTz1	NW_004581681.1	2264439	2269726	-	5288	843	916	831	1052	0	933
gene-LOC101742619	NW_004581681.1	2270405	2276252	-	5848	737	803	712	790	0	790
gene-LOC101742869	NW_004581681.1	2277085	2281779	+	4695	279	322	281	352	0	301
gene-LOC101743010	NW_004581681.1	2283100	2345933	-	62834	1424	1592	1422	1763	0	1637
gene-LOC110384973	NW_004581681.1	2302019	2304170	+	2152	0	0	0	0	0	0
gene-LOC110384976	NW_004581681.1	2351405	2353308	+	1904	21	17	22	23	0	22
gene-Brf	NW_004581681.1	2356778	2408386	-	51609	156	201	152	415	0	403
gene-LOC692861	NW_004581681.1	2394089	2405017	+	10929	0	0	0	0	0	0
gene-LOC101743155	NW_004581681.1	2410694	2446863	+	36170	1956	2309	1913	824	0	777
gene-LOC105841467	NW_004581681.1	2446172	2449665	-	3494	105	143	90	34	0	27
gene-LOC101741896	NW_004581681.1	2466085	2478261	-	12177	4	1	2	12	0	5
gene-LOC101743662	NW_004581681.1	2482378	2528805	-	46428	2077	2388	2108	3854	0	3577
gene-LOC101742043	NW_004581681.1	2530559	2551159	+	20601	473	464	423	1233	0	1072
gene-LOC101744539	NW_004581681.1	2555213	2579206	-	23994	120	120	118	163	0	169
gene-LOC101744685	NW_004581681.1	2587055	2616264	-	29210	1278	1482	1289	2056	0	1852
gene-LOC105841533	NW_004581681.1	2618895	2641545	-	22651	60	48	46	30	0	26
gene-LOC101744968	NW_004581681.1	2631203	2646265	+	15063	17	14	9	11	0	16
gene-LOC101745117	NW_004581681.1	2649062	2666459	+	17398	305	325	289	139	0	112
gene-LOC101745269	NW_004581681.1	2667252	2668889	+	1638	428	504	452	483	0	415
gene-LOC101742476	NW_004581681.1	2671716	2685963	-	14248	115	102	102	409	0	315
gene-LOC101745504	NW_004581681.1	2692319	2700798	+	8480	742	817	679	1948	0	1988
gene-LOC692444	NW_004581681.1	2701664	2706073	-	4410	408	423	353	4010	0	3808
gene-LOC110384995	NW_004581681.1	2724612	2726842	+	2231	4	4	1	5	0	4
gene-LOC101745643	NW_004581681.1	2726583	2727982	-	1400	1246	1374	1107	1639	0	1578
gene-LOC101745791	NW_004581681.1	2733661	2736181	+	2521	448	515	452	426	0	416
gene-LOC101742620	NW_004581681.1	2737018	2772385	-	35368	274	362	286	540	0	499
gene-CPR49	NW_004581681.1	2748303	2750350	+	2048	0	0	0	0	0	0
gene-LOC101745936	NW_004581681.1	2781243	2783495	+	2253	128	162	128	334	0	309
gene-LOC101742761	NW_004581681.1	2794300	2806672	+	12373	254	291	238	186	0	199
gene-LOC101742915	NW_004581681.1	2807094	2846956	-	39863	31	38	34	25	0	26
gene-LOC101746319	NW_004581681.1	2848265	2856374	+	8110	289	303	269	647	0	620
gene-LOC105841500	NW_004581681.1	2849839	2853888	-	4050	0	0	0	0	0	0
gene-LOC101746082	NW_004581681.1	2856358	2860934	-	4577	31	34	47	35	0	45
gene-LOC101746457	NW_004581681.1	2864332	2880007	+	15676	1472	1773	1500	2064	0	1987
gene-UGT47A1	NW_004581681.1	2866149	2873566	-	7418	0	0	0	0	0	0
gene-LOC101743056	NW_004581681.1	2883760	2885969	-	2210	2	1	0	0	0	0
gene-LOC101746883	NW_004581681.1	2890878	2902049	+	11172	2	0	2	2	0	0
gene-LOC101746743	NW_004581681.1	2892671	2893379	-	709	0	0	0	0	0	0
gene-LOC101747016	NW_004581681.1	2908241	2914256	+	6016	2	0	2	0	0	2
gene-LOC101747156	NW_004581681.1	2915343	2918733	-	3391	354	380	312	357	0	337
gene-LOC101743203	NW_004581681.1	2919439	2922596	+	3158	313	321	268	349	0	299
gene-LOC101735362	NW_004581681.1	2922485	2922976	+	492	98	119	101	109	0	100
gene-LOC101735632	NW_004581681.1	2926216	2928331	-	2116	861	948	847	838	0	838
gene-LOC733029	NW_004581681.1	2931415	2932300	+	886	432	423	359	375	0	350
gene-LOC101735774	NW_004581681.1	2935654	2946769	+	11116	1470	1644	1422	1527	0	1508
gene-Mir279b	NW_004581681.1	2936576	2936652	+	77	0	0	0	0	0	0
gene-Mir279c	NW_004581681.1	2936836	2936915	+	80	0	0	0	0	0	0
gene-LOC692954	NW_004581681.1	2947733	2957724	-	9992	176	183	176	160	0	144
gene-LOC778480	NW_004581681.1	2960287	2961550	+	1264	329	340	335	572	0	505
gene-LOC101743338	NW_004581681.1	2961542	2982369	-	20828	734	882	735	2092	0	1928
gene-LOC101735985	NW_004581681.1	2985034	2989301	+	4268	625	709	543	739	0	702
gene-LOC101736118	NW_004581681.1	2989391	2992451	-	3061	1215	1322	1195	994	0	945
gene-LOC101736253	NW_004581681.1	2994593	3004560	-	9968	1343	1471	1171	1637	0	1614
gene-LOC692816	NW_004581681.1	3009582	3018708	+	9127	655	709	595	481	0	454
gene-LOC101736470	NW_004581681.1	3018932	3033023	-	14092	853	951	806	1378	0	1230
gene-LOC101736605	NW_004581681.1	3034874	3038708	+	3835	186	194	168	381	0	351
gene-LOC101736959	NW_004581681.1	3037881	3040990	-	3110	867	902	811	717	0	717
gene-LOC101736830	NW_004581681.1	3045712	3048810	-	3099	953	1139	971	1187	0	1136
gene-LOC101737092	NW_004581681.1	3099959	3102122	-	2164	0	1	4	0	0	0
gene-LOC101737236	NW_004581681.1	3214581	3321336	-	106756	22	21	27	25	0	27
gene-LOC101743616	NW_004581681.1	3466519	3594938	-	128420	47	49	40	51	0	37
gene-LOC101737383	NW_004581681.1	3669419	3671511	-	2093	0	0	0	1	0	0
gene-LOC101743760	NW_004581681.1	3673368	3678532	-	5165	0	2	4	1	0	0
gene-LOC101737526	NW_004581681.1	3679711	3681357	+	1647	6	5	2	4	0	8
gene-LOC101737668	NW_004581681.1	3692973	3695519	-	2547	2080	2214	1893	3096	0	3106
gene-LOC101744056	NW_004581681.1	3731876	3733470	+	1595	214	255	224	306	0	297
gene-LOC101737895	NW_004581681.1	3745700	3749380	-	3681	240	299	254	462	0	459
gene-LOC101738155	NW_004581681.1	3749997	3759665	+	9669	13	11	8	7	0	4
gene-LOC101744202	NW_004581681.1	3760634	3776496	-	15863	1572	1779	1501	2695	0	2539
gene-LOC101744487	NW_004581681.1	3779638	3800947	+	21310	132	154	146	326	0	334
gene-LOC110385031	NW_004581681.1	3785740	3789008	-	3269	0	0	0	0	0	0
gene-Mir34	NW_004581681.1	3813355	3813452	-	98	0	0	0	0	0	0
gene-Mir277	NW_004581681.1	3821386	3821507	-	122	1	2	0	0	0	1
gene-Mir317	NW_004581681.1	3841495	3841586	-	92	0	0	0	0	0	0
gene-LOC105841560	NW_004581681.1	3845396	3855242	-	9847	9	4	3	3	0	3
gene-LOC105841380	NW_004581681.1	3873307	3895532	-	22226	11	6	9	11	0	9
gene-LOC101744775	NW_004581681.1	3898334	3913568	-	15235	57	34	40	137	0	108
gene-LOC110385056	NW_004581681.1	3918835	3919737	-	903	1	0	0	0	0	0
gene-LOC101744918	NW_004581681.1	3934330	3939359	-	5030	1	4	1	21	0	16
gene-FMO2	NW_004581681.1	4016497	4029518	+	13022	190	207	170	779	0	735
gene-FMO1	NW_004581681.1	4031353	4060170	-	28818	23	21	30	64	0	48
gene-LOC101745059	NW_004581681.1	4062458	4081542	+	19085	742	804	679	1142	0	1004
gene-LOC101745357	NW_004581681.1	4081741	4112512	-	30772	1069	1222	1114	1672	0	1491
gene-LOC733002	NW_004581681.1	4114202	4122876	+	8675	739	817	673	872	0	848
gene-LOC101745505	NW_004581681.1	4128312	4129894	-	1583	12715	13135	11851	10099	0	9847
gene-LOC110385036	NW_004581681.1	4130454	4145211	-	14758	4916	5097	4346	6840	0	6011
gene-LOC101738514	NW_004581681.1	4153070	4153638	-	569	413	467	404	443	0	380
gene-LOC101746083	NW_004581681.1	4172666	4196793	-	24128	473	503	411	473	0	464
gene-LOC101746226	NW_004581681.1	4185751	4195092	+	9342	0	0	0	0	0	0
gene-LOC105841401	NW_004581681.1	4197975	4205213	+	7239	11	12	11	16	0	12
gene-LOC101746505	NW_004581681.1	4205842	4213394	-	7553	4	1	1	2	0	2
gene-LOC101738778	NW_004581681.1	4215586	4241282	+	25697	255	259	217	120	0	119
gene-BAEE	NW_004581681.1	4243133	4254528	+	11396	990	1061	1021	835	0	796
gene-LOC101738916	NW_004581681.1	4254458	4259215	-	4758	1358	1600	1342	1460	0	1349
gene-LOC101739059	NW_004581681.1	4262410	4311159	-	48750	57	51	58	67	0	58
gene-LOC105841491	NW_004581681.1	4300868	4303587	+	2720	0	0	0	0	0	0
gene-LOC101739206	NW_004581681.1	4343327	4373140	+	29814	545	662	560	761	0	712
gene-LOC105841539	NW_004581681.1	4376308	4380599	-	4292	54	92	69	75	0	78
gene-LOC110385111	NW_004581682.1	296	8735	+	8440	84	93	68	142	0	130
gene-LOC101738288	NW_004581682.1	8947	21360	+	12414	148	194	211	260	0	296
gene-LOC101738425	NW_004581682.1	25359	47830	-	22472	159	150	135	273	0	253
gene-LOC101737707	NW_004581682.1	37130	46618	+	9489	0	0	0	0	0	0
gene-LOC101737845	NW_004581682.1	51074	69390	+	18317	537	595	505	652	0	567
gene-LOC101737979	NW_004581682.1	71520	83372	-	11853	552	709	550	1932	0	1800
gene-Mir3422	NW_004581682.1	80279	80377	+	99	0	0	0	0	0	0
gene-LOC101738241	NW_004581682.1	88061	95906	+	7846	1137	1251	1067	1272	0	1340
gene-LOC101738689	NW_004581682.1	96318	102198	+	5881	5	6	7	3	0	6
gene-Srp68	NW_004581682.1	102528	110143	-	7616	650	712	587	925	0	871
gene-LOC101738375	NW_004581682.1	111099	115507	+	4409	935	1037	819	955	0	899
gene-LOC110385120	NW_004581682.1	113128	113415	+	288	0	0	0	0	0	0
gene-LOC101738830	NW_004581682.1	118749	125520	+	6772	78	80	80	131	0	116
gene-eIF3-S7	NW_004581682.1	127862	135845	-	7984	1568	1792	1509	2682	0	2496
gene-LOC101738515	NW_004581682.1	136986	153406	+	16421	365	380	338	333	0	331
gene-LOC101738962	NW_004581682.1	153865	165229	+	11365	13	14	11	8	0	5
gene-LOC110385136	NW_004581682.1	167958	173278	+	5321	8	9	6	18	0	18
gene-LOC110385137	NW_004581682.1	173581	294986	-	121406	21	20	16	35	0	37
gene-LOC101738829	NW_004581682.1	295623	325884	+	30262	13	17	8	23	0	24
gene-LOC105841647	NW_004581682.1	340588	341592	+	1005	2	2	1	4	0	4
gene-LOC101739248	NW_004581682.1	366523	379713	+	13191	3	4	6	36	0	34
gene-LOC101738961	NW_004581682.1	385672	391076	+	5405	1	0	0	0	0	0
gene-LOC110385091	NW_004581682.1	395843	396259	+	417	0	0	0	0	0	0
gene-LOC101739666	NW_004581682.1	406172	513986	+	107815	85	99	104	74	0	67
gene-Mir3423	NW_004581682.1	547848	547962	-	115	0	0	0	0	0	0
gene-Dohh	NW_004581682.1	798893	804219	-	5327	566	649	594	779	0	769
gene-LOC110385147	NW_004581682.1	805113	811992	+	6880	15	8	15	6	0	8
gene-Glob1	NW_004581682.1	815067	850562	+	35496	453	471	419	704	0	648
gene-LOC101739809	NW_004581682.1	854465	874399	-	19935	1435	1470	1380	1732	0	1592
gene-LOC101739207	NW_004581682.1	877426	886628	+	9203	98	93	70	158	0	129
gene-LOC101740080	NW_004581682.1	892555	923128	-	30574	355	420	358	1131	0	1053
gene-LOC101740217	NW_004581682.1	925055	933543	+	8489	19	15	10	17	0	17
gene-LOC101739568	NW_004581682.1	938484	940697	+	2214	614	716	595	669	0	677
gene-LOC101739345	NW_004581682.1	939719	942275	-	2557	582	616	495	480	0	425
gene-LOC101739854	NW_004581682.1	945837	1004126	+	58290	2465	2867	2400	3849	0	3757
gene-LOC101740171	NW_004581682.1	1004923	1029924	-	25002	173	195	177	258	0	230
gene-LOC101740308	NW_004581682.1	1046853	1053070	-	6218	5	3	11	1	0	3
gene-LOC101740529	NW_004581682.1	1103674	1165462	+	61789	14	13	4	19	0	10
gene-LOC110384726	NW_004581682.1	1245589	1261094	+	15506	65	55	68	240	0	186
gene-LOC101740899	NW_004581682.1	1267586	1271452	-	3867	882	966	866	954	0	956
gene-SOCS2-12	NW_004581682.1	1278452	1282883	-	4432	494	568	491	776	0	755
gene-LOC110385160	NW_004581682.1	1285215	1312320	+	27106	46	56	36	97	0	98
gene-LOC101741136	NW_004581682.1	1379414	1381730	+	2317	2	1	2	1	0	4
gene-LOC101741279	NW_004581682.1	1395521	1398003	+	2483	0	0	0	0	0	0
gene-FANCI	NW_004581682.1	1408857	1442506	-	33650	434	467	449	818	0	733
gene-LOC105841629	NW_004581682.1	1428619	1433839	-	5221	0	0	0	0	0	0
gene-LOC101741471	NW_004581682.1	1444299	1486457	+	42159	487	541	476	883	0	825
gene-A4	NW_004581682.1	1488215	1491109	-	2895	18674	20761	18370	15018	0	14428
gene-LOC101741610	NW_004581682.1	1500869	1503089	-	2221	5947	6737	5783	2982	0	2803
gene-LOC105841644	NW_004581682.1	1530567	1534434	-	3868	25	36	23	17	0	23
gene-LOC110385174	NW_004581682.1	1536221	1541310	-	5090	1	0	2	2	0	1
gene-LOC101741750	NW_004581682.1	1542289	1542987	+	699	202	213	170	163	0	177
gene-LOC101741897	NW_004581682.1	1543134	1563929	+	20796	336	305	282	843	0	822
gene-LOC101742240	NW_004581682.1	1543369	1544334	-	966	0	0	0	0	0	0
gene-LOC101740620	NW_004581682.1	1570782	1577674	+	6893	1	6	4	11	0	6
gene-LOC101740760	NW_004581682.1	1582958	1613580	-	30623	2232	2506	2154	1869	0	1833
gene-LOC692850	NW_004581682.1	1615713	1619901	+	4189	1337	1470	1169	1026	0	922
gene-LOC101740900	NW_004581682.1	1625752	1647828	+	22077	450	479	439	706	0	587
gene-LOC101741043	NW_004581682.1	1651084	1654784	+	3701	0	3	3	1	0	1
gene-CPR74	NW_004581682.1	1658086	1661198	+	3113	3	4	7	3	0	1
gene-TRNAC-GCA	NW_004581682.1	1665119	1665190	+	72	0	0	0	0	0	0
gene-LOC101742375	NW_004581682.1	1666384	1679467	-	13084	19	25	23	19	0	29
gene-LOC101741192	NW_004581682.1	1682321	1704731	+	22411	40	18	27	28	0	21
gene-LOC101741334	NW_004581682.1	1705646	1713660	-	8015	175	147	172	229	0	243
gene-LOC101742621	NW_004581682.1	1714078	1781808	-	67731	1907	2100	1871	3369	0	3194
gene-LOC101741472	NW_004581682.1	1813762	1914913	+	101152	63	60	56	78	0	69
gene-LOC105841655	NW_004581682.1	1918362	1919549	-	1188	0	1	1	1	0	0
gene-LOC101741611	NW_004581682.1	1919931	1922222	-	2292	1	0	0	1	0	0
gene-LOC110385095	NW_004581682.1	1931814	1938446	-	6633	4	4	3	4	0	3
gene-LOC101741751	NW_004581682.1	1943143	1961966	+	18824	285	278	229	701	0	651
gene-LOC101742870	NW_004581682.1	1966312	1968948	-	2637	4	2	2	1	0	0
gene-LOC101743011	NW_004581682.1	1969972	1972746	-	2775	21	27	24	13	0	15
gene-LOC692842	NW_004581682.1	1975289	1979020	+	3732	5734	6345	5469	7090	0	6840
gene-LOC101743156	NW_004581682.1	1996085	1997603	+	1519	281	385	303	706	0	686
gene-LOC101743297	NW_004581682.1	1998333	2001193	-	2861	395	441	370	498	0	503
gene-LOC101743438	NW_004581682.1	2005371	2011517	+	6147	1005	1097	904	1615	0	1582
gene-LOC101743578	NW_004581682.1	2010951	2016233	-	5283	470	508	441	572	0	573
gene-LOC101743718	NW_004581682.1	2017298	2028556	+	11259	80	99	77	154	0	156
gene-LOC101743869	NW_004581682.1	2036228	2038396	-	2169	1631	1889	1521	2600	0	2471
gene-LOC105841236	NW_004581682.1	2039460	2042624	+	3165	675	741	625	790	0	687
gene-LOC101744017	NW_004581682.1	2043436	2046910	+	3475	1366	1531	1279	1739	0	1645
gene-LOC101741898	NW_004581682.1	2048302	2087758	-	39457	1061	1187	997	1077	0	1024
gene-LOC101742187	NW_004581682.1	2089296	2145055	+	55760	83	77	80	446	0	342
gene-LOC101742044	NW_004581682.1	2089364	2093471	+	4108	0	0	0	0	0	0
gene-LOC101744345	NW_004581682.1	2157227	2167661	+	10435	563	612	570	586	0	528
gene-LOC101742325	NW_004581682.1	2169156	2215594	-	46439	1839	1992	1772	3081	0	2751
gene-TRNAT-UGU	NW_004581682.1	2184421	2184493	+	73	0	0	0	0	0	0
gene-LOC101744488	NW_004581682.1	2216825	2248510	+	31686	1380	1740	1365	1165	0	1143
gene-LOC778515	NW_004581682.1	2248374	2249656	-	1283	988	1166	955	1528	0	1452
gene-LOC105841609	NW_004581682.1	2251534	2252458	+	925	24	22	29	43	0	26
gene-LOC101744632	NW_004581682.1	2255938	2257168	+	1231	954	1055	910	1141	0	1055
gene-LOC101744776	NW_004581682.1	2259403	2260751	-	1349	672	713	609	948	0	909
gene-LOC101742477	NW_004581682.1	2263573	2278756	+	15184	288	286	288	342	0	302
gene-Parn	NW_004581682.1	2281351	2331419	+	50069	1802	1965	1848	1593	0	1525
gene-LOC110385221	NW_004581682.1	2300839	2304759	+	3921	0	0	0	0	0	0
gene-LOC105841660	NW_004581682.1	2310104	2314737	+	4634	0	0	0	0	0	0
gene-Mir2788	NW_004581682.1	2332511	2332586	-	76	0	0	0	0	0	0
gene-LOC101744919	NW_004581682.1	2561917	2573895	+	11979	23	30	32	15	0	21
gene-TRNAC-GCA-2	NW_004581682.1	2575625	2575696	-	72	0	0	0	0	0	0
gene-LOC105841610	NW_004581682.1	2596637	2633500	+	36864	58	50	48	344	0	286
gene-LOC110385103	NW_004581682.1	2634452	2639594	+	5143	29	36	32	243	0	243
gene-LOC101745060	NW_004581682.1	2640562	2644938	-	4377	2	0	1	4	0	5
gene-LOC101745209	NW_004581682.1	2646291	2648718	-	2428	4	5	1	2	0	2
gene-LOC101745457	NW_004581682.1	2650975	2653957	+	2983	1204	1394	1191	1188	0	1178
gene-LOC693091	NW_004581682.1	2656030	2658540	-	2511	280	278	280	479	0	435
gene-LOC101745599	NW_004581682.1	2665862	2673217	+	7356	1525	1795	1585	3213	0	3111
gene-LOC101745751	NW_004581682.1	2675258	2685232	+	9975	922	966	826	967	0	906
gene-LOC101745987	NW_004581682.1	2688120	2708374	-	20255	92	89	88	179	0	152
gene-LOC101742622	NW_004581682.1	2711628	2715376	-	3749	181	218	165	365	0	357
gene-Mir2789	NW_004581682.1	2728118	2728210	-	93	3	6	2	7	0	6
gene-LOC101746130	NW_004581682.1	2729124	2732148	-	3025	1995	2186	1790	2149	0	2073
gene-glv2	NW_004581682.1	2737538	2742126	+	4589	257	257	242	71	0	68
gene-LOC101746273	NW_004581682.1	2742223	2745406	-	3184	2	1	0	0	0	1
gene-LOC101746409	NW_004581682.1	2747080	2751698	+	4619	366	417	412	381	0	361
gene-LOC778457	NW_004581682.1	2752984	2754207	-	1224	6228	6804	5957	5564	0	5367
gene-LOC101742916	NW_004581682.1	2755647	2761016	+	5370	69	102	78	325	0	287
gene-LOC101743057	NW_004581682.1	2770177	2802609	-	32433	398	450	408	1122	0	1044
gene-LOC101746549	NW_004581682.1	2809385	2819369	+	9985	914	1118	954	1377	0	1355
gene-LOC101743204	NW_004581682.1	2826364	2837999	-	11636	154	189	120	437	0	383
gene-LOC101746827	NW_004581682.1	2838229	2841214	+	2986	53	57	65	28	0	19
